,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,02/08/2023,12:00,USA - USL CHAMPIONSHIP,Loudoun,Memphis,3.1,3.68,2.06,1.52,1.47,2.6
2,02/08/2023,21:30,COLOMBIA - PRIMERA A,Santa Fe,Ind. Medellin,1.91,3.5,4.0,2.08,1.91,1.8
3,02/08/2023,21:30,BRAZIL - SERIE B,Vitoria,ABC,1.5,3.95,7.5,2.33,2.45,1.52
