Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDONESIA - LIGA 1,08/03/2024,05:00,Persik Kediri,RANS Nusantara,1.57,3.85,5.2
2,INDONESIA - LIGA 1,08/03/2024,05:00,PSM Makassar,PSS Sleman,1.57,3.8,5.3
3,VIETNAM - V.LEAGUE 1,08/03/2024,09:15,Hanoi FC,Quang Nam,1.45,4.2,6.0
4,NIGERIA - NPFL,08/03/2024,12:00,Bendel,Gombe,1.25,4.35,16.5
5,BULGARIA - PARVA LIGA,08/03/2024,13:30,Lok. Plovdiv,Etar,1.4,4.5,8.0
6,POLAND - EKSTRAKLASA,08/03/2024,14:00,Piast Gliwice,Radomiak Radom,1.95,3.2,4.33
7,AUSTRIA - 2. LIGA,08/03/2024,14:10,First Vienna,Horn,1.75,3.8,4.0
8,SERBIA - SUPER LIGA,08/03/2024,14:30,Vojvodina,Vozdovac,1.52,4.0,5.8
9,IRELAND - PREMIER DIVISION,08/03/2024,16:45,Galway,Drogheda,1.62,3.8,5.5
10,PARAGUAY - PRIMERA DIVISION,08/03/2024,18:00,Sol de America,Nacional Asuncion,2.38,2.9,3.0
11,VENEZUELA - LIGA FUTVE,08/03/2024,19:00,Dep. Tachira,Puerto Cabello,1.92,3.04,4.46
12,DOMINICAN REPUBLIC - LDF,08/03/2024,20:00,Cibao,Delfines Del Este,1.31,4.45,8.25
13,PARAGUAY - PRIMERA DIVISION,08/03/2024,20:30,2 de Mayo,General Caballero JLM,2.2,3.0,3.25
14,ECUADOR - LIGA PRO,08/03/2024,21:00,Emelec,Mushuc Runa,1.4,4.5,7.5
15,ARGENTINA - PRIMERA NACIONAL,08/03/2024,21:10,Atl. Rafaela,Deportivo Moron,1.8,3.1,4.33
16,BOLIVIA - DIVISION PROFESIONAL,08/03/2024,21:30,Royal Pari,Tomayapo,1.85,3.4,3.8
