Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,07/04/2024,00:05,MEXICO - LIGA MX,Santos Laguna,Club America,4.75,3.75,1.73,1.7,1.67,2.1,1.04,1.33,1.2,5.0,1.17
2,07/04/2024,04:30,SOUTH KOREA - K LEAGUE 2,Cheongju,Suwon Bluewings,3.6,3.25,1.95,2.2,2.0,1.73,1.07,1.44,1.36,9.0,1.07
3,07/04/2024,10:00,ALBANIA - SUPERLIGA,Kukesi,Dinamo Tirana,3.95,3.2,1.85,2.0,1.91,1.85,1.04,1.44,1.33,6.8,1.07
4,07/04/2024,10:00,NORTH MACEDONIA - 1. MFL,Bregalnica Stip,Shkupi,4.35,3.5,1.75,1.93,1.88,1.72,1.03,1.42,1.32,7.5,1.05
5,07/04/2024,10:00,NORTH MACEDONIA - 1. MFL,Makedonija GP,Shkendija,4.7,3.3,1.75,2.0,1.88,1.72,1.05,1.45,1.34,9.0,1.03
6,07/04/2024,11:15,ITALY - SERIE C,Juventus U23,Cesena,4.1,3.5,1.82,2.05,1.93,1.78,1.07,1.45,1.35,6.0,1.09
7,07/04/2024,11:15,ITALY - SERIE C,Recanatese,Carrarese,5.5,3.7,1.6,1.93,1.91,1.8,1.06,1.42,1.31,5.4,1.12
8,07/04/2024,13:30,ITALY - SERIE C,Lumezzane,Padova,4.85,3.2,1.78,2.32,2.1,1.65,1.1,1.55,1.44,7.1,1.07
9,07/04/2024,14:15,BELGIUM - JUPILER PRO LEAGUE,Westerlo,Gent,4.0,3.75,1.85,1.67,1.62,2.2,1.03,1.33,1.2,5.0,1.17
10,07/04/2024,15:45,BAHRAIN - PREMIER LEAGUE,Al-Hala,Al-Hidd,3.6,3.4,1.98,1.88,1.72,2.0,1.06,1.42,1.29,5.3,1.12
11,07/04/2024,18:00,URUGUAY - PRIMERA DIVISION,Maldonado,Penarol,4.2,3.75,1.7,2.03,1.91,1.8,1.05,1.4,1.3,7.0,1.1
12,07/04/2024,18:00,DOMINICAN REPUBLIC - LDF,Moca,Cibao,4.15,3.3,1.78,2.2,2.1,1.7,1.06,1.47,1.41,9.0,1.03
