Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,07/01/2024,12:15,ITALY - SERIE C,Sorrento,Giugliano,2.2,3.05,3.4,2.25,1.93,1.78,1.09,1.55,1.42,6.8,1.07
2,07/01/2024,12:15,MALTA - PREMIER LEAGUE,Valletta,Naxxar,1.75,3.55,4.15,1.93,1.87,1.75,1.04,1.42,1.32,6.5,1.08
3,07/01/2024,13:30,SENEGAL - LIGUE 1,Teungueth,Pikine,2.25,2.7,3.4,3.08,2.45,1.52,1.12,1.65,1.7,11.0,1.01
4,07/01/2024,18:00,SPAIN - COPA DEL REY,Tenerife,Las Palmas,2.88,3.0,2.7,2.6,2.1,1.67,1.1,1.57,1.5,13.0,1.04
