,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,07/10/2023,04:00,Seongnam,Asan,2.4,3.2,3.0
2,ROMANIA - LIGA 2,07/10/2023,05:00,Metaloglobus Bucharest,Csikszereda M. Ciuc,2.3,3.25,2.95
3,HONG KONG - PREMIER LEAGUE,07/10/2023,07:00,Lee Man Warriors,Southern District,1.39,4.75,6.1
4,NORTH MACEDONIA - 1. MFL,07/10/2023,09:00,Voska Sport,Makedonija GP,2.22,2.95,3.3
5,SAN MARINO - CAMPIONATO SAMMARINESE,07/10/2023,10:00,Tre Penne,San Giovanni,1.17,6.0,11.5
6,NORWAY - OBOS-LIGAEN,07/10/2023,10:00,Sogndal,Moss,1.62,4.0,5.5
7,ICELAND - BESTA DEILD KARLA,07/10/2023,11:00,Fylkir,Fram,2.12,3.75,2.92
8,ICELAND - BESTA DEILD KARLA,07/10/2023,11:00,Vikingur Reykjavik,Valur,1.7,4.25,3.9
9,SPAIN - PRIMERA RFEF,07/10/2023,11:00,Gimnastic,Ponferradina,2.2,3.1,3.25
10,SCOTLAND - CHAMPIONSHIP,07/10/2023,11:00,Dunfermline,Arbroath,1.85,3.4,3.6
11,BELARUS - VYSSHAYA LIGA,07/10/2023,12:00,Neman,Belshina,1.2,6.55,12.5
12,NIGERIA - NPFL,07/10/2023,12:00,Bendel,Shooting,1.52,3.3,7.8
13,NIGERIA - NPFL,07/10/2023,12:00,Kano Pillars,Katsina Utd,1.85,3.0,4.55
14,POLAND - DIVISION 1,07/10/2023,12:30,Wisla,Pruszkow,1.62,3.8,4.75
15,RUSSIA - PREMIER LEAGUE,07/10/2023,13:00,Krasnodar,FK Rostov,1.69,4.1,5.53
16,SWITZERLAND - SUPER LEAGUE,07/10/2023,13:00,Zurich,Winterthur,1.57,4.33,5.5
17,SPAIN - PRIMERA RFEF,07/10/2023,13:00,Sestao,Cornella,2.2,3.0,3.25
18,BELGIUM - CHALLENGER PRO LEAGUE,07/10/2023,15:00,Patro Eisden,RFC Liege,2.2,3.2,2.88
19,BELGIUM - CHALLENGER PRO LEAGUE,07/10/2023,15:00,Club Brugge KV U23,Francs Borains,1.67,4.0,3.75
20,ARGENTINA - PRIMERA NACIONAL,07/10/2023,15:30,Almagro,Patronato,1.91,3.1,4.0
21,ANDORRA - PRIMERA DIVISIÓ,07/10/2023,15:30,Pas de la Casa,Esperanca,1.35,4.75,6.3
22,SPAIN - LALIGA2,07/10/2023,16:00,Leganes,R. Oviedo,2.45,2.9,3.4
23,PERU - LIGA 1,07/10/2023,17:00,Deportivo Garcilaso,AD Cantolao,1.14,6.5,17.0
24,ECUADOR - LIGA PRO,07/10/2023,17:30,Emelec,Cumbaya,1.5,3.8,5.5
25,USA - MLS,07/10/2023,20:30,CF Montreal,Portland Timbers,2.2,3.4,3.2
26,USA - MLS,07/10/2023,21:30,Houston Dynamo,Colorado Rapids,1.44,4.2,8.0
27,USA - MLS,07/10/2023,21:30,Minnesota United,Los Angeles Galaxy,1.75,3.8,3.8
28,USA - MLS,07/10/2023,22:30,Real Salt Lake,Sporting Kansas City,1.91,3.75,3.8
