Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
12,04/08/2024,09:00,SWEDEN - ALLSVENSKAN,Djurgarden,Goteborg,1.62,4.0,5.0,1.73,1.75,2.0,1.04,1.33,1.22,5.5,1.14
21,04/08/2024,10:30,AZERBAIJAN - PREMIER LEAGUE,Sabah Baku,Shamakhi,1.5,4.1,5.5,1.78,1.85,1.75,1.01,1.34,1.24,5.3,1.11
20,04/08/2024,11:00,BELGIUM - JUPILER PRO LEAGUE,Cercle Brugge KSV,Kortrijk,1.65,3.9,4.5,1.67,1.7,2.05,1.03,1.3,1.2,5.0,1.17
19,04/08/2024,12:30,SERBIA - SUPER LIGA,TSC,Sp. Subotica,1.37,4.3,8.25,1.78,2.02,1.7,1.05,1.38,1.25,4.8,1.15
18,04/08/2024,12:30,SCOTLAND - PREMIERSHIP,Celtic,Kilmarnock,1.14,7.5,19.0,1.36,2.0,1.75,1.02,1.18,1.1,3.0,1.4
17,04/08/2024,13:00,AZERBAIJAN - PREMIER LEAGUE,Zira,Sabail,1.57,3.75,5.5,1.88,1.87,1.75,1.02,1.39,1.28,6.0,1.08
16,04/08/2024,15:00,ARGENTINA - PRIMERA NACIONAL,San Telmo,Brown Adrogue,1.7,3.4,5.25,2.5,2.38,1.53,1.1,1.53,1.5,11.0,1.05
15,04/08/2024,15:00,SERBIA - SUPER LIGA,Partizan,Zeleznicar Pancevo,1.38,4.8,6.9,1.57,1.85,1.85,1.03,1.29,1.19,3.95,1.21
14,04/08/2024,15:00,EGYPT - PREMIER LEAGUE,Al Ahly,Arab Contractors,1.27,4.8,10.75,1.62,2.07,1.6,12.9,1.31,1.2,3.65,1.2
13,04/08/2024,15:15,SLOVENIA - PRVA LIGA,Maribor,Bravo,1.52,3.9,6.0,1.72,1.8,1.91,1.05,1.37,1.24,4.55,1.16
22,04/08/2024,16:00,BRAZIL - SERIE A,Corinthians,Juventude,1.7,3.5,5.0,2.15,2.05,1.7,1.08,1.44,1.4,8.0,1.08
23,04/08/2024,16:00,CROATIA - HNL,Hajduk Split,Slaven Belupo,1.22,5.75,11.0,1.57,2.1,1.67,1.03,1.29,1.17,4.33,1.2
11,04/08/2024,17:20,PERU - LIGA 1,ADT Tarma,Grau,1.5,3.8,7.0,2.0,2.1,1.67,1.05,1.4,1.29,7.0,1.1
10,04/08/2024,17:30,ARGENTINA - LIGA PROFESIONAL,Boca Juniors,Barracas Central,1.38,4.5,9.0,2.0,2.25,1.57,1.05,1.4,1.3,7.0,1.1
9,04/08/2024,18:30,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Independiente,1.42,4.5,7.5,1.6,1.8,1.91,1.03,1.29,1.17,4.33,1.2
8,04/08/2024,19:45,COLOMBIA - PRIMERA A,Junior,Alianza,1.5,4.33,6.0,2.2,2.38,1.53,1.06,1.44,1.4,9.0,1.07
7,04/08/2024,20:00,ARGENTINA - LIGA PROFESIONAL,Lanus,Tigre,1.75,3.7,4.75,2.25,2.1,1.67,1.07,1.5,1.4,10.0,1.06
6,04/08/2024,20:00,ECUADOR - LIGA PRO,Emelec,Dep. Cuenca,1.57,3.6,5.5,1.98,1.91,1.8,1.05,1.4,1.29,7.0,1.1
5,04/08/2024,20:30,BOLIVIA - DIVISION PROFESIONAL,Wilstermann,Tomayapo,1.67,3.6,5.5,1.98,1.83,1.83,1.06,1.4,1.29,7.0,1.1
4,04/08/2024,22:00,PERU - LIGA 1,U. de Deportes,Cajamarca,1.25,6.25,10.0,1.65,2.25,1.57,1.04,1.3,1.2,5.0,1.17
2,03/08/2024,22:00,USA - USL CHAMPIONSHIP,San Antonio,FC Tulsa,1.65,3.7,4.5,1.75,1.72,2.0,1.05,1.36,1.24,4.6,1.16
3,03/08/2024,22:30,PERU - LIGA 1,Cesar Vallejo,Deportivo Garcilaso,1.7,3.6,5.25,1.98,1.83,1.83,1.06,1.4,1.29,6.5,1.11
1,03/08/2024,23:00,NICARAGUA - LIGA PRIMERA,Managua FC,Ocotal,1.32,4.6,8.5,1.57,1.7,1.91,1.01,1.47,1.2,3.65,1.2
