,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-07-20,07:00:00,SOUTH KOREA - K LEAGUE 2,Cheongju,Cheonan City,2.34,3.2,3.5,26.0,1.2456018
2,2025-07-20,07:00:00,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Incheon,7.6,1.49,4.5,8.2,1.2456017
3,2025-07-20,07:00:00,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Asan,2.22,3.3,3.4,14.0,1.2456018
4,2025-07-20,07:00:00,SOUTH KOREA - K LEAGUE 1,Seoul,Ulsan HD,2.38,3.25,3.45,12.0,1.245568
5,2025-07-20,09:00:00,DENMARK - SUPERLIGA,Fredericia,Nordsjaelland,4.5,1.81,4.2,12.0,1.2453963
6,2025-07-20,09:00:00,DENMARK - SUPERLIGA,Vejle,Randers FC,3.9,2.04,3.75,11.0,1.2453966
7,2025-07-20,09:30:00,POLAND - DIVISION 1,Stal Mielec,Wisla,4.0,1.94,3.65,20.0,1.2457278
8,2025-07-20,09:30:00,NORWAY - ELITESERIEN,Valerenga,Haugesund,1.35,9.6,6.0,42.0,1.2456148
9,2025-07-20,10:00:00,DENMARK - 1ST DIVISION,Esbjerg,Lyngby,4.1,1.89,3.95,24.0,1.2455132
10,2025-07-20,11:00:00,FINLAND - YKKONEN,KuPS Akatemia,KPV Kokkola,2.8,2.32,4.0,42.0,1.2457567
11,2025-07-20,11:00:00,BRAZIL - SERIE A,Internacional,Ceara,1.72,6.0,3.9,16.0,1.245621
12,2025-07-20,11:00:00,DENMARK - SUPERLIGA,Sonderjyske,Aarhus,4.2,2.04,3.6,9.2,1.2453967
13,2025-07-20,12:00:00,POLAND - DIVISION 1,Pogon Siedlce,Polonia Warszawa,2.78,2.48,3.45,26.0,1.2456127
14,2025-07-20,12:00:00,NORWAY - ELITESERIEN,Sandefjord,Kristiansund,1.62,5.4,4.8,32.0,1.2456149
15,2025-07-20,12:00:00,POLAND - DIVISION 1,Chrobry Glogow,Odra Opole,2.84,2.64,3.05,9.6,1.2456126
16,2025-07-20,12:00:00,NORWAY - ELITESERIEN,Tromso,Bryne,1.66,5.8,4.1,23.0,1.245615
17,2025-07-20,13:00:00,PERU - LIGA 1,Sporting Cristal,Alianza Universidad,1.25,12.0,6.8,120.0,1.2456318
18,2025-07-20,13:00:00,DENMARK - SUPERLIGA,Midtjylland,Odense,1.55,6.2,4.8,32.0,1.2453965
19,2025-07-20,14:15:00,NORWAY - ELITESERIEN,HamKam,Fredrikstad,2.9,2.7,3.45,10.0,1.2456367
20,2025-07-20,15:00:00,SERBIA - SUPER LIGA,Mladost,IMT Novi Beograd,2.6,2.56,3.65,27.0,1.2457029
21,2025-07-20,15:00:00,SERBIA - SUPER LIGA,Vojvodina,Radnik,1.58,6.4,3.75,42.0,1.2457031
22,2025-07-20,15:00:00,SERBIA - SUPER LIGA,TSC,Radnicki Nis,2.12,3.2,3.25,34.0,1.2457027
23,2025-07-20,15:00:00,DENMARK - SUPERLIGA,Brondby,Silkeborg,1.76,5.3,4.0,21.0,1.2453964
24,2025-07-20,15:00:00,SERBIA - SUPER LIGA,Zeleznicar Pancevo,Partizan,3.4,2.04,3.45,29.0,1.245703
25,2025-07-20,15:15:00,PERU - LIGA 1,Ayacucho Futbol Club,Grau,2.78,2.94,2.94,22.0,1.2456431
26,2025-07-20,16:00:00,BOLIVIA - DIVISION PROFESIONAL,CDT Real Oruro,San Antonio Bulo Bulo,1.81,4.2,3.95,27.0,1.2457725
27,2025-07-20,16:00:00,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Sp. Luqueno,1.44,7.6,4.5,44.0,1.2456219
28,2025-07-20,16:00:00,BRAZIL - SERIE A,Cruzeiro,Juventude,1.34,13.5,5.4,38.0,1.2456211
29,2025-07-20,16:00:00,BRAZIL - SERIE B,Amazonas,Botafogo SP,2.46,3.6,2.94,9.0,1.2456282
30,2025-07-20,17:30:00,PERU - LIGA 1,Juan Pablo II College,Sport Boys,2.08,4.4,3.25,14.5,1.2456317
31,2025-07-20,17:30:00,BRAZIL - SERIE A,Palmeiras,Atletico-MG,1.75,6.2,3.55,15.0,1.2456212
32,2025-07-20,17:30:00,BRAZIL - SERIE A,Sport Recife,Botafogo FR,4.0,2.2,3.3,7.4,1.2456218
33,2025-07-20,18:00:00,VENEZUELA - LIGA FUTVE,Metropolitanos,Yaracuyanos,1.41,9.0,4.8,34.0,1.2457377
34,2025-07-20,18:30:00,BRAZIL - SERIE B,America MG,Chapecoense-SC,1.81,5.4,3.5,20.0,1.2456173
35,2025-07-20,18:30:00,PARAGUAY - PRIMERA DIVISION,Guarani,Sportivo Trinidense,3.5,2.38,3.1,17.0,1.2456315
36,2025-07-20,19:30:00,BRAZIL - SERIE A,Flamengo RJ,Fluminense,1.8,5.7,3.55,14.0,1.245622
37,2025-07-20,20:30:00,VENEZUELA - LIGA FUTVE,Zamora,Portuguesa,2.14,3.4,3.25,16.0,1.2457377
38,2025-07-20,20:30:00,BOLIVIA - DIVISION PROFESIONAL,Wilstermann,The Strongest,5.4,1.6,4.4,12.0,1.2457561
