,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,11/11/2023,07:45,BULGARIA - PARVA LIGA,Hebar,Cherno More,5.5,3.2,1.8,2.2,1.65,2.1,1.67,H,H,D
2,Lay Away New,11/11/2023,09:30,ENGLAND - CHAMPIONSHIP,Sunderland,Birmingham Legion FC,1.75,3.75,4.5,1.8,2.05,1.73,2.0,H,D,D
3,Lay Away New,11/11/2023,12:00,SCOTLAND - LEAGUE TWO,Peterhead,Stranraer,1.67,3.75,4.2,1.8,2.0,1.8,1.91,H,D,A
4,Lay Away New,11/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Southampton,West Brom,1.85,3.75,4.0,1.9,1.95,1.73,2.0,H,D,D
5,Lay Away New,11/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Sheff Wed,Millwall,2.63,3.0,2.9,2.4,1.53,2.0,1.73,H,D,D
6,Lay Away New,11/11/2023,12:15,SPAIN - LALIGA2,Racing Santander,Valladolid,2.5,3.3,2.88,2.05,1.8,1.8,1.91,H,D,A
7,Lay Away New,11/11/2023,12:45,BULGARIA - PARVA LIGA,Arda,Beroe Stara Za,1.57,3.8,6.5,2.0,1.85,1.91,1.8,H,H,D
8,Lay Away New,11/11/2023,13:00,SPAIN - PRIMERA RFEF,Cornella,R. Union,3.1,2.88,2.3,2.5,1.5,2.2,1.62,H,H,H
9,Lay Away New,11/11/2023,13:30,SPAIN - PRIMERA RFEF,Barcelona B,Sabadell,1.65,3.75,4.2,2.15,1.67,2.2,1.62,H,H,H
10,Lay Away New,11/11/2023,13:45,ROMANIA - LIGA 1,Poli Iasi,CFR Cluj,4.0,3.3,1.85,2.05,1.75,1.91,1.8,H,A,A
11,Lay Away New,11/11/2023,14:00,SPAIN - PRIMERA RFEF,R. Sociedad B,Arenteiro,1.73,3.0,5.25,2.63,1.44,2.5,1.5,H,H,H
12,Lay Away New,11/11/2023,14:00,SPAIN - PRIMERA RFEF,Atl. Madrid B,Recreativo Huelva,1.83,3.1,4.0,2.38,1.53,2.2,1.62,H,H,H
13,Lay Away New,11/11/2023,14:00,SWITZERLAND - SUPER LEAGUE,St. Gallen,Winterthur,1.53,4.75,5.5,1.4,2.88,1.5,2.5,D,H,D
14,Lay Away New,11/11/2023,15:00,SPAIN - PRIMERA RFEF,Dep. La Coruna,SD Logrones,1.33,4.33,7.5,2.15,1.67,2.63,1.44,H,H,H
15,Lay Away New,11/11/2023,16:30,SWITZERLAND - SUPER LEAGUE,Young Boys,Luzern,1.7,4.33,4.2,1.44,2.7,1.5,2.5,D,H,D
16,Lay Away New,11/11/2023,18:00,COSTA RICA - PRIMERA DIVISION,Guanacasteca,Grecia,1.6,3.5,5.25,1.7,2.1,1.73,2.0,A,H,H
17,Lay Away New,11/11/2023,20:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Lanus,Racing Club,2.63,3.3,2.7,2.2,1.65,1.83,1.83,H,D,H
18,Lay Away New,11/11/2023,22:00,MEXICO - LIGA MX,Pumas UNAM,Guadalajara,2.0,3.75,3.4,1.73,2.08,1.62,2.2,H,H,D
