Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,12/05/2024,05:30,Hong Kong FC,North District,3.1,3.9,1.95
2,ANDORRA - PRIMERA DIVISIÓ,12/05/2024,06:00,Atletic America,Pas de la Casa,3.9,3.65,1.72
3,SPAIN - SEGUNDA RFEF,12/05/2024,07:00,Zaragoza B,Pontevedra,3.05,3.0,2.32
4,FINLAND - YKKONEN,12/05/2024,07:00,Vaajakoski,OLS Oulu,4.0,4.33,1.57
5,PHILIPPINES - PFL,12/05/2024,08:00,Davao Aguilas,Stallion,5.0,5.5,1.36
6,UZBEKISTAN - SUPER LEAGUE,12/05/2024,11:00,Sogdiana,Navbahor Namangan,3.45,3.15,2.07
7,AUSTRIA - BUNDESLIGA,12/05/2024,12:00,Hartberg,Salzburg,6.5,4.33,1.5
8,AUSTRIA - BUNDESLIGA,12/05/2024,12:00,A. Klagenfurt,SK Rapid,3.6,3.6,1.95
9,FINLAND - VEIKKAUSLIIGA,12/05/2024,12:30,Ekenas,Ilves,5.25,4.2,1.57
10,ESTONIA - MEISTRILIIGA,12/05/2024,13:00,Nomme Utd,Paide,6.9,4.55,1.34
11,MONTENEGRO - PRVA CRNOGORSKA LIGA,12/05/2024,14:00,Mladost DG,Sutjeska,4.25,3.35,1.8
12,COSTA RICA - PRIMERA DIVISION,12/05/2024,18:00,Sporting San Jose,Herediano,3.6,3.5,1.85
13,CANADA - CANADIAN PREMIER LEAGUE,12/05/2024,20:00,Vancouver FC,Atl. Ottawa,3.35,3.4,2.1
