Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,01/10/2023,01:30,Cheongju,Bucheon FC 1995,2.4,3.1,2.8
2,ROMANIA - LIGA 2,01/10/2023,05:00,Unirea Slobozia,Alexandria,1.47,4.05,6.4
3,MONGOLIA - PREMIER LEAGUE,01/10/2023,05:00,FC Ulaanbaatar,Tuv Buganuud,1.14,7.0,11.4
4,AUSTRIA - 2. LIGA,01/10/2023,05:30,Lafnitz,First Vienna,2.02,3.7,3.2
5,ANDORRA - PRIMERA DIVISIÓ,01/10/2023,06:00,Atletic Escaldes,Ordino,1.26,5.3,8.0
6,SPAIN - PRIMERA RFEF,01/10/2023,07:00,Algeciras,Sanluqueno,1.95,3.25,3.5
7,BELARUS - VYSSHAYA LIGA,01/10/2023,08:00,Isloch,Slutsk,1.84,3.52,4.18
8,ANDORRA - PRIMERA DIVISIÓ,01/10/2023,08:30,Penya,Pas de la Casa,1.87,3.45,3.5
9,ALBANIA - SUPERLIGA,01/10/2023,09:00,Egnatia,Teuta,1.55,3.65,5.2
10,ROMANIA - LIGA 1,01/10/2023,09:00,Univ. Craiova,FC Botosani,1.4,4.5,6.0
11,AUSTRIA - BUNDESLIGA,01/10/2023,09:30,Hartberg,Altach,1.95,3.6,3.8
12,AUSTRIA - BUNDESLIGA,01/10/2023,09:30,Sturm Graz,Tirol,1.29,6.5,8.5
13,SERBIA - PRVA LIGA,01/10/2023,10:00,Vrsac,Radnicki Beograd,1.57,3.65,5.1
14,SERBIA - PRVA LIGA,01/10/2023,10:00,Smederevo,RFK Novi Sad,1.53,3.75,5.3
15,SAN MARINO - CAMPIONATO SAMMARINESE,01/10/2023,10:00,La Fiorita,Folgore,1.3,4.65,8.25
16,NORWAY - OBOS-LIGAEN,01/10/2023,10:00,Asane,Ranheim,2.15,4.0,3.0
17,FINLAND - VEIKKAUSLIIGA,01/10/2023,10:00,Haka,Lahti,1.95,3.8,3.5
18,FINLAND - YKKONEN,01/10/2023,10:00,KaPa,SalPa,1.95,3.6,3.25
19,BELGIUM - JUPILER PRO LEAGUE,01/10/2023,11:00,Genk,Westerlo,1.4,4.5,7.0
20,CHILE - PRIMERA DIVISION,01/10/2023,11:15,O'Higgins,Union La Calera,2.4,3.4,2.88
21,PORTUGAL - LIGA PORTUGAL,01/10/2023,11:30,Arouca,Chaves,1.83,3.6,4.2
22,INDIA - ISL,01/10/2023,11:30,Kerala Blasters,Jamshedpur,1.85,3.5,3.8
23,GHANA - PREMIER LEAGUE,01/10/2023,12:00,Great Olympics,Bibiani Gold Stars,1.9,3.0,4.05
24,SWEDEN - ALLSVENSKAN,01/10/2023,12:30,Mjallby,Varnamo,2.3,3.3,3.2
25,SLOVAKIA - NIKE LIGA,01/10/2023,12:30,Podbrezova,Kosice,1.5,4.15,6.0
26,POLAND - DIVISION 1,01/10/2023,13:00,Tychy,Pruszkow,1.91,3.5,3.6
27,SPAIN - PRIMERA RFEF,01/10/2023,13:00,Unionistas,R. Union,2.4,3.0,2.75
28,SLOVAKIA - NIKE LIGA,01/10/2023,13:00,Dun. Streda,Trnava,2.05,3.45,3.4
29,ESTONIA - MEISTRILIIGA,01/10/2023,13:00,Levadia,Narva,1.26,4.9,9.0
30,MONTENEGRO - PRVA CRNOGORSKA LIGA,01/10/2023,13:00,Jezero,Arsenal Tivat,2.1,3.0,3.55
31,ITALY - SERIE C,01/10/2023,13:30,Lumezzane,Renate,2.45,3.0,2.95
32,SERBIA - PRVA LIGA,01/10/2023,14:00,Sloboda,Metalac,2.37,2.85,3.0
33,MOROCCO - BOTOLA PRO,01/10/2023,14:15,Maghreb Fez,Jeunesse Sportive Soualem,2.15,2.9,3.25
34,PERU - LIGA 1,01/10/2023,15:00,Alianza Atl.,Deportivo Garcilaso,2.15,3.4,3.1
35,BRAZIL - SERIE B,01/10/2023,15:45,Vila Nova FC,Chapecoense-SC,1.7,3.2,5.7
36,BRAZIL - SERIE A,01/10/2023,16:00,Santos,Vasco,2.45,3.2,3.0
37,BRAZIL - SERIE A,01/10/2023,16:00,Cruzeiro,America MG,1.67,3.8,5.0
38,ARGENTINA - PRIMERA NACIONAL,01/10/2023,16:30,Gimnasia Mendoza,Almagro,1.91,3.1,4.5
39,ECUADOR - LIGA PRO,01/10/2023,17:30,Orense,Libertad,1.85,3.3,3.8
40,ARGENTINA - COPA DE LA LIGA PROFESIONAL,01/10/2023,18:45,Talleres Cordoba,Belgrano,1.91,3.4,4.2
41,USA - USL CHAMPIONSHIP,01/10/2023,20:00,Sacramento Republic,Las Vegas Lights,1.38,4.75,6.9
42,COSTA RICA - PRIMERA DIVISION,01/10/2023,21:00,Saprissa,Guanacasteca,1.29,4.75,9.0
43,COLOMBIA - PRIMERA A,01/10/2023,21:30,Dep. Cali,Petrolera,1.91,3.2,4.5
