Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDONESIA - LIGA 1,20/04/2024,05:00,Persik Kediri,Persita,1.6,4.1,4.55
2,ROMANIA - LIGA 2,20/04/2024,05:00,Ceahlaul,Alexandria,1.55,3.75,5.5
3,ROMANIA - LIGA 2,20/04/2024,06:30,Hunedoara,Mioveni,2.57,2.85,2.95
4,HONG KONG - PREMIER LEAGUE,20/04/2024,07:00,Lee Man Warriors,Hong Kong FC,1.12,7.4,16.5
5,CHINA - SUPER LEAGUE,20/04/2024,08:00,Chengdu Rongcheng,Shenzhen Xinpengcheng,1.4,4.75,7.0
6,MALTA - PREMIER LEAGUE,20/04/2024,09:00,Hamrun,Santa Lucia,1.39,4.5,6.6
7,NIGERIA - NPFL,20/04/2024,10:00,Kwara,Akwa United,1.57,3.3,6.8
8,SWEDEN - SUPERETTAN,20/04/2024,10:00,Ostersund,Orgryte,1.95,3.3,3.75
9,URUGUAY - PRIMERA DIVISION,20/04/2024,10:00,Danubio,Cerro Largo,2.3,3.0,3.4
10,NORTH MACEDONIA - 1. MFL,20/04/2024,11:00,Bregalnica Stip,Rabotnicki,2.07,3.15,3.45
11,SERBIA - PRVA LIGA,20/04/2024,11:00,FK Indjija,Tekstilac Odzaci,1.65,3.2,5.3
12,PORTUGAL - LIGA PORTUGAL,20/04/2024,11:30,Moreirense,Gil Vicente,2.15,3.2,3.6
13,SPAIN - PRIMERA RFEF,20/04/2024,12:00,Sabadell,Cornella,2.0,3.1,3.3
14,GHANA - PREMIER LEAGUE,20/04/2024,12:00,Legon Cities,Hearts of Oak,2.42,2.77,3.0
15,SWEDEN - ALLSVENSKAN,20/04/2024,12:30,Malmo FF,Vasteras SK,1.22,5.75,13.0
16,FINLAND - VEIKKAUSLIIGA,20/04/2024,12:30,VPS,Gnistan,1.95,3.5,3.75
17,SPAIN - PRIMERA RFEF,20/04/2024,13:00,Algeciras,Antequera,2.2,3.0,3.1
18,ARGENTINA - PRIMERA NACIONAL,20/04/2024,13:00,Deportivo Madryn,Chaco For Ever,1.91,3.1,5.0
19,SLOVAKIA - NIKE LIGA,20/04/2024,13:00,Dun. Streda,Ruzomberok,1.62,3.65,5.6
20,ALBANIA - SUPERLIGA,20/04/2024,13:00,Partizani,Dinamo Tirana,1.78,3.25,4.2
21,ITALY - SERIE C,20/04/2024,13:30,L.R. Vicenza,Trento,1.7,2.87,5.7
22,ARGENTINA - PRIMERA NACIONAL,20/04/2024,13:35,Atletico Atlanta,Almagro,2.0,3.0,4.5
23,SPAIN - PRIMERA RFEF,20/04/2024,14:00,Dep. La Coruna,Cultural Leonesa,1.5,3.25,7.0
24,ARGENTINA - PRIMERA NACIONAL,20/04/2024,15:00,CA Estudiantes,All Boys,2.1,3.1,4.0
25,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,20/04/2024,15:00,Al Ettifaq,Al Wehda,1.85,3.6,3.8
26,SPAIN - PRIMERA RFEF,20/04/2024,15:00,Real Madrid B,Alcoyano,1.8,3.25,4.0
27,BRAZIL - SERIE B,20/04/2024,15:30,Chapecoense-SC,Ituano,2.05,3.05,3.95
28,SPAIN - LALIGA2,20/04/2024,16:00,Huesca,Zaragoza,2.45,2.7,3.5
29,BRAZIL - SERIE B,20/04/2024,16:30,Santos,Paysandu PA,1.37,4.6,8.25
30,MOROCCO - BOTOLA PRO,20/04/2024,17:00,Wydad,Hassania Agadir,1.57,3.25,6.0
31,BRAZIL - SERIE A,20/04/2024,18:30,Gremio,Cuiaba,1.62,3.6,6.5
32,ARGENTINA - PRIMERA NACIONAL,20/04/2024,20:00,Talleres (R.E),Tristan Suarez,2.2,3.1,3.6
33,USA - MLS,20/04/2024,20:30,Columbus Crew,Portland Timbers,1.57,4.0,6.0
34,USA - MLS,20/04/2024,20:30,Inter Miami,Nashville SC,1.45,4.5,7.0
35,USA - MLS,20/04/2024,23:30,Seattle Sounders,Vancouver Whitecaps,1.8,3.8,4.2
