Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,11/03/2024,07:00,Rajasthan United,Neroca FC,1.65,4.05,4.15
2,SERBIA - PRVA LIGA,11/03/2024,10:00,Mladost GAT,Radnicki Beograd,1.65,3.35,4.8
3,GHANA - PREMIER LEAGUE,11/03/2024,12:00,Hearts of Oak,Bofoakwa Tano,1.78,2.6,6.2
4,BULGARIA - PARVA LIGA,11/03/2024,12:30,Pirin Blagoevgrad,Hebar,2.5,3.25,2.88
5,POLAND - DIVISION 1,11/03/2024,14:00,Wisla Plock,Leczna,1.8,3.75,4.0
6,POLAND - EKSTRAKLASA,11/03/2024,15:00,Warta Poznan,LKS Lodz,1.95,3.25,4.0
7,NETHERLANDS - EERSTE DIVISIE,11/03/2024,16:00,De Graafschap,Jong Ajax,1.57,4.75,5.0
8,PORTUGAL - LIGA PORTUGAL 2,11/03/2024,17:15,AVS,Feirense,1.5,3.75,6.5
9,PORTUGAL - LIGA PORTUGAL,11/03/2024,17:15,Gil Vicente,Chaves,1.8,3.75,4.33
10,CHILE - PRIMERA DIVISION,11/03/2024,21:30,Union La Calera,Cobreloa,1.85,3.75,4.0
