Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,30/03/2024,03:30,AUSTRALIA - A-LEAGUE,Melbourne City,Newcastle Jets,1.53,4.75,5.25,1.44,1.53,2.38,1.02,1.22,1.13,3.5,1.3
20,30/03/2024,05:30,INDIA - I-LEAGUE,Real Kashmir,Neroca FC,1.25,5.7,8.75,1.37,1.75,1.85,21.0,1.2,1.12,2.85,1.32
21,30/03/2024,08:00,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Nantong Zhiyun,1.4,4.75,7.5,1.75,2.0,1.75,1.04,1.33,1.22,5.5,1.14
22,30/03/2024,08:30,POLAND - EKSTRAKLASA,Rakow,Ruch Chorzow,1.4,4.75,7.5,1.75,2.0,1.75,1.04,1.33,1.22,5.5,1.14
23,30/03/2024,09:00,CHINA - SUPER LEAGUE,Shanghai Port,Henan Songshan Longmen,1.36,5.0,9.0,1.6,1.95,1.8,1.03,1.29,1.18,4.33,1.2
24,30/03/2024,10:00,INDIA - I-LEAGUE,Mohammedan,Inter Kashi,1.53,4.3,4.8,1.47,1.55,2.15,1.01,1.22,1.12,3.3,1.24
25,30/03/2024,10:30,INDONESIA - LIGA 1,Persis Solo,RANS Nusantara,1.62,4.1,4.3,1.53,1.57,2.1,1.02,1.26,1.2,3.55,1.21
34,30/03/2024,11:00,PORTUGAL - LIGA PORTUGAL 2,Maritimo,Leixoes,1.7,3.5,5.25,2.1,2.0,1.73,1.07,1.44,1.33,8.0,1.08
27,30/03/2024,11:00,SERBIA - PRVA LIGA,OFK Beograd,Smederevo,1.5,3.75,5.6,1.93,2.07,1.72,1.03,1.4,1.31,6.5,1.08
28,30/03/2024,11:30,NETHERLANDS - TWEEDE DIVISIE,Katwijk,Scheveningen,1.6,4.2,4.4,1.5,1.57,2.1,1.02,1.26,1.16,3.5,1.21
29,30/03/2024,12:00,SCOTLAND - LEAGUE ONE,Alloa,Annan,1.62,3.8,4.5,1.44,1.53,2.38,1.02,1.25,1.13,3.5,1.29
30,30/03/2024,12:00,SCOTLAND - PREMIERSHIP,Rangers,Hibernian,1.29,6.5,8.0,1.53,1.95,1.8,1.02,1.25,1.17,4.0,1.25
31,30/03/2024,12:00,ARMENIA - PREMIER LEAGUE,Urartu,Van,1.42,4.1,6.3,1.57,1.77,2.0,1.01,1.28,1.16,4.3,1.16
32,30/03/2024,12:00,SPAIN - PRIMERA RFEF,Unionistas,SD Logrones,1.6,3.3,5.25,2.38,2.5,1.5,1.1,1.53,1.44,8.5,1.05
19,30/03/2024,12:15,ITALY - SERIE C,Juve Stabia,ACR Messina,1.42,3.95,8.0,2.25,2.55,1.45,1.09,1.52,1.42,6.9,1.07
33,30/03/2024,12:15,SPAIN - LALIGA2,Leganes,FC Cartagena SAD,1.62,3.5,6.5,2.5,2.5,1.5,1.1,1.57,1.5,13.0,1.04
26,30/03/2024,12:15,SPAIN - LALIGA2,Eibar,Eldense,1.73,3.75,5.0,2.2,2.1,1.67,1.07,1.44,1.4,9.0,1.07
18,30/03/2024,12:30,PORTUGAL - LIGA PORTUGAL,Arouca,SC Farense,1.75,3.75,4.75,1.93,1.8,1.95,1.05,1.36,1.29,6.5,1.11
8,30/03/2024,13:00,RUSSIA - PREMIER LEAGUE,Spartak Moscow,Ural,1.58,4.37,6.47,1.97,1.98,1.79,1.01,1.39,1.27,5.75,1.09
2,30/03/2024,13:30,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Podbrezova,1.38,4.9,7.1,1.53,1.75,1.98,1.03,1.29,1.17,3.7,1.25
3,30/03/2024,13:30,SLOVENIA - PRVA LIGA,Celje,Aluminij,1.22,5.9,10.75,1.5,2.1,1.65,1.03,1.28,1.16,3.6,1.25
4,30/03/2024,14:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Buducnost,Petrovac,1.65,3.65,4.85,1.98,1.98,1.65,1.03,1.42,1.33,7.1,1.06
5,30/03/2024,14:30,SERBIA - SUPER LIGA,Partizan,Sp. Subotica,1.24,5.6,10.5,1.57,2.15,1.62,1.03,1.3,1.19,3.95,1.21
6,30/03/2024,14:30,ENGLAND - PREMIER LEAGUE,Aston Villa,Wolves,1.6,4.33,5.0,1.57,1.57,2.25,1.03,1.29,1.17,4.33,1.22
7,30/03/2024,16:00,NETHERLANDS - EREDIVISIE,G.A. Eagles,Excelsior,1.57,4.2,6.0,1.57,1.62,2.2,1.03,1.29,1.17,4.0,1.22
9,30/03/2024,16:00,SPAIN - PRIMERA RFEF,Castellon,Recreativo Huelva,1.36,4.2,6.5,1.93,2.25,1.57,1.03,1.4,1.29,6.0,1.11
16,30/03/2024,16:45,ITALY - SERIE C,Avellino,Picerno,1.75,3.3,4.75,2.22,2.05,1.7,1.09,1.53,1.4,6.6,1.08
10,30/03/2024,17:00,NETHERLANDS - EREDIVISIE,AZ Alkmaar,Vitesse,1.29,5.5,11.0,1.57,2.0,1.75,1.03,1.29,1.17,4.33,1.2
11,30/03/2024,18:00,CHILE - PRIMERA DIVISION,Colo Colo,Everton,1.62,3.6,5.5,1.95,1.91,1.8,1.05,1.4,1.29,6.5,1.11
12,30/03/2024,18:45,PERU - LIGA 1,FBC Melgar,Cienciano,1.62,4.2,5.0,1.88,1.83,1.83,1.04,1.36,1.25,6.0,1.13
13,30/03/2024,19:00,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Nacional Asuncion,1.5,4.0,6.0,1.95,2.1,1.67,1.05,1.4,1.29,6.5,1.11
14,30/03/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Royal Pari,1.36,4.33,7.0,1.5,1.6,2.07,1.01,1.26,1.13,3.25,1.24
15,30/03/2024,21:30,USA - USL CHAMPIONSHIP,San Antonio,Monterey Bay,1.6,4.1,4.7,1.65,1.72,2.0,1.04,1.33,1.22,4.35,1.18
