,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,16/03/2024,02:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Seongnam,3.0,3.25,2.1,2.08,1.83,1.83,1.06,1.44,1.33,8.0,1.08
2,16/03/2024,09:00,ROMANIA - LIGA 2,Alexandria,Metaloglobus Bucharest,4.45,3.1,1.87,2.27,2.0,1.72,1.1,1.55,1.42,6.9,1.07
3,16/03/2024,09:00,ROMANIA - LIGA 2,CSC Dumbravita,Csikszereda M. Ciuc,4.1,3.35,1.85,2.2,2.0,1.72,1.08,1.5,1.4,6.6,1.08
4,16/03/2024,09:00,ROMANIA - LIGA 2,Unirea Dej,Concordia,3.1,3.15,2.27,2.2,1.91,1.8,1.09,1.52,1.4,6.6,1.08
5,16/03/2024,10:00,SERBIA - SUPER LIGA,Radnik,IMT Novi Beograd,2.55,3.25,2.62,2.15,1.88,1.82,1.08,1.5,1.38,6.4,1.08
6,16/03/2024,11:00,SLOVENIA - PRVA LIGA,Bravo,O. Ljubljana,3.6,3.4,1.98,1.9,1.75,1.95,1.06,1.42,1.3,5.4,1.12
15,16/03/2024,12:00,ENGLAND - CHAMPIONSHIP,Stoke,Norwich,2.55,3.25,2.8,2.0,1.73,2.0,1.06,1.4,1.3,6.5,1.11
14,16/03/2024,12:00,ENGLAND - LEAGUE TWO,Bradford City,Mansfield,3.1,3.25,2.38,2.0,1.73,2.0,1.06,1.4,1.29,7.0,1.1
13,16/03/2024,12:00,ENGLAND - LEAGUE ONE,Port Vale,Oxford Utd,3.5,3.25,2.2,2.05,1.8,1.95,1.06,1.44,1.3,7.0,1.1
12,16/03/2024,12:00,ENGLAND - PREMIER LEAGUE,Burnley,Brentford,3.25,3.6,2.15,1.8,1.62,2.2,1.05,1.33,1.25,5.5,1.14
16,16/03/2024,12:00,ENGLAND - LEAGUE ONE,Fleetwood,Charlton,2.75,3.25,2.63,1.85,1.62,2.2,1.05,1.36,1.25,6.0,1.13
