,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,INDONESIA - LIGA 1,2024-05-14,09:00,Bali United,Persib Bandung,2.37,3.25,2.77,1.72,1.9,1.57,2.1,2.2727273,1.2128786,0.53366655,0.41830218,0.19346464,0.4624997,0.39305744,0.12405863,0.31562465,1.9090909,0.9958592,0.52164054,0.90909094,0.8999541,0.98994946,1.0,1.2060454,1.2060454,0.5887007,0.090003364,1.2488958,2.9504132,0.6443795,0.661157,1.2374369,2.0,1.1281521,0.56407607,0.5862423,0.42863715,0.7311604,0.38395956,0.11624591,0.30275562,2.090909,1.5640591,0.7480283,1.0,0.8528029,0.8528029,1.0909091,1.5640591,1.4337208,0.45434403,0.13321744,2.8512397,1.1469767,1.6363636,0.5211573,0.42194092,0.30769232,0.36101082,0.5813953,0.5263158,0.6369427,0.47619048,1.371308,1.1687764,0.72923076,0.8523077,0.85559565,1.1732852,0.5292308,0.5846154,0.128391,0.15658364,0.07782101,0.07973422,0.30784708,0.85559565,0.8523077,0.72923076,1.3779069,1.6104652,0.5292308,1.0955414,8.39,0.273,2.341,-0.10488677,-0.057210967,0.28247914,0.33015496,0.15754671,0.44060564,0.25617245,1.079259,23.749495,0.25455844,-5.1427646,1.6268336,1.5049734,1.0809717,0.92509365,1.079259,0.48,0.88,1,0.6555
2,GEORGIA - CRYSTALBET EROVNULI LIGA,2024-05-14,09:30,Samgurali,Gagra,2.1,3.15,3.15,1.98,1.65,1.83,1.93,1.5454545,1.3726971,0.88821584,0.6354478,0.6126859,0.9641798,0.4354531,0.12462419,0.2861943,1.7272727,1.4826823,0.8583951,1.2727273,0.86243933,0.6776309,0.45454547,1.8272501,4.0199504,0.39730877,0.17069322,1.0622908,2.5123968,1.0193442,2.3140495,0.47434166,1.1818181,1.4024771,1.1867114,0.4723065,0.43231568,0.9153287,0.47128686,0.0716036,0.1519321,1.6363636,2.4962783,1.5255034,1.3636364,1.06794,0.78315604,0.27272728,3.1069105,11.392005,0.292933,0.23327793,1.338843,3.0510068,2.6033058,0.55939716,0.47619048,0.31746033,0.31746033,0.5050505,0.6060606,0.5464481,0.5181347,1.5,1.5,0.6666667,1.0,0.6666667,1.0,0.62857145,0.52380955,0.20203051,0.2,0.2,0.0,0.22807017,0.6666667,1.0,0.6666667,1.060606,1.5909091,0.62857145,1.0819672,8.4,0.364,2.775,-0.125,0.0,0.25,0.375,0.21650635,0.6062178,0.2476796,1.4849242,27.699472,0.46669048,9.369385,1.7460318,1.4285715,1.2222222,0.8181818,1.4849242,0.0,1.05,1,0.7193
3,BAHRAIN - PREMIER LEAGUE,2024-05-14,13:30,Al Khalidiyah,Al-Hala,1.57,4.05,5.1,1.72,2.05,1.78,1.93,1.9090909,0.9958592,0.52164054,0.40488124,0.38348168,0.9471461,0.5114756,0.2709437,0.5297295,2.1818182,2.0368507,0.9335565,1.0,0.73854893,0.73854893,1.1818181,1.7999082,1.5229992,0.6261177,0.12844366,1.403968,2.7768595,1.6003826,1.6363636,0.45133546,1.2727273,1.354515,1.0642618,0.5550842,0.60413265,1.0883622,0.5084148,0.1547592,0.30439553,1.0909091,1.1642044,1.0671874,1.3636364,0.88139635,0.6463573,-0.27272728,1.354515,-4.9665546,0.28415585,0.1069772,1.4876033,0.8537499,1.4876033,0.8079466,0.6369427,0.24691358,0.19607843,0.5813953,0.4878049,0.56179774,0.5181347,2.5796177,3.2484076,0.38765433,1.2592592,0.30784315,0.7941176,0.42469135,0.50617284,0.54708856,0.44128114,0.52923536,0.114754096,0.40381283,0.30784315,1.2592592,0.38765433,0.9127907,2.9651163,0.42469135,0.96629214,10.72,0.636,2.35,-0.23134328,0.09794776,0.14645523,0.47574627,0.5072663,1.8126316,0.56147164,4.4400225,51.115505,0.46669048,-9.369385,2.1069064,1.225178,1.7196738,0.58150566,4.4400225,1.05,2.48,1,0.9777
4,SWITZERLAND - SUPER LEAGUE,2024-05-14,15:30,Grasshoppers,Yverdon,1.7,3.9,4.5,1.7,2.1,1.73,2.0,1.5454545,1.3726971,0.88821584,0.6264309,0.69804025,1.1143132,0.5013605,0.15445912,0.30807996,1.7272727,1.8136307,1.0499967,1.0909091,0.51425946,0.47140452,0.6363636,1.8227216,2.864277,0.38364652,0.106769435,1.0554596,3.1404958,0.99749684,1.0909091,0.51425946,0.09090909,0.2874798,3.1622777,0.3917826,0.30152437,0.7696216,0.49486524,0.040895607,0.08263988,0.6363636,0.4810457,0.75592893,2.5454545,1.4373989,0.56469244,-1.9090909,1.3787047,-0.72217864,0.17848162,0.05296057,0.9834711,0.31126487,5.3223143,0.68745166,0.5882353,0.25641027,0.22222222,0.5882353,0.47619048,0.5780347,0.5,2.2941177,2.6470587,0.43589744,1.1538461,0.37777779,0.8666667,0.43589744,0.53846157,0.46418068,0.39285713,0.4516129,0.071428575,0.39285713,0.37777779,1.1538461,0.43589744,1.0,2.6470587,0.43589744,0.982659,10.1,1.455,1.66,-0.21782178,0.05940594,0.16831683,0.44554454,0.437888,1.474223,0.4962755,3.611094,47.72631,0.56568545,-11.309933,1.9869281,1.254902,1.5833334,0.6315789,3.611094,0.6,2.2,1,0.9612
5,SWITZERLAND - SUPER LEAGUE,2024-05-14,15:30,Basel,Lausanne Ouchy,1.5,4.2,6.0,1.62,2.25,1.73,2.0,1.6363636,1.2984415,0.793492,0.4319006,0.31496045,0.7292429,0.45688853,0.13727103,0.30044752,1.1818181,0.7158189,0.6056929,0.90909094,0.66804266,0.73484695,0.27272728,0.9620914,3.5276685,0.43712854,0.08797975,0.80947334,2.1487603,0.3937004,1.0743802,0.56526685,0.6363636,1.1499192,1.8070158,0.64444685,0.69592106,1.0798734,0.52911466,0.12824757,0.24238144,1.0,1.0444659,1.0444659,1.8181819,0.83319557,0.45825756,-0.8181818,1.1134044,-1.3608277,0.19381796,0.08568042,1.0909091,0.9574271,3.1404958,0.4823764,0.6666667,0.23809524,0.16666667,0.61728394,0.44444445,0.5780347,0.5,2.8,4.0,0.35714287,1.4285715,0.25,0.7,0.3857143,0.53571427,0.61824125,0.47368422,0.6,0.1764706,0.44329897,0.25,1.4285715,0.35714287,0.9259259,3.7037036,0.3857143,0.9364162,11.7,1.0,2.448,-0.23076923,0.15384616,0.12820514,0.51282054,0.5807565,2.2649503,0.6523916,5.5479727,53.471146,0.89095455,-17.484426,2.1666667,1.1666666,1.8571428,0.53846157,5.5479727,1.8,2.7,1,0.9837
6,ITALY - SERIE C,2024-05-14,15:30,Perugia,Carrarese,2.25,2.92,3.3,2.2,1.52,1.88,1.72,2.2727273,0.9620914,0.4233202,0.34160173,0.26898193,0.7874138,0.49080232,0.21240094,0.4327627,1.6363636,1.06794,0.65263003,0.36363637,0.64282435,1.767767,1.2727273,1.1354542,0.8921426,0.5909521,0.09190399,1.1136578,2.5289257,0.69102,0.3966942,0.58925563,1.3636364,1.06794,0.78315604,0.34872022,0.3989919,1.1441605,0.6142684,0.18095008,0.29457816,1.0,1.0444659,1.0444659,1.0,1.2060454,1.2060454,0.0,1.2060454,1.0,0.4552257,0.10008845,1.0,1.0444659,1.0,1.2060454,0.44444445,0.34246576,0.3030303,0.45454547,0.65789473,0.5319149,0.5813953,1.2977778,1.4666667,0.7705479,1.130137,0.6818182,0.8848485,0.75342464,0.5205479,0.16400287,0.1295938,0.1891892,0.06109325,0.140625,0.6818182,1.130137,0.7705479,1.0227273,1.5,0.75342464,1.1702127,8.47,0.909,2.03,-0.07910272,0.044864226,0.26564345,0.38961038,0.18829966,0.5316327,0.20032862,1.3022288,18.52085,0.9616652,18.778032,1.6363636,1.3535353,1.2089552,0.8271605,1.3022288,0.38,0.67,1,0.7428
7,ITALY - SERIE C,2024-05-14,15:30,Juventus U23,Casertana,2.27,3.0,3.15,2.15,1.55,1.88,1.72,2.0,1.1281521,0.56407607,0.67831004,0.5332676,0.78617096,0.3269827,0.14603996,0.446629,1.7272727,1.0523489,0.6092546,1.0909091,0.9958592,0.91287094,0.6363636,0.88139635,1.3850514,0.38908234,0.09047762,1.0581776,1.8842975,0.9646531,0.892562,1.2171613,1.0,1.0444659,1.0444659,0.24501547,0.3034031,1.2383018,0.67892045,0.13319016,0.19617932,0.6363636,0.7713892,1.212183,0.72727275,0.6165755,0.84779125,-0.09090909,0.8999541,-9.899495,0.3155261,0.0947281,0.6942149,0.70710677,1.1900827,0.3767961,0.44052863,0.33333334,0.31746033,0.4651163,0.6451613,0.5319149,0.5813953,1.3215859,1.3876652,0.75666666,1.05,0.72063494,0.95238096,0.71666664,0.51666665,0.15025572,0.13851993,0.16236162,0.024390243,0.16504854,0.72063494,1.05,0.75666666,1.0558139,1.4651163,0.71666664,1.143617,8.42,1.0,2.173,-0.08669834,0.017814728,0.2695962,0.37410927,0.16773616,0.4707795,0.19130664,1.1531695,20.052082,0.84852815,16.699244,1.6390462,1.3929096,1.1767068,0.8498294,1.1531695,0.15,0.73,1,0.7159
8,SCOTLAND - PREMIERSHIP,2024-05-14,15:45,Partick Thistle,Raith,2.15,3.4,3.4,1.83,2.03,1.67,2.1,1.9090909,1.2398347,0.64943725,0.44945922,0.38411406,0.8546138,0.45187512,0.17429407,0.3857129,1.7272727,1.354515,0.78419286,0.90909094,0.8999541,0.98994946,0.8181818,1.7486713,2.137265,0.5246668,0.12945215,1.1259698,2.355372,0.993311,1.1570247,0.70710677,1.8181819,1.3360853,0.73484695,0.32596424,0.26905876,0.82542413,0.54561985,0.055814035,0.10229473,1.0,0.8528029,0.8528029,0.8181818,0.9359664,1.1439589,0.18181819,1.0285189,5.656854,0.41879258,0.13222696,0.90909094,0.9380832,0.96694213,0.79197156,0.4651163,0.29411766,0.29411766,0.5464481,0.49261084,0.5988024,0.47619048,1.5813954,1.5813954,0.63235295,1.0,0.63235295,1.0,0.5382353,0.59705883,0.22958012,0.22522523,0.22522523,0.0,0.3001912,0.63235295,1.0,0.63235295,1.1748633,1.8579235,0.5382353,1.0958084,8.95,0.091,2.576,-0.1396648,0.0,0.24022347,0.37988827,0.24190654,0.72168785,0.30592936,1.767767,32.005383,0.28284273,-5.710593,1.6894665,1.3474692,1.2538071,0.7975708,1.767767,0.0,1.25,1,0.7447
9,NETHERLANDS - EREDIVISIE,2024-05-14,16:00,De Graafschap,Den Haag,2.2,3.6,3.0,1.53,2.4,1.5,2.5,2.0,1.3483998,0.6741999,0.49620748,0.33468533,0.6744867,0.38681063,0.08836705,0.22845043,2.2727273,1.4200454,0.62482,1.2727273,0.9620914,0.75592893,1.0,1.9540168,1.9540168,0.59913725,0.11938837,1.4359323,6.198347,0.5206833,1.1570247,1.0583005,1.3636364,1.2984415,0.95219046,0.61360615,0.22698617,0.3699216,0.26429072,0.11455182,0.43343112,1.8181819,0.5749596,0.31622776,1.6363636,0.97912085,0.59835166,0.18181819,1.3360853,7.3484693,0.43486518,0.1137549,2.479339,0.42163703,2.3801653,0.6731456,0.45454547,0.2777778,0.33333334,0.6535948,0.41666666,0.6666667,0.4,1.6363636,1.3636364,0.6111111,0.8333333,0.73333335,1.2,0.425,0.6666667,0.20777546,0.2413793,0.15384616,0.09090909,0.40350878,0.73333335,0.8333333,0.6111111,1.4379085,1.9607843,0.425,1.02,8.8,0.636,2.647,-0.1590909,-0.06818182,0.25,0.3409091,0.23944667,0.7023769,0.35090595,1.7204651,34.99202,1.2303658,-23.50904,1.6969697,1.4545455,1.1666666,0.85714287,1.7204651,0.6,1.4,1,0.8246
10,BRAZIL - SERIE B,2024-05-14,19:00,Avai,CRB,2.4,3.0,3.2,2.5,1.5,2.1,1.67,1.6363636,1.2984415,0.793492,0.32232365,0.3242998,1.006131,0.5684505,0.12866272,0.22633934,1.0,1.1281521,1.1281521,1.0,0.9534626,0.9534626,0.0,1.3483998,1.0,0.3819308,0.08518964,0.6909654,1.9090909,0.59093684,1.4545455,0.65550554,1.0,1.0444659,1.0444659,0.375332,0.317342,0.84549683,0.5062627,0.07211951,0.14245473,0.8181818,0.7158189,0.8748898,1.2727273,1.0523489,0.82684547,-0.45454547,1.1570839,-2.5455844,0.29712337,0.13949084,0.74380165,0.7874008,1.6198347,0.82684547,0.41666666,0.33333334,0.3125,0.4,0.6666667,0.47619048,0.5988024,1.25,1.3333334,0.8,1.0666667,0.75,0.9375,0.8333333,0.5,0.12707335,0.11111111,0.14285715,0.032258064,0.09090909,0.75,1.0666667,0.8,0.96,1.28,0.8333333,1.1904762,8.6,0.636,2.343,-0.069767445,0.023255814,0.27906978,0.37209302,0.14523251,0.4163332,0.13917874,1.0198039,16.699244,1.4142135,26.565052,1.5625,1.3541666,1.1538461,0.8666667,1.0198039,0.2,0.6,1,0.6007
