,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-07-19,07:00:00,SOUTH KOREA - K LEAGUE 2,Jeonnam,Suwon Bluewings,3.3,2.14,3.65,24.0,1.2455685
2,2025-07-19,07:00:00,SOUTH KOREA - K LEAGUE 2,Gimpo FC,Ansan Greeners,1.79,5.5,3.35,480.0,1.2456014
3,2025-07-19,07:00:00,SOUTH KOREA - K LEAGUE 2,Seoul E-Land,Seongnam,2.04,3.75,3.55,30.0,1.2456015
4,2025-07-19,07:00:00,SOUTH KOREA - K LEAGUE 1,Pohang,Jeonbuk,3.5,2.36,3.3,9.0,1.2455294
5,2025-07-19,07:00:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Daejeon,2.38,3.25,3.45,12.5,1.2455292
6,2025-07-19,07:00:00,SOUTH KOREA - K LEAGUE 1,Jeju Utd,Anyang,2.36,3.35,3.4,12.0,1.2455293
7,2025-07-19,08:00:00,CHINA - SUPER LEAGUE,Dalian Yingbo,Shandong Taishan,3.2,2.22,3.95,13.0,1.2455735
8,2025-07-19,08:35:00,CHINA - SUPER LEAGUE,Beijing Guoan,Shanghai Shenhua,2.48,3.05,3.55,16.0,1.2455711
9,2025-07-19,08:35:00,CHINA - SUPER LEAGUE,Shenzhen Peng City,Qingdao Hainiu,2.4,3.1,3.6,12.5,1.245571
10,2025-07-19,09:00:00,NORWAY - ELITESERIEN,KFUM Oslo,Brann,2.82,2.72,3.45,11.5,1.2456185
11,2025-07-19,09:00:00,DENMARK - 1ST DIVISION,Hillerod,Middelfart,1.45,7.4,5.0,32.0,1.2455133
12,2025-07-19,09:00:00,DENMARK - 1ST DIVISION,Kolding IF,Aalborg,2.34,3.1,3.7,16.5,1.2455134
13,2025-07-19,09:00:00,CHINA - SUPER LEAGUE,Henan Songshan Longmen,Meizhou Hakka,1.45,7.2,5.3,46.0,1.2455713
14,2025-07-19,09:30:00,POLAND - DIVISION 1,Pogon Grodzisk Mazowiecki,S. Rzeszow,2.22,3.1,3.55,15.0,1.2457279
15,2025-07-19,10:00:00,FINLAND - YKKONEN,EPS,OLS Oulu,5.5,1.54,4.8,29.0,1.2457348
16,2025-07-19,11:00:00,NORWAY - ELITESERIEN,Molde,Stromsgodset,1.44,7.6,5.5,46.0,1.2456125
17,2025-07-19,11:00:00,DENMARK - 1ST DIVISION,Horsens,Aarhus Fremad,1.69,4.6,4.5,55.0,1.245513
18,2025-07-19,11:00:00,FINLAND - YKKONEN,JJK Jyvaskyla,Tampere Utd,2.2,3.1,3.85,42.0,1.2457364
19,2025-07-19,12:00:00,FINLAND - YKKONEN,Keski-Uusimaa,Atlantis,1.74,4.3,4.6,70.0,1.2457349
20,2025-07-19,13:00:00,NORWAY - ELITESERIEN,Viking,Bodo/Glimt,2.94,2.34,4.0,20.0,1.245619
21,2025-07-19,14:30:00,POLAND - DIVISION 1,Tychy,Legnica,3.1,2.38,3.2,25.0,1.2455785
22,2025-07-19,15:00:00,SERBIA - SUPER LIGA,Cukaricki,Napredak,1.8,4.7,3.5,34.0,1.2457032
23,2025-07-19,15:00:00,SERBIA - SUPER LIGA,Crvena zvezda,Javor,1.09,32.0,13.5,170.0,1.2457033
24,2025-07-19,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Academia de Balompie,Aurora,2.22,2.62,3.2,1000.0,1.2457614
25,2025-07-19,16:00:00,BRAZIL - SERIE B,Goias,Cuiaba,2.02,4.8,3.2,24.0,1.2456145
26,2025-07-19,16:00:00,BRAZIL - SERIE A,Fortaleza,Bahia,2.76,3.0,3.2,10.0,1.2456177
27,2025-07-19,16:00:00,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,Nacional Asuncion,2.14,4.3,2.98,32.0,1.2455847
28,2025-07-19,17:15:00,PERU - LIGA 1,ADT Tarma,Cienciano,2.26,3.35,3.55,17.0,1.2456319
29,2025-07-19,17:30:00,BRAZIL - SERIE A,Vasco,Gremio,2.1,4.2,3.3,11.5,1.2456179
30,2025-07-19,18:00:00,VENEZUELA - LIGA FUTVE,Universidad Central,Dep. Tachira,3.35,2.32,3.3,16.0,1.2457373
31,2025-07-19,18:30:00,BOLIVIA - DIVISION PROFESIONAL,Bolivar,Oriente Petrolero,1.21,11.5,8.0,320.0,1.2457519
32,2025-07-19,18:30:00,BRAZIL - SERIE A,Mirassol,Santos,2.62,3.15,3.2,9.6,1.2456181
33,2025-07-19,18:30:00,BRAZIL - SERIE B,Avai,Vila Nova FC,2.22,4.2,3.0,46.0,1.2456146
34,2025-07-19,18:30:00,BRAZIL - SERIE B,Coritiba,Paysandu PA,1.64,7.4,3.6,17.0,1.2455946
35,2025-07-19,19:00:00,VENEZUELA - LIGA FUTVE,Carabobo,Puerto Cabello,2.22,3.2,3.55,24.0,1.2457372
36,2025-07-19,20:00:00,VENEZUELA - LIGA FUTVE,Monagas,Estudiantes Merida,2.22,3.4,3.4,15.5,1.2457376
37,2025-07-19,20:00:00,PERU - LIGA 1,Cusco,Alianza Lima,1.91,4.6,3.6,14.5,1.2456288
38,2025-07-19,20:30:00,BRAZIL - SERIE B,Volta Redonda,Athletico-PR,3.3,2.6,2.82,7.6,1.245617
39,2025-07-19,21:00:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,GV San Jose,1.9,3.8,3.7,22.0,1.245752
40,2025-07-19,21:00:00,BRAZIL - SERIE A,Sao Paulo,Corinthians,2.46,3.75,2.94,9.2,1.2456183
