Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,02/09/2023,07:00,Eastern AA,Kitchee,8.05,5.05,1.32
2,FINLAND - YKKONEN,02/09/2023,10:00,Mikkeli,TPS,2.63,3.4,2.38
3,NORWAY - OBOS-LIGAEN,02/09/2023,10:00,Hodd,Kongsvinger,3.2,3.6,2.15
4,ENGLAND - FA CUP,02/09/2023,11:00,Rugby,Barwell,6.1,4.4,1.44
5,ENGLAND - FA CUP,02/09/2023,11:00,Mildenhall,Sudbury,3.05,3.65,2.05
6,GEORGIA - CRYSTALBET EROVNULI LIGA,02/09/2023,12:00,Shukura,Dinamo Tbilisi,16.0,8.3,1.12
7,QATAR - QSL,02/09/2023,12:15,Al Arabi,Al-Duhail,4.05,3.95,1.72
8,QATAR - QSL,02/09/2023,14:15,Shamal,Al Rayyan,4.2,3.9,1.7
9,AUSTRIA - BUNDESLIGA,02/09/2023,14:30,Altach,Sturm Graz,6.0,4.33,1.53
10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/09/2023,15:00,Al Fateh,Al Ahli SC,5.0,4.0,1.55
11,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/09/2023,15:00,Al Hazem,Al Nassr,19.0,8.0,1.11
12,BRAZIL - SERIE B,02/09/2023,15:30,Avai,Atletico GO,2.77,2.92,2.65
13,ARGENTINA - PRIMERA NACIONAL,02/09/2023,15:30,Club A. Guemes,Estudiantes Rio Cuarto,2.9,2.9,2.63
14,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,02/09/2023,15:45,GOSK Gabela,FK Sarajevo,4.2,3.85,1.7
15,VENEZUELA - LIGA FUTVE,02/09/2023,18:40,Portuguesa,Caracas,2.7,2.9,2.67
