,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,10/02/2024,03:30,AUSTRALIA - A-LEAGUE,Melbourne Victory,Macarthur FC,1.45,4.75,6.5,1.48,2.6,1.62,2.2,H,D,H
2,Lay Away New,10/02/2024,12:00,ENGLAND - LEAGUE ONE,Blackpool,Oxford Utd,1.91,3.6,4.0,1.9,1.95,1.75,2.0,A,D,H
3,Lay Away New,10/02/2024,12:00,SPAIN - PRIMERA RFEF,Ponferradina,Unionistas,1.8,3.2,4.5,2.63,1.44,2.5,1.5,D,H,H
4,Lay Away New,10/02/2024,12:00,ENGLAND - PREMIER LEAGUE,Tottenham,Brighton,1.73,4.33,4.0,1.36,3.1,1.4,2.75,H,A,A
5,Lay Away New,10/02/2024,12:30,NETHERLANDS - EERSTE DIVISIE,Cambuur Leeuwarden,VVV Venlo,1.7,4.0,4.5,1.53,2.4,1.53,2.38,H,H,H
6,Lay Away New,10/02/2024,13:30,POLAND - EKSTRAKLASA,Piast Gliwice,Gornik Zabrze,1.91,3.3,4.2,2.3,1.6,2.05,1.7,H,H,A
7,Lay Away New,10/02/2024,14:00,SWITZERLAND - SUPER LEAGUE,Zurich,Grasshoppers,1.8,3.6,4.5,1.83,2.03,1.73,2.0,D,H,D
8,Lay Away New,10/02/2024,15:00,SPAIN - PRIMERA RFEF,Arenteiro,Cultural Leonesa,3.2,2.9,2.3,2.63,1.44,2.2,1.62,D,H,H
9,Lay Away New,10/02/2024,16:00,POLAND - EKSTRAKLASA,Lech Poznan,Zaglebie Lubin,1.6,3.8,5.5,1.88,1.98,1.91,1.91,H,H,A
10,Lay Away New,10/02/2024,20:05,MEXICO - LIGA MX,Guadalajara,FC Juarez,1.6,4.0,5.5,1.85,2.0,1.91,1.91,H,D,D
11,Lay Away New,10/02/2024,21:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Belgrano,Godoy Cruz,2.7,3.1,2.75,2.7,1.44,2.25,1.57,H,A,H
12,Lay Away New,10/02/2024,22:05,MEXICO - LIGA MX,Cruz Azul,Atletico San Luis,1.65,4.2,4.75,1.67,2.15,1.67,2.1,H,D,D
13,Lay Away New,10/02/2024,22:20,COLOMBIA - PRIMERA A,Ind Medellin,Santa Fe,2.05,3.4,3.75,2.05,1.75,1.83,1.83,A,A,H
