,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 2,03/09/2023,04:00,Gimpo FC,Seoul E-Land,2.2,3.0,3.0,2.5,1.5,2.1,1.67,1.3,1.1874342,0.843,1.5,1.2845232,1.025,0.45454547,0.33333334,0.33333334,0.4,0.6666667,0.15288796,-0.2,2.472,1,0.5061
2,SOUTH KOREA - K LEAGUE 1,03/09/2023,04:30,Ulsan Hyundai,Gwangju FC,1.75,3.6,4.0,1.95,1.9,1.83,1.83,2.1,1.3747727,0.456,1.6,0.9165151,0.717,0.5714286,0.2777778,0.25,0.51282054,0.5263158,0.39688212,0.5,2.291,1,0.5578
3,SOUTH KOREA - K LEAGUE 2,03/09/2023,06:30,Jeonnam,Seongnam,2.15,3.2,2.9,1.8,2.0,1.73,2.0,2.1,1.1357816,0.515,1.3,1.1874342,0.955,0.4651163,0.3125,0.3448276,0.5555556,0.5,0.17550349,0.8,2.323,1,0.5042
4,PORTUGAL - LIGA PORTUGAL 2,03/09/2023,07:00,Torreense,Oliveirense,1.91,3.3,3.8,1.98,1.88,1.8,1.91,2.3,1.1,0.721,1.4,1.356466,0.787,0.5235602,0.3030303,0.2631579,0.5050505,0.5319149,0.31526428,0.9,2.456,1,0.7359
5,POLAND - EKSTRAKLASA,03/09/2023,07:30,Slask Wroclaw,Jagiellonia,2.3,3.5,2.9,2.03,1.83,1.75,2.0,1.2,1.2489996,1.057,0.8,0.8717798,0.961,0.4347826,0.2857143,0.3448276,0.49261084,0.5464481,0.17259397,0.4,2.121,1,0.8999
6,ROMANIA - LIGA 1,03/09/2023,07:30,U. Cluj,Poli Iasi,1.85,3.4,4.0,2.1,1.7,2.0,1.73,1.7,1.3453624,0.598,1.8,1.2489996,1.059,0.5405405,0.29411766,0.25,0.47619048,0.5882353,0.35358223,-0.1,2.594,1,0.8346
7,POLAND - DIVISION 1,03/09/2023,07:40,Zaglebie Sosnowiec,Lechia Gdansk,2.7,3.25,2.45,2.03,1.83,1.8,1.91,1.5,1.2845232,0.651,0.6,0.9165151,1.958,0.37037036,0.30769232,0.40816328,0.49261084,0.5464481,0.11443575,0.9,2.201,1,0.7512
8,SOUTH KOREA - K LEAGUE 2,03/09/2023,08:00,Anyang,Busan,2.3,3.0,2.88,2.15,1.67,1.83,1.83,1.5,1.2845232,0.738,1.7,1.3453624,0.792,0.4347826,0.33333334,0.3472222,0.4651163,0.5988024,0.1207958,-0.2,2.63,1,0.5078
9,SCOTLAND - PREMIERSHIP,03/09/2023,08:00,Rangers,Celtic,2.38,3.75,2.7,1.57,2.38,1.53,2.38,1.6,1.4282857,0.796,2.2,1.2489996,0.617,0.42016807,0.26666668,0.37037036,0.6369427,0.42016807,0.18144569,-0.6,2.677,1,0.5139
10,BELGIUM - JUPILER PRO LEAGUE,03/09/2023,08:30,Gent,Club Brugge KV,2.45,3.5,2.63,1.62,2.25,1.5,2.5,1.9,1.1357816,0.368,1.1,1.3,1.005,0.40816328,0.2857143,0.38022813,0.61728394,0.44444445,0.14633995,0.8,2.436,1,0.6416
