,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/10/2023,10:00,EGYPT - PREMIER LEAGUE,Al Masry,El Gaish,1.7,3.1,5.7,2.32,2.15,1.55,1.08,1.55,1.45,8.8,1.02
2,20/10/2023,13:00,CROATIA - HNL,Rudes,Slaven Belupo,2.3,3.1,2.9,1.95,1.67,2.1,1.05,1.4,1.29,6.5,1.11
3,20/10/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Fateh,Abha,1.55,4.0,5.0,1.5,1.57,2.25,1.02,1.25,1.14,3.75,1.25
4,20/10/2023,15:30,POLAND - DIVISION 1,Wisla,R. Rzeszow,1.4,4.2,6.5,1.57,1.73,2.0,1.03,1.29,1.17,4.33,1.2
5,20/10/2023,15:45,ITALY - SERIE C,Trento,Pro Sesto,1.8,3.25,4.6,2.42,2.25,1.57,1.11,1.57,1.5,7.6,1.05
6,20/10/2023,15:45,ITALY - SERIE C,Picerno,ACR Messina,1.75,3.3,4.9,2.3,2.12,1.65,1.1,1.55,1.44,6.9,1.07
7,20/10/2023,15:45,ITALY - SERIE C,Triestina,L.R. Vicenza,2.72,2.95,2.65,2.42,2.02,1.7,1.11,1.6,1.5,7.5,1.06
8,20/10/2023,16:45,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Tigre,Newells Old Boys,2.4,3.0,3.2,2.88,2.25,1.57,1.11,1.62,1.57,15.0,1.03
9,20/10/2023,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Talleres Cordoba,Arsenal Sarandi,1.45,4.5,6.5,2.05,2.2,1.62,1.05,1.4,1.33,7.0,1.1
10,20/10/2023,20:10,COLOMBIA - PRIMERA A,Jaguares de Cordoba,Dep. Pasto,2.25,3.0,3.6,2.7,2.2,1.62,1.13,1.57,1.53,13.0,1.04
11,20/10/2023,22:06,MEXICO - LIGA MX,Juarez,Pachuca,2.38,3.3,3.0,1.83,1.62,2.2,1.04,1.36,1.25,5.5,1.14
