Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MONGOLIA - PREMIER LEAGUE,16/04/2024,05:15,Deren,Brera Ilch,1.14,7.5,10.1
2,MONGOLIA - PREMIER LEAGUE,16/04/2024,08:15,Khaan Khuns-Erchim,Bavarians,1.21,6.0,9.35
3,INDONESIA - LIGA 1,16/04/2024,09:00,PSM Makassar,PSIS Semarang,1.95,3.3,3.6
4,NIGERIA - NPFL,16/04/2024,11:30,Enyimba,Heartland,1.34,4.15,9.75
5,BAHRAIN - PREMIER LEAGUE,16/04/2024,13:00,Al-Najma,Sitra,2.47,3.4,2.6
6,NIGERIA - NPFL,16/04/2024,13:30,Shooting,Lobi Stars,1.85,3.1,4.4
7,NIGERIA - NPFL,16/04/2024,13:30,Rivers United,Plateau United,1.75,3.35,4.6
8,NIGERIA - NPFL,16/04/2024,13:30,Akwa United,Niger Tornadoes,1.47,3.5,8.25
9,NIGERIA - NPFL,16/04/2024,13:30,Bayelsa United,Katsina Utd,1.72,3.4,4.65
10,SWEDEN - SUPERETTAN,16/04/2024,14:00,Oster,Orebro,1.53,4.0,6.0
11,NORTHERN IRELAND - NIFL PREMIERSHIP,16/04/2024,15:45,Linfield,Coleraine,1.37,4.7,7.2
12,ENGLAND - LEAGUE ONE,16/04/2024,15:45,Bristol Rovers,Cambridge Utd,2.2,3.5,3.2
13,ENGLAND - LEAGUE TWO,16/04/2024,15:45,Mansfield,Accrington,1.33,5.0,9.0
14,ARGENTINA - COPA DE LA LIGA PROFESIONAL,16/04/2024,19:30,Lanus,Estudiantes L.P.,2.55,3.2,2.9
15,ARGENTINA - COPA DE LA LIGA PROFESIONAL,16/04/2024,19:30,Defensa y Justicia,Newells Old Boys,2.4,3.3,2.9
16,COLOMBIA - PRIMERA A,16/04/2024,20:10,Jaguares de Cordoba,Dep. Cali,1.91,3.0,4.33
17,BRAZIL - SERIE A,16/04/2024,21:30,Bahia,Fluminense,2.4,3.2,3.1
18,COSTA RICA - PRIMERA DIVISION,16/04/2024,23:00,Saprissa,Liberia,1.36,5.0,7.0
