,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,10/11/2023,10:00,BULGARIA - PARVA LIGA,Slavia Sofia,Botev Vratsa,1.53,4.2,6.5,2.0,1.8,2.1,1.67,H,H,D
2,Lay Away New,10/11/2023,13:00,ROMANIA - LIGA 2,Arges Pitesti,Unirea Slobozia,2.2,3.05,3.45,2.6,1.5,2.12,1.65,H,D,H
3,Lay Away New,10/11/2023,14:15,MOROCCO - BOTOLA PRO,Moghreb Tetouan,Mouloudia Oujda,1.8,3.2,4.0,2.25,1.62,2.0,1.73,D,D,H
4,Lay Away New,10/11/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad (EGY),Abha,1.29,6.0,7.5,1.44,2.63,1.83,1.83,D,H,A
5,Lay Away New,10/11/2023,16:00,NETHERLANDS - EERSTE DIVISIE,Willem II,Jong FC Utrecht,1.4,5.25,7.0,1.5,2.5,1.73,2.0,D,D,H
6,Lay Away New,10/11/2023,16:00,NETHERLANDS - EERSTE DIVISIE,SC Telstar,De Graafschap,3.6,3.8,1.95,1.57,2.35,1.53,2.38,D,D,H
7,Lay Away New,10/11/2023,16:00,NETHERLANDS - EERSTE DIVISIE,FC Oss,MVV Maastricht,2.7,3.5,2.55,1.62,2.25,1.53,2.38,D,D,H
8,Lay Away New,10/11/2023,16:00,NETHERLANDS - EERSTE DIVISIE,FC Dordrecht,Jong PSV Eindhoven,1.62,4.33,4.75,1.44,2.7,1.5,2.5,D,D,H
9,Lay Away New,10/11/2023,16:30,URUGUAY - PRIMERA DIVISION,Liverpool Montevideo,Cerro Largo FC,1.57,4.0,5.5,1.98,1.88,2.0,1.73,A,A,H
10,Lay Away New,10/11/2023,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Central Cordoba (SdE),Estudiantes,3.1,3.2,2.45,2.4,1.53,2.1,1.67,H,D,H
11,Lay Away New,10/11/2023,21:30,URUGUAY - PRIMERA DIVISION,Defensor Sporting,Racing Club (Uru),1.73,3.4,5.0,2.05,1.75,1.91,1.8,A,A,H
