Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BANGLADESH - PREMIER LEAGUE,30/12/2023,05:30,Bashundara Kings,Chittagong Abahani,1.3,5.25,7.65
2,CAMEROON - ELITE ONE,30/12/2023,09:30,UMS de Loum,Yong Sports Academy,2.15,2.87,3.4
3,CAMEROON - ELITE ONE,30/12/2023,09:30,Fauve Azur Elite,APEJES Academy,1.62,3.35,5.2
4,CAMEROON - ELITE ONE,30/12/2023,11:00,Aigle Royal,Union Douala,2.12,3.0,3.25
5,CAMEROON - ELITE ONE,30/12/2023,11:00,Cotonsport,Avion Academy,1.5,3.45,6.7
6,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/12/2023,12:00,Al Fateh,Al Akhdoud,1.83,3.6,3.75
7,SCOTLAND - PREMIERSHIP,30/12/2023,12:00,Kilmarnock,Dundee FC,1.83,3.6,4.5
8,SCOTLAND - CHAMPIONSHIP,30/12/2023,12:00,Inverness,Morton,2.1,3.4,2.88
9,SCOTLAND - CHAMPIONSHIP,30/12/2023,12:00,Raith,Arbroath,1.4,4.2,6.0
10,IVORY COAST - LIGUE 1,30/12/2023,12:30,ASEC Mimosas,Stade d'Abidjan,1.82,3.2,4.1
11,SENEGAL - LIGUE 1,30/12/2023,13:30,Jaraaf,Mbour,1.82,3.0,4.46
12,SENEGAL - LIGUE 1,30/12/2023,13:30,Diambars,Linguere,2.35,3.02,2.98
13,EGYPT - PREMIER LEAGUE,30/12/2023,14:00,Enppi,Baladiyat El Mahalla,1.9,3.1,4.2
14,PORTUGAL - LIGA PORTUGAL 2,30/12/2023,15:00,Leiria,Feirense,1.73,3.6,4.33
