Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA DE EXPANSION MX,22/09/2023,00:00,Atlante,Venados,1.53,3.9,5.8
2,CHINA - SUPER LEAGUE,22/09/2023,08:35,Shanghai Shenhua,Cangzhou,1.75,3.75,4.5
3,BULGARIA - PARVA LIGA,22/09/2023,09:00,Botev Vratsa,Beroe,2.2,3.25,3.4
4,ALBANIA - SUPERLIGA,22/09/2023,10:00,KF Tirana,Erzeni,1.55,3.35,6.0
5,INDIA - ISL,22/09/2023,11:30,Hyderabad,Goa,2.12,3.3,3.3
6,GHANA - PREMIER LEAGUE,22/09/2023,12:00,Bofoakwa Tano,Real Tamale,1.44,3.75,6.6
7,SLOVAKIA - NIKE LIGA,22/09/2023,12:30,Kosice,Trencin,2.5,3.4,2.67
8,SLOVENIA - PRVA LIGA,22/09/2023,12:30,Domzale,Aluminij,1.7,3.95,4.25
9,CROATIA - HNL,22/09/2023,13:00,Osijek,Varazdin,1.57,4.2,5.75
10,POLAND - EKSTRAKLASA,22/09/2023,13:00,Korona Kielce,Widzew Lodz,2.38,3.3,2.9
11,POLAND - DIVISION 1,22/09/2023,13:00,Podbeskidzie,Leczna,1.85,3.5,4.0
12,SWEDEN - SUPERETTAN,22/09/2023,14:00,Brage,Orebro,2.25,3.3,2.9
13,NETHERLANDS - EREDIVISIE,22/09/2023,15:00,G.A. Eagles,Sittard,2.0,3.8,3.3
14,BELGIUM - CHALLENGER PRO LEAGUE,22/09/2023,15:00,Patro Eisden,Dender,1.91,3.5,3.25
15,IRELAND - PREMIER DIVISION,22/09/2023,15:45,St. Patricks,Dundalk,2.1,3.4,3.4
16,NORTHERN IRELAND - NIFL PREMIERSHIP,22/09/2023,15:45,Glentoran,Coleraine,1.7,3.7,4.6
17,SAN MARINO - CAMPIONATO SAMMARINESE,22/09/2023,16:15,Virtus,Pennarossa,1.47,4.0,5.6
18,COLOMBIA - PRIMERA A,22/09/2023,18:30,Jaguares de Cordoba,Petrolera,2.5,3.0,3.0
19,COLOMBIA - PRIMERA A,22/09/2023,20:40,Once Caldas,La Equidad,2.1,3.25,3.6
20,ECUADOR - LIGA PRO,22/09/2023,21:00,LDU Quito,Orense,1.29,5.0,10.0
21,BRAZIL - SERIE B,22/09/2023,21:30,Atletico GO,Criciuma,1.88,3.15,4.35
