Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,19/11/2023,05:30,Lajong,Gokulam,4.15,3.85,1.7
2,SPAIN - PRIMERA RFEF,19/11/2023,08:00,Teruel,Celta Vigo B,3.3,3.25,2.05
3,IVORY COAST - LIGUE 1,19/11/2023,12:30,Academie de FAD,SO Armee,3.7,3.05,1.95
4,SENEGAL - LIGUE 1,19/11/2023,13:30,US Goree,Jaraaf,2.7,2.55,2.87
5,JAMAICA - PREMIER LEAGUE,19/11/2023,15:00,Lime Hall Academy,Cavalier,5.1,3.6,1.62
