,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,23/09/2023,05:00,Tunari,Csikszereda M. Ciuc,2.8,3.35,2.35
2,ROMANIA - LIGA 2,23/09/2023,05:00,Metaloglobus Bucharest,Ceahlaul,2.35,3.05,3.1
3,ROMANIA - LIGA 2,23/09/2023,05:00,Alexandria,FC Arges,4.5,3.2,1.83
4,ROMANIA - LIGA 2,23/09/2023,05:00,Viitorul Tg. Jiu,Hunedoara,3.7,3.35,1.95
5,HONG KONG - PREMIER LEAGUE,23/09/2023,07:00,Lee Man Warriors,HK U23,1.02,13.0,30.0
6,ESTONIA - MEISTRILIIGA,23/09/2023,08:30,Paide,Parnu JK Vaprus,1.4,4.0,6.7
7,CHINA - SUPER LEAGUE,23/09/2023,08:35,Wuhan Three Towns,Tianjin Jinmen Tiger,1.7,4.2,4.5
8,FINLAND - YKKONEN,23/09/2023,10:00,KPV Kokkola,KaPa,1.95,3.8,3.5
9,ALBANIA - SUPERLIGA,23/09/2023,10:00,Egnatia,Laci,2.15,3.1,3.1
10,UZBEKISTAN - SUPER LEAGUE,23/09/2023,10:00,Andijan,Navbahor Namangan,4.35,2.92,1.93
11,MOLDOVA - SUPER LIGA,23/09/2023,10:00,Floresti,Dacia Buiucani,1.87,3.35,3.65
12,SAN MARINO - CAMPIONATO SAMMARINESE,23/09/2023,10:00,San Giovanni,Tre Fiori,4.65,3.6,1.62
13,NETHERLANDS - TWEEDE DIVISIE,23/09/2023,10:30,Jong Sparta Rotterdam,Scheveningen,2.05,3.8,2.95
14,NORTHERN IRELAND - NIFL CHAMPIONSHIP,23/09/2023,11:00,Annagh,Institute,,,
15,PORTUGAL - TAÇA DE PORTUGAL,23/09/2023,11:00,Tocha,Rebordosa,,,
16,PORTUGAL - TAÇA DE PORTUGAL,23/09/2023,11:00,Ponte,Vilaverdense,,,
17,PORTUGAL - TAÇA DE PORTUGAL,23/09/2023,11:00,O Elvas CAD,Lanheses,,,
18,PORTUGAL - TAÇA DE PORTUGAL,23/09/2023,11:00,Louletano,AVS,9.0,6.0,1.2
19,SPAIN - LALIGA2,23/09/2023,11:15,Levante,Eldense,1.75,3.5,5.25
20,BULGARIA - PARVA LIGA,23/09/2023,11:30,Lok. Plovdiv,Slavia Sofia,1.6,4.0,5.75
21,PORTUGAL - LIGA PORTUGAL,23/09/2023,11:30,Moreirense,SC Farense,2.15,3.3,3.3
22,QATAR - QSL,23/09/2023,12:00,Al Rayyan,Al Arabi,2.65,3.7,2.32
23,SLOVENIA - PRVA LIGA,23/09/2023,12:30,Celje,Radomlje,1.53,4.25,5.3
24,MALTA - PREMIER LEAGUE,23/09/2023,13:00,Floriana,Birkirkara,2.65,3.15,2.52
25,BAHRAIN - PREMIER LEAGUE,23/09/2023,13:00,Al-Hala,Busaiteen,2.57,3.3,2.6
26,SWITZERLAND - CHALLENGE LEAGUE,23/09/2023,13:00,Baden,Stade Nyonnais,3.15,3.75,2.02
27,BULGARIA - PARVA LIGA,23/09/2023,14:00,Levski Sofia,Etar,1.22,5.5,15.0
28,QATAR - QSL,23/09/2023,14:00,Qatar SC,Al-Sadd,5.4,4.45,1.5
29,SPAIN - PRIMERA RFEF,23/09/2023,15:00,Recreativo Huelva,Castellon,2.63,3.0,2.63
30,MOROCCO - BOTOLA PRO,23/09/2023,15:15,IR Tanger,Youssoufia Berrechid,2.25,3.0,3.0
31,ARGENTINA - PRIMERA NACIONAL,23/09/2023,18:00,San Martin T.,Club A. Guemes,1.67,3.6,5.5
32,USA - USL CHAMPIONSHIP,23/09/2023,20:30,Tampa Bay,Memphis,1.85,3.6,3.8
33,BRAZIL - SERIE B,23/09/2023,20:45,Sport Recife,Londrina,1.34,4.2,10.25
34,USA - USL CHAMPIONSHIP,23/09/2023,21:00,Colorado Springs,Sacramento Republic,2.7,3.35,2.42
35,VENEZUELA - LIGA FUTVE,23/09/2023,21:20,Portuguesa,Mineros,1.3,4.8,9.0
36,USA - USL CHAMPIONSHIP,23/09/2023,22:30,El Paso,Phoenix Rising,2.9,3.35,2.3
