,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/12/2023,07:00,VIETNAM - V.LEAGUE 1,Hong Linh Ha Tinh,Nam Dinh,3.85,3.45,1.85,1.95,1.8,1.8,1.02,1.42,1.31,6.4,1.07
2,03/12/2023,07:30,THAILAND - THAI LEAGUE 1,Khonkaen Utd.,Lamphun Warrior,2.65,3.5,2.4,1.7,1.6,2.22,1.04,1.35,1.23,4.5,1.17
3,03/12/2023,07:45,BULGARIA - PARVA LIGA,Pirin Blagoevgrad,Lok. Sofia,2.7,3.1,2.8,2.25,1.83,1.83,1.08,1.5,1.4,10.0,1.06
4,03/12/2023,08:00,SPAIN - PRIMERA RFEF,Melilla,Cordoba,5.25,3.6,1.55,2.2,2.25,1.57,1.07,1.44,1.4,7.5,1.07
5,03/12/2023,09:15,VIETNAM - V.LEAGUE 1,Ho Chi Minh,Viettel,3.95,3.35,1.85,2.18,2.02,1.62,1.05,1.47,1.4,8.4,1.03
6,03/12/2023,10:00,ITALY - SERIE C,Novara,L.R. Vicenza,4.9,3.45,1.7,2.3,2.2,1.6,1.09,1.53,1.44,7.1,1.07
7,03/12/2023,10:00,AZERBAIJAN - PREMIER LEAGUE,Neftci Baku,Zira,2.1,3.05,3.5,2.35,2.05,1.62,1.07,1.55,1.47,9.4,1.01
8,03/12/2023,10:30,ENGLAND - FA CUP,Eastleigh,Reading,3.6,3.5,2.0,1.73,1.62,2.2,1.04,1.33,1.22,5.0,1.17
10,03/12/2023,11:00,CROATIA - HNL,Rudes,Lok. Zagreb,5.25,3.5,1.65,1.83,1.8,1.91,1.05,1.36,1.25,5.5,1.14
9,03/12/2023,11:00,POLAND - DIVISION 1,Podbeskidzie,Motor Lublin,2.45,3.3,2.8,2.15,1.83,1.83,1.07,1.44,1.36,9.0,1.07
11,03/12/2023,13:00,SERBIA - SUPER LIGA,TSC,Radnicki Nis,1.45,4.3,6.3,1.72,1.9,1.8,1.04,1.35,1.24,4.6,1.16
12,03/12/2023,13:00,AUSTRIA - BUNDESLIGA,Austria Vienna,LASK,2.75,3.5,2.5,1.85,1.67,2.1,1.04,1.36,1.25,6.0,1.13
13,03/12/2023,13:30,SENEGAL - LIGUE 1,US Goree,Pikine,2.02,2.65,4.25,3.04,2.51,1.5,1.14,1.65,1.65,10.0,1.02
14,03/12/2023,14:30,ITALY - SERIE C,AlbinoLeffe,Pro Vercelli,2.42,3.05,2.95,2.35,2.0,1.72,1.1,1.57,1.47,7.3,1.06
15,03/12/2023,16:30,URUGUAY - PRIMERA DIVISION,Danubio,La Luz,1.85,3.4,4.2,2.05,1.91,1.8,1.06,1.44,1.33,8.0,1.08
16,03/12/2023,16:45,ITALY - SERIE C,Pro Sesto,Legnago Salus,2.57,2.95,2.82,2.5,2.1,1.65,1.11,1.6,1.52,7.8,1.05
18,03/12/2023,18:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,River Plate,Belgrano,1.62,3.8,5.75,1.95,1.83,1.83,1.05,1.36,1.29,6.5,1.11
17,03/12/2023,18:30,BRAZIL - SERIE A,America MG,Bahia,3.6,3.4,2.1,1.95,1.75,2.0,1.06,1.4,1.29,6.0,1.13
19,03/12/2023,20:00,ECUADOR - LIGA PRO,Emelec,Dep. Cuenca,2.38,3.1,2.75,2.1,1.83,1.83,1.07,1.44,1.36,8.0,1.08
