Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,13/08/2023,08:35,CHINA - SUPER LEAGUE,Shandong Taishan,Cangzhou,1.22,6.0,13.0,1.53,2.05,1.7,1.03,1.25,1.17,4.0,1.22
26,13/08/2023,09:00,INDONESIA - LIGA 1,Borneo,Persikabo 1973,1.45,4.45,6.07,1.59,1.7,2.1,1.02,1.27,1.15,4.1,1.18
25,13/08/2023,09:30,NETHERLANDS - EREDIVISIE,Feyenoord,Sittard,1.17,7.5,17.0,1.33,1.95,1.8,1.01,1.18,1.08,2.75,1.4
24,13/08/2023,11:00,BRAZIL - SERIE A,Atletico-MG,Bahia,1.62,3.75,6.0,1.98,1.95,1.8,1.06,1.4,1.3,6.5,1.11
23,13/08/2023,11:00,BELGIUM - CHALLENGER PRO LEAGUE,Oostende,Lommel SK,1.6,3.8,4.33,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
22,13/08/2023,11:30,RUSSIA - PREMIER LEAGUE,Zenit,Fakel Voronezh,1.36,5.54,9.85,1.81,2.11,1.69,1.01,1.33,1.21,4.95,1.12
21,13/08/2023,11:30,AZERBAIJAN - PREMIER LEAGUE,Qarabag,Turan,1.6,3.98,5.17,1.47,2.19,1.64,1.01,1.25,1.13,3.65,1.22
20,13/08/2023,11:30,SWITZERLAND - SUPER LEAGUE,Lugano,Yverdon,1.4,5.0,7.5,1.53,1.8,1.91,1.03,1.29,1.17,4.0,1.22
19,13/08/2023,12:00,AUSTRIA - BUNDESLIGA,Salzburg,Austria Vienna,1.4,5.0,7.5,1.48,1.67,2.1,1.02,1.25,1.14,3.75,1.25
18,13/08/2023,12:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Asane,1.53,4.5,5.75,1.48,1.57,2.25,1.02,1.25,1.13,3.5,1.29
17,13/08/2023,12:00,NORWAY - OBOS-LIGAEN,Kristiansund,Jerv,1.62,4.33,4.75,1.5,1.57,2.25,1.02,1.25,1.14,3.75,1.25
16,13/08/2023,12:00,BELARUS - VYSSHAYA LIGA,Din. Minsk,Slavia Mozyr,1.46,4.45,6.8,1.81,1.94,1.82,1.01,1.35,1.23,5.25,1.11
15,13/08/2023,12:00,AUSTRIA - BUNDESLIGA,Rapid Vienna,Hartberg,1.55,4.33,5.75,1.57,1.67,2.1,1.03,1.29,1.17,4.0,1.22
14,13/08/2023,12:30,SLOVENIA - PRVA LIGA,Maribor,Bravo,1.66,3.92,5.0,1.9,1.85,1.91,1.01,1.38,1.26,5.75,1.09
13,13/08/2023,12:30,SWEDEN - ALLSVENSKAN,Hacken,Varberg,1.25,6.5,11.0,1.4,1.91,1.91,1.02,1.22,1.11,3.25,1.33
12,13/08/2023,12:45,BULGARIA - PARVA LIGA,Levski Sofia,Botev Vratsa,1.22,7.0,11.0,1.67,2.5,1.5,1.04,1.3,1.2,5.0,1.17
11,13/08/2023,12:45,ITALY - COPPA ITALIA,Salernitana,Ternana,1.45,4.2,8.0,1.67,1.8,1.95,1.04,1.3,1.2,5.0,1.17
10,13/08/2023,14:30,IRELAND - PREMIER DIVISION,Derry City,Drogheda,1.5,4.0,5.25,1.85,1.95,1.8,1.04,1.36,1.25,6.0,1.13
9,13/08/2023,15:00,PERU - LIGA 1,Sporting Cristal,Deportivo Garcilaso,1.29,6.0,9.0,1.62,2.1,1.67,1.03,1.3,1.2,4.5,1.18
8,13/08/2023,15:00,ECUADOR - LIGA PRO,Ind. del Valle,Cumbaya,1.29,5.5,12.0,1.73,2.25,1.57,1.04,1.33,1.22,5.5,1.14
7,13/08/2023,15:00,POLAND - EKSTRAKLASA,Lech Poznan,Jagiellonia,1.3,5.75,8.5,1.62,2.0,1.75,1.03,1.29,1.18,4.5,1.18
6,13/08/2023,15:30,ROMANIA - LIGA 1,FC Rapid Bucuresti,Petrolul,1.57,3.6,5.5,2.0,1.91,1.8,1.05,1.4,1.29,7.0,1.1
5,13/08/2023,16:00,BRAZIL - SERIE A,Corinthians,Coritiba,1.75,3.6,5.0,2.38,2.2,1.62,1.08,1.5,1.44,10.0,1.06
4,13/08/2023,16:15,ICELAND - BESTA DEILD KARLA,Vikingur Reykjavik,Kopavogur,1.34,5.6,7.7,1.36,1.64,2.2,1.02,1.21,1.08,3.02,1.32
3,13/08/2023,18:30,BRAZIL - SERIE A,Flamengo RJ,Sao Paulo,1.65,3.6,5.75,2.1,2.1,1.67,1.07,1.44,1.36,8.0,1.08
2,13/08/2023,18:30,BRAZIL - SERIE A,Fortaleza,Santos,1.65,3.6,6.0,2.2,2.1,1.67,1.08,1.5,1.4,9.0,1.07
27,13/08/2023,18:30,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Santa Cruz,1.18,5.5,11.0,1.53,2.2,1.62,1.03,1.29,1.17,4.0,1.22
28,13/08/2023,22:20,COLOMBIA - PRIMERA A,Atl. Nacional,Bucaramanga,1.7,3.5,5.5,2.0,1.83,1.83,1.06,1.4,1.29,7.0,1.1
