Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,FIJI - PREMIER LEAGUE,13/09/2023,00:00,Rewa,Tailevu Naitasiri,1.37,4.55,6.2
2,ALBANIA - SUPERLIGA,13/09/2023,11:00,Egnatia,Erzeni,1.78,3.25,4.2
3,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,13/09/2023,13:30,Zrinjski,Posusje,1.22,5.8,10.25
4,ALBANIA - SUPERLIGA,13/09/2023,14:00,Dinamo Tirana,Kukesi,2.32,3.0,2.9
5,COLOMBIA - PRIMERA A,13/09/2023,18:00,Pereira,Dep. Pasto,1.85,3.3,4.75
6,COSTA RICA - PRIMERA DIVISION,13/09/2023,18:00,Grecia,Guanacasteca,2.5,3.2,2.7
7,COLOMBIA - PRIMERA A,13/09/2023,19:45,Chico,Santa Fe,2.63,3.0,2.75
8,BRAZIL - SERIE A,13/09/2023,21:30,Internacional,Sao Paulo,2.2,3.4,3.25
9,COSTA RICA - PRIMERA DIVISION,13/09/2023,22:00,Puntarenas FC,Liberia,1.75,3.6,4.0
10,COLOMBIA - PRIMERA A,13/09/2023,22:20,Atl. Nacional,La Equidad,1.75,3.75,4.0
