League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
South Korean K League 1,2024-03-01,02:00:00,Ulsan Hyundai Horang-i,Pohang Steelers,1.91,4.5,3.75,3.2,1.41,1.46,2.98,1.12,8.2,12.5,1.07,4.0,1.31,2.0,1.94,1.14,7.2,1.81,2.1,13.0,15.0,28.0,10.5,8.4,7.6,16.0,10.0,10.5,9.0,17.0,10.0,18.0,17.5,27.0,10.5,6.0,9.8,11.0,0.5235602,0.26666668,0.22222222,0.5154639,0.5,0.5524862,0.47619048,1.9633508,2.356021,0.5093333,1.2,0.42444444,0.8333333,0.5173333,0.53333336,0.39356524,0.32508835,0.40405616,0.09090909,0.31810194,0.42444444,1.2,0.5093333,0.9845361,2.3195877,0.5173333,1.0718232,10.16,-0.18110237,0.0738189,0.18799213,0.44291338,0.39350757,1.332679,0.43193766,3.2643836,42.614056,0.084852815,-1.718358,3.2643836,0.75,1.84,1,1.0
South Korean K League 2,2024-03-01,02:00:00,FC Anyang,Seongnam FC,2.04,3.7,3.6,3.05,1.41,1.45,2.9,1.11,8.2,2.0,1.07,3.75,1.31,1.96,1.97,1.13,6.8,1.82,2.08,5.4,13.0,6.4,7.6,8.8,7.4,5.9,7.2,11.5,9.6,6.2,7.4,6.4,6.2,7.0,7.8,5.6,7.2,8.4,0.49019608,0.2777778,0.27027026,0.5076142,0.5102041,0.5494506,0.48076922,1.7647059,1.8137255,0.56666666,1.0277778,0.55135137,0.972973,0.5472222,0.54444444,0.29458553,0.27659574,0.2891986,0.01369863,0.29263914,0.55135137,1.0277778,0.56666666,1.035533,1.8781726,0.5472222,1.0824176,9.34,-0.16702355,0.010706638,0.21841542,0.3961456,0.29899713,0.93087775,0.33635637,2.2801754,37.95423,0.014142135,0.28647652,2.2801754,0.1,1.56,1,1.0
South Korean K League 2,2024-03-01,02:00:00,Ansan Greeners FC,Gyeongnam,4.1,1.92,3.65,3.3,1.4,1.48,2.9,1.12,8.0,4.0,1.06,3.95,1.3,2.0,1.92,1.14,6.6,1.83,2.12,11.5,8.2,9.8,17.0,12.5,7.6,8.6,17.0,6.2,14.5,15.0,6.0,6.6,6.4,6.4,6.8,6.4,4.8,7.2,0.24390244,0.2739726,0.5208333,0.5208333,0.5,0.5464481,0.4716981,0.8902439,0.46829268,1.1232877,0.5260274,2.1354167,1.9010416,0.5260274,0.5479452,0.35833263,0.058064517,0.36212623,0.31059247,0.31059247,2.1354167,0.5260274,1.1232877,2.1354167,1.0,0.5260274,1.0491803,9.67,0.04653568,-0.17890383,0.42399174,0.19855222,0.35706118,1.1509272,0.3946756,2.8191843,-12.680384,0.11313708,-2.29061,2.8191843,1.73,0.45,1,1.0
South Korean K League 1,2024-03-01,04:30:00,Jeonbuk Motors,Daejeon Citizen,1.85,4.6,3.85,3.0,1.39,1.46,2.74,1.11,7.2,12.5,1.07,4.0,1.3,1.96,1.9,1.12,4.3,1.83,2.1,12.0,16.0,28.0,8.2,7.8,7.4,16.5,8.6,9.6,9.2,16.0,8.6,16.5,17.0,28.0,8.2,5.2,7.8,8.8,0.5405405,0.25974026,0.2173913,0.5263158,0.5102041,0.5464481,0.47619048,2.0810812,2.4864864,0.48051947,1.1948051,0.4021739,0.8369565,0.4935065,0.5090909,0.4227245,0.3508772,0.42635658,0.088757396,0.33913043,0.4021739,1.1948051,0.48051947,0.9736842,2.4210527,0.4935065,1.0382514,10.3,-0.19417475,0.07281554,0.17961165,0.44660193,0.41404665,1.4215602,0.4560796,3.4820971,45.0,0.084852815,-1.718358,3.4820971,0.75,2.0,1,1.0
Australian A-League Men,2024-03-01,05:45:00,Macarthur FC,Melbourne City,3.0,2.22,4.3,4.4,1.21,1.76,2.1,1.19,4.1,26.0,1.03,7.6,1.13,3.1,1.4,1.35,3.2,1.44,3.05,28.0,18.0,19.0,28.0,22.0,10.5,11.0,18.0,25.0,13.0,13.0,21.0,42.0,24.0,25.0,34.0,11.5,7.8,17.5,0.33333334,0.23255815,0.45045045,0.71428573,0.32258064,0.6944444,0.32786885,1.4333333,0.74,0.6976744,0.51627904,1.3513514,1.936937,0.3255814,0.7209302,0.26281762,0.1780822,0.14942528,0.3190184,0.50877196,1.3513514,0.51627904,0.6976744,2.142857,1.5857143,0.3255814,0.9722222,9.52,-0.13655463,-0.2184874,0.31512606,0.23319328,0.33112735,1.0507774,0.45194203,2.5738688,33.02387,2.4041631,-40.364536,2.5738688,2.08,1.3,1,1.0
Japanese J League,2024-03-01,07:00:00,Yokohama FM,Fukuoka,1.8,4.6,3.9,2.96,1.37,1.46,2.8,1.11,7.2,14.0,1.06,3.85,1.29,1.98,1.85,1.13,3.1,1.82,2.08,14.0,15.5,32.0,12.0,8.4,8.2,17.0,32.0,10.0,9.2,18.0,32.0,18.0,16.0,29.0,42.0,6.0,50.0,13.0,0.5555556,0.25641027,0.2173913,0.5405405,0.5050505,0.5494506,0.48076922,2.1666667,2.5555556,0.46153846,1.1794872,0.39130434,0.84782606,0.47435898,0.50769234,0.44024822,0.36842105,0.4375,0.08235294,0.35652173,0.39130434,1.1794872,0.46153846,0.972973,2.4864864,0.47435898,1.0164835,10.3,-0.2038835,0.067961164,0.17475729,0.44660193,0.42441735,1.4571662,0.47048154,3.5693138,46.397182,0.18384777,-3.718994,3.5693138,0.7,2.1,1,1.0
Chinese Super League,2024-03-01,08:35:00,Qingdao Youth Island,Henan Songshan Longmen,2.54,2.92,3.25,2.72,1.45,1.36,3.15,1.09,9.2,10.0,1.07,3.15,1.35,1.77,2.02,1.08,3.7,1.8,2.02,9.4,9.8,16.5,7.4,8.6,6.8,11.0,7.0,13.0,9.8,15.5,7.4,7.0,6.8,7.2,8.0,6.6,7.0,8.6,0.39370078,0.30769232,0.34246576,0.4950495,0.56497175,0.5555556,0.4950495,1.2795275,1.1496063,0.7815385,0.8984615,0.86986303,1.1130137,0.62153846,0.5446154,0.101526774,0.12262522,0.06959707,0.053484604,0.23339659,0.86986303,0.8984615,0.7815385,1.2574258,1.4455446,0.62153846,1.1222222,8.71,-0.0815155,-0.037887484,0.29161882,0.33524683,0.122374274,0.3552933,0.19698693,0.8702873,19.544863,0.35355338,7.125016,0.8702873,0.33,0.71,1,1.0
Chinese Super League,2024-03-01,09:00:00,Shanghai Port FC,Wuhan Three Towns,1.57,5.8,4.7,3.8,1.26,1.64,2.14,1.18,4.9,15.0,1.03,2.62,1.13,2.62,1.51,1.28,3.75,1.64,2.4,5.8,5.9,6.4,6.8,10.5,9.8,19.0,6.4,9.6,8.4,15.5,6.4,13.0,11.5,20.0,6.6,3.3,6.2,7.0,0.6369427,0.21276596,0.1724138,0.66225165,0.3816794,0.6097561,0.41666666,2.9936306,3.6942675,0.33404255,1.2340425,0.27068967,0.8103448,0.3212766,0.55744684,0.6167071,0.49920255,0.57394844,0.104761906,0.5136876,0.27068967,1.2340425,0.33404255,1.0397351,3.8410597,0.3212766,0.9207317,12.07,-0.25932062,0.09113505,0.13007456,0.48053023,0.5454887,2.194683,0.6446761,5.3758535,57.422333,1.569777,-29.030275,5.3758535,1.1,3.13,1,1.0
Serbian Super League,2024-03-01,10:00:00,FK Radnicki 1923,FK IMT Novi Beograd,1.84,4.1,3.6,2.94,1.39,1.42,2.84,1.11,8.0,3.5,1.03,3.5,1.3,1.87,1.88,1.05,3.25,1.8,2.0,5.4,2.86,1.88,1.82,2.9,4.3,5.9,1.8,5.0,4.9,6.0,1.5,6.2,2.12,1.85,8.2,2.38,1.85,1.85,0.54347825,0.2777778,0.24390244,0.5319149,0.53475934,0.5555556,0.5,1.9565217,2.2282608,0.51111114,1.1388888,0.44878048,0.8780488,0.5222222,0.51944447,0.37727544,0.32352942,0.38047138,0.064935066,0.3138686,0.44878048,1.1388888,0.51111114,0.9787234,2.180851,0.5222222,1.0444444,9.54,-0.18448637,0.0524109,0.19287212,0.4297694,0.37330103,1.1870973,0.40876824,2.9077826,41.34778,0.014142135,0.28647652,2.9077826,0.5,1.76,1,1.0
Egyptian Premier,2024-03-01,11:00:00,Pharco FC,National Bank,3.15,2.66,3.0,2.18,1.49,1.27,3.6,1.06,11.0,2.62,1.05,2.62,1.51,1.55,2.48,1.05,2.48,2.08,1.81,7.6,7.4,12.0,5.4,8.0,6.4,9.8,5.3,14.0,10.5,16.5,5.4,5.3,5.4,5.4,5.6,5.3,5.2,5.8,0.31746033,0.33333334,0.37593985,0.4032258,0.6451613,0.48076922,0.5524862,0.95238096,0.84444445,1.05,0.88666666,1.1842105,1.1278195,0.82666665,0.51666665,0.07214639,0.024390243,0.084337346,0.06007067,0.09489051,1.1842105,0.88666666,1.05,1.2701613,1.0725807,0.82666665,1.1923077,8.81,0.017026106,-0.03859251,0.35754824,0.30192962,0.08549298,0.2510644,0.108716495,0.6149797,-4.289153,1.3152186,24.938427,0.6149797,0.34,0.15,1,1.0
