,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 1,09/03/2024,04:30,Pohang,Daegu,2.05,3.3,3.6,2.25,1.62,1.91,1.8,2.4,0.9165151,0.54,0.9,1.1357816,1.123,0.4878049,0.3030303,0.2777778,0.44444445,0.61728394,0.26284063,1.5,2.052,1,0.5136
2,CHINA - SUPER LEAGUE,09/03/2024,04:30,Henan Songshan Longmen,Meizhou Hakka,1.6,4.2,5.25,1.73,2.08,1.8,1.95,2.3,1.1,0.734,0.5,0.92195445,0.459,0.625,0.23809524,0.1904762,0.5780347,0.48076922,0.5540757,1.8,2.022,1,0.852
3,AUSTRALIA - A-LEAGUE,09/03/2024,05:00,Melbourne City,Wellington Phoenix,1.91,3.8,3.75,1.67,2.15,1.62,2.2,1.5,1.2845232,0.903,1.9,1.1357816,0.525,0.5235602,0.2631579,0.26666668,0.5988024,0.4651163,0.34726974,-0.4,2.42,1,0.8
4,AUSTRALIA - A-LEAGUE,09/03/2024,07:45,Perth Glory,Newcastle Jets,2.15,3.5,3.3,1.48,2.6,1.4,2.75,1.4,1.356466,0.41,0.9,1.1357816,0.676,0.4651163,0.2857143,0.3030303,0.6756757,0.3846154,0.23000948,0.5,2.492,1,0.6
5,PORTUGAL - LIGA PORTUGAL 2,09/03/2024,08:00,Mafra,Penafiel,2.0,3.2,3.8,2.15,1.67,2.0,1.73,1.2,1.2489996,1.071,0.7,1.1874342,1.556,0.5,0.3125,0.2631579,0.4651163,0.5988024,0.2845516,0.5,2.436,1,0.863
6,CHINA - SUPER LEAGUE,09/03/2024,08:35,Shandong Taishan,Beijing Guoan,1.85,4.0,3.75,1.73,2.08,1.7,2.05,2.5,1.024695,0.602,1.8,1.2489996,0.994,0.5405405,0.25,0.26666668,0.5780347,0.48076922,0.37799868,0.7,2.274,1,0.8275
7,ENGLAND - PREMIER LEAGUE,09/03/2024,09:30,Manchester Utd,Everton,1.85,3.6,4.0,1.67,2.15,1.62,2.2,1.6,1.4282857,1.157,1.0,1.0954452,1.04,0.5405405,0.2777778,0.25,0.5988024,0.4651163,0.3676066,0.6,2.524,1,0.8248
8,PORTUGAL - LIGA PORTUGAL 2,09/03/2024,11:00,Nacional,Academico Viseu,1.91,3.3,3.8,1.98,1.88,1.83,1.83,2.6,0.8,0.427,1.5,1.2845232,0.748,0.5235602,0.3030303,0.2631579,0.5050505,0.5319149,0.31526428,1.1,2.085,1,0.6472
9,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,09/03/2024,11:00,Al Fateh,Al Khaleej,2.1,3.4,3.25,1.83,1.98,1.67,2.1,1.2,1.2489996,1.671,1.0,1.3416408,1.039,0.47619048,0.29411766,0.30769232,0.5464481,0.5050505,0.23047116,0.2,2.591,1,0.6762
10,POLAND - DIVISION 1,09/03/2024,11:00,Motor Lublin,Polonia Warszawa,1.75,3.5,4.75,2.03,1.83,1.83,1.83,1.7,1.3453624,0.577,1.4,1.356466,1.005,0.5714286,0.2857143,0.21052632,0.49261084,0.5464481,0.43684682,0.3,2.702,1,0.8524
11,ENGLAND - LEAGUE TWO,09/03/2024,12:00,Gillingham,Tranmere,2.0,3.5,3.8,2.15,1.67,1.91,1.8,1.3,1.1874342,1.113,1.1,1.3,0.935,0.5,0.2857143,0.2631579,0.4651163,0.5988024,0.3052703,0.2,2.487,1,0.5993
12,ENGLAND - LEAGUE TWO,09/03/2024,12:00,Mansfield,Swindon,1.53,4.2,6.0,1.53,2.4,1.62,2.2,1.8,1.2489996,1.062,0.5,0.92195445,0.78,0.6535948,0.23809524,0.16666667,0.6535948,0.41666666,0.6085675,1.3,2.171,1,0.8994
13,ENGLAND - LEAGUE TWO,09/03/2024,12:00,MK Dons,Salford,1.73,4.0,4.33,1.6,2.3,1.57,2.25,2.3,1.1,0.596,1.1,1.0440307,0.924,0.5780347,0.25,0.23094688,0.625,0.4347826,0.4513333,1.2,2.144,1,0.7914
14,ENGLAND - LEAGUE ONE,09/03/2024,12:00,Oxford Utd,Cheltenham,1.83,3.6,4.2,1.98,1.88,1.91,1.91,1.6,1.2,0.71,1.2,1.2489996,0.673,0.5464481,0.2777778,0.23809524,0.5050505,0.5319149,0.38679582,0.4,2.449,1,0.8129
15,ENGLAND - LEAGUE TWO,09/03/2024,12:00,Barrow,Colchester,1.8,4.0,4.0,1.83,2.03,1.73,2.0,1.8,1.2489996,0.6,0.5,0.92195445,0.955,0.5555556,0.25,0.25,0.5464481,0.49261084,0.4093776,1.3,2.171,1,0.7725
16,ENGLAND - PREMIER LEAGUE,09/03/2024,12:00,Crystal Palace,Luton,1.73,3.8,4.5,1.75,2.05,1.8,1.95,0.9,1.1357816,0.691,1.3,1.1874342,0.698,0.5780347,0.2631579,0.22222222,0.5714286,0.4878049,0.44845307,-0.4,2.323,1,0.8485
17,SCOTLAND - CHAMPIONSHIP,09/03/2024,12:00,Inverness,Airdrieonians,2.15,3.1,3.3,2.1,1.7,1.83,1.83,0.9,1.1357816,1.347,1.0,1.3416408,1.029,0.4651163,0.32258064,0.3030303,0.47619048,0.5882353,0.19869931,-0.1,2.477,1,0.8508
18,SCOTLAND - LEAGUE ONE,09/03/2024,12:00,Cove Rangers,Montrose,1.91,4.0,3.25,1.6,2.3,1.57,2.25,2.0,1.264911,0.485,1.5,1.2845232,0.694,0.5235602,0.25,0.30769232,0.625,0.4347826,0.3266743,0.5,2.549,1,1.0
19,SCOTLAND - CHAMPIONSHIP,09/03/2024,12:00,Raith,Dunfermline,1.8,3.5,4.33,1.85,2.0,1.8,1.91,1.6,1.2,0.641,1.5,1.2845232,0.965,0.5555556,0.2857143,0.23094688,0.5405405,0.5,0.3969886,0.1,2.485,1,0.904
20,MOROCCO - BOTOLA PRO,09/03/2024,12:00,Wydad,Union Touarga,1.45,4.0,6.0,1.98,1.83,2.1,1.67,2.2,1.2489996,0.8,1.1,1.3,0.815,0.6896552,0.25,0.16666667,0.5050505,0.5464481,0.6221525,1.1,2.549,1,0.5272
21,ENGLAND - LEAGUE TWO,09/03/2024,12:00,Stockport County,Newport,1.5,4.5,6.0,1.7,2.1,1.83,1.83,1.7,1.3453624,1.089,1.6,1.4282857,0.964,0.6666667,0.22222222,0.16666667,0.5882353,0.47619048,0.6359498,0.1,2.774,1,0.6463
22,ENGLAND - LEAGUE ONE,09/03/2024,12:00,Barnsley,Lincoln,1.95,3.4,4.0,2.1,1.7,1.95,1.8,2.1,1.1357816,0.54,1.3,1.1874342,0.86,0.51282054,0.29411766,0.25,0.47619048,0.5882353,0.32617715,0.8,2.323,1,0.8787
