,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,17/03/2024,11:00,PORTUGAL - LIGA PORTUGAL 2,Santa Clara,CD Nacional Funchal,1.8,3.4,3.8,2.03,1.83,1.83,1.83,D,A,H
2,Lay Away New,17/03/2024,13:15,ROMANIA - LIGA 1,Hermannstadt,Din. Bucuresti,1.91,3.1,4.0,2.5,1.5,2.2,1.62,D,H,D
3,Lay Away New,17/03/2024,16:00,ROMANIA - LIGA 1,FCSB,ACS Sepsi OSK,1.65,3.5,5.0,1.93,1.93,1.83,1.83,D,H,D
4,Lay Away New,17/03/2024,16:00,COLOMBIA - PRIMERA A,Envigado,Millonarios,4.5,3.25,1.91,2.3,1.6,2.0,1.73,D,D,H
5,Lay Away New,17/03/2024,17:30,ECUADOR - LIGA PRO,Delfin,Tecnico Universitario,1.91,3.3,4.2,2.25,1.62,2.0,1.73,H,A,A
6,Lay Away New,17/03/2024,18:00,COSTA RICA - PRIMERA DIVISION,Sporting San Jose,Alajuelense,3.75,3.4,1.91,1.9,1.9,1.73,2.0,H,H,H
7,Lay Away New,17/03/2024,19:00,COSTA RICA - PRIMERA DIVISION,Cartagines,AD Santos,1.44,4.33,6.5,1.65,2.2,1.83,1.83,H,H,H
8,Lay Away New,17/03/2024,19:30,URUGUAY - PRIMERA DIVISION,CD Nacional Funchal,Progreso,1.65,3.8,4.5,1.75,2.05,1.8,1.91,D,H,D
9,Lay Away New,17/03/2024,22:00,MEXICO - LIGA MX,Atletico San Luis,Pachuca,2.5,3.8,2.5,1.53,2.4,1.44,2.63,D,D,H
10,Lay Away New,17/03/2024,22:00,MEXICO - LIGA MX,Toluca,Pumas UNAM,1.83,3.75,4.2,1.67,2.15,1.62,2.2,D,D,H
