Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,16/12/2023,08:00,VIETNAM - V.LEAGUE 1,Thanh Hoa,Ho Chi Minh,1.5,4.1,5.7,1.83,1.93,1.7,1.01,1.35,1.26,5.6,1.09
29,16/12/2023,09:00,INDONESIA - LIGA 1,Persija Jakarta,PSS Sleman,1.47,4.15,5.9,1.62,1.75,1.87,12.0,1.3,1.21,3.7,1.19
28,16/12/2023,09:30,ENGLAND - CHAMPIONSHIP,Ipswich,Norwich,1.57,4.2,5.75,1.53,1.62,2.2,1.03,1.29,1.17,4.0,1.25
27,16/12/2023,11:00,SLOVENIA - PRVA LIGA,Koper,Radomlje,1.62,3.75,5.0,1.8,1.8,1.9,1.05,1.39,1.26,4.9,1.14
26,16/12/2023,11:30,INDIA - ISL,Mumbai City,East Bengal,1.44,4.5,5.75,1.5,1.67,2.1,1.02,1.25,1.14,3.75,1.25
21,16/12/2023,12:00,ENGLAND - PREMIER LEAGUE,Manchester City,Crystal Palace,1.18,7.5,13.0,1.53,2.2,1.62,1.03,1.25,1.17,4.0,1.25
19,16/12/2023,12:00,SCOTLAND - LEAGUE TWO,Peterhead,Clyde,1.55,3.6,5.0,1.7,1.73,2.0,1.02,1.33,1.2,4.5,1.17
20,16/12/2023,12:00,BELGIUM - CHALLENGER PRO LEAGUE,Patro Eisden,Club Brugge KV U23,1.7,3.75,4.75,1.9,1.8,1.91,1.05,1.36,1.25,6.0,1.13
25,16/12/2023,12:00,SCOTLAND - PREMIERSHIP,Celtic,Hearts,1.25,6.5,10.0,1.44,1.91,1.91,1.02,1.22,1.14,3.5,1.3
22,16/12/2023,12:00,ENGLAND - CHAMPIONSHIP,Leeds,Coventry,1.55,4.2,6.0,1.65,1.73,2.0,1.04,1.3,1.2,4.5,1.2
23,16/12/2023,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Portadown,Ards,1.47,4.1,6.0,1.44,1.52,2.2,1.01,1.22,1.14,3.1,1.27
24,16/12/2023,12:00,ROMANIA - LIGA 1,Univ. Craiova,Poli Iasi,1.45,4.33,7.0,1.88,2.0,1.73,1.05,1.36,1.25,6.0,1.13
18,16/12/2023,12:00,SCOTLAND - LEAGUE ONE,Queen of South,Edinburgh City,1.13,7.0,17.0,1.44,2.25,1.57,1.01,1.22,1.13,3.4,1.3
17,16/12/2023,12:00,SCOTLAND - CHAMPIONSHIP,Inverness,Arbroath,1.53,3.8,5.25,1.88,1.91,1.8,1.05,1.36,1.25,5.5,1.13
30,16/12/2023,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Glentoran,Newry City,1.18,6.1,14.5,1.42,2.02,1.7,1.03,1.23,1.13,3.2,1.3
16,16/12/2023,12:00,ENGLAND - LEAGUE ONE,Derby,Wycombe,1.5,4.2,7.0,1.9,2.0,1.75,1.05,1.36,1.25,6.0,1.13
9,16/12/2023,12:00,ENGLAND - CHAMPIONSHIP,Southampton,Blackburn,1.65,4.0,5.0,1.53,1.57,2.25,1.03,1.29,1.17,4.0,1.25
10,16/12/2023,12:00,ENGLAND - PREMIER LEAGUE,Bournemouth,Luton,1.45,4.75,6.5,1.62,1.8,1.95,1.03,1.3,1.2,4.5,1.2
11,16/12/2023,12:00,ENGLAND - LEAGUE TWO,MK Dons,Forest Green,1.65,4.0,5.25,1.67,1.73,2.0,1.03,1.33,1.2,5.0,1.17
8,16/12/2023,12:00,ENGLAND - LEAGUE ONE,Bolton,Bristol Rovers,1.62,4.2,5.25,1.75,1.8,1.95,1.04,1.33,1.22,5.5,1.14
13,16/12/2023,12:00,ENGLAND - LEAGUE TWO,Wrexham,Colchester,1.4,5.5,6.5,1.48,1.73,2.0,1.02,1.25,1.14,3.75,1.25
14,16/12/2023,12:00,ENGLAND - LEAGUE ONE,Stevenage,Exeter,1.53,4.0,6.5,2.0,2.0,1.75,1.06,1.4,1.3,7.0,1.1
12,16/12/2023,12:00,ENGLAND - LEAGUE TWO,Stockport County,Sutton,1.36,5.0,8.0,1.65,1.91,1.8,1.03,1.3,1.2,4.5,1.18
7,16/12/2023,12:30,PORTUGAL - LIGA PORTUGAL 2,Nacional,Os Belenenses,1.67,3.8,4.75,1.9,1.83,1.83,1.05,1.36,1.29,6.5,1.11
6,16/12/2023,13:30,POLAND - DIVISION 1,Arka Gdynia,Leczna,1.45,4.0,7.0,1.85,2.0,1.73,1.05,1.36,1.25,6.0,1.13
5,16/12/2023,13:30,SLOVENIA - PRVA LIGA,Maribor,Aluminij,1.38,4.5,7.4,1.65,1.88,1.82,1.04,1.33,1.21,4.25,1.19
4,16/12/2023,14:30,ITALY - SERIE C,Mantova,Lumezzane,1.53,3.7,6.3,2.15,2.18,1.6,1.08,1.5,1.38,6.3,1.09
3,16/12/2023,14:30,SERBIA - SUPER LIGA,Partizan,Radnicki 1923,1.29,5.1,9.0,1.65,2.1,1.65,1.04,1.33,1.21,4.25,1.18
2,16/12/2023,15:00,ROMANIA - LIGA 1,FCSB,FC Hermannstadt,1.6,3.6,5.75,2.2,2.2,1.62,1.07,1.44,1.4,9.0,1.07
15,16/12/2023,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Beveren,Genk U23,1.57,4.5,5.0,1.53,1.62,2.2,1.03,1.25,1.17,4.0,1.22
31,16/12/2023,16:30,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Yverdon,1.7,4.0,4.75,1.67,1.67,2.1,1.03,1.33,1.2,5.0,1.17
