Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDONESIA - LIGA 1,29/09/2023,05:00,Barito Putera,RANS Nusantara,1.75,3.65,4.1
2,THAILAND - THAI LEAGUE 1,29/09/2023,08:00,Pathum United,Lamphun Warrior,1.52,4.0,5.9
3,ARMENIA - PREMIER LEAGUE,29/09/2023,10:00,Ararat-Armenia,Ararat Yerevan,1.33,4.35,7.9
4,GEORGIA - CRYSTALBET EROVNULI LIGA,29/09/2023,13:00,Dinamo Tbilisi,Saburtalo Tbilisi,1.8,3.68,3.77
5,AUSTRIA - 2. LIGA,29/09/2023,13:10,Ried,Horn,1.55,4.1,5.2
6,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,29/09/2023,15:00,Al Hilal,Al Shabab,1.25,5.25,8.5
7,ROMANIA - LIGA 1,29/09/2023,15:00,Otelul,Din. Bucuresti,2.25,3.0,3.2
8,POLAND - EKSTRAKLASA,29/09/2023,15:30,Piast Gliwice,Widzew Lodz,1.53,4.0,6.0
9,ITALY - SERIE C,29/09/2023,15:45,Triestina,Mantova,2.18,3.15,3.3
10,IRELAND - PREMIER DIVISION,29/09/2023,15:45,Derry City,UC Dublin,1.07,13.0,26.0
11,ARGENTINA - PRIMERA NACIONAL,29/09/2023,21:00,Quilmes,Tristan Suarez,1.83,3.5,4.33
12,BRAZIL - SERIE B,29/09/2023,21:30,Vitoria,Tombense,1.55,3.55,6.6
13,COLOMBIA - PRIMERA A,29/09/2023,22:10,Deportes Tolima,Chico,1.53,3.8,7.0
