Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,21/10/2023,01:30,SOUTH KOREA - K LEAGUE 2,Cheonan City,Seongnam,4.0,3.5,1.83,2.1,2.0,1.73,1.06,1.44,1.36,8.0,1.08
15,21/10/2023,04:00,HONG KONG - PREMIER LEAGUE,Tai Po,Southern District,3.75,3.65,1.82,1.62,1.6,2.07,1.01,1.3,1.21,4.7,1.15
14,21/10/2023,05:00,ROMANIA - LIGA 2,Progresul Spartac,Metaloglobus Bucharest,4.85,3.5,1.7,2.0,1.91,1.8,1.07,1.45,1.33,5.7,1.1
13,21/10/2023,08:30,ESTONIA - MEISTRILIIGA,Narva,Kalju,3.85,3.45,1.8,1.72,1.67,2.15,1.01,1.4,1.22,5.25,1.11
12,21/10/2023,08:35,CHINA - SUPER LEAGUE,Nantong Zhiyun,Shanghai Shenhua,4.0,3.6,1.91,2.15,2.0,1.75,1.07,1.44,1.36,9.0,1.07
11,21/10/2023,10:00,POLAND - EKSTRAKLASA,Puszcza,Cracovia,3.8,3.4,1.91,2.08,1.95,1.8,1.06,1.44,1.33,8.0,1.08
10,21/10/2023,10:00,NORWAY - OBOS-LIGAEN,Sandnes,Fredrikstad,4.0,3.8,1.85,1.67,1.62,2.2,1.03,1.3,1.2,5.0,1.17
16,21/10/2023,10:00,SLOVENIA - PRVA LIGA,Rogaska,Celje,5.5,3.85,1.57,1.8,1.83,1.88,1.05,1.38,1.26,4.9,1.14
9,21/10/2023,10:30,BULGARIA - PARVA LIGA,Lok. Sofia,CSKA 1948 Sofia,5.5,3.8,1.62,2.1,2.1,1.67,1.06,1.44,1.36,8.0,1.08
7,21/10/2023,11:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Ballymena,Coleraine,4.6,3.95,1.65,1.8,1.82,1.88,1.05,1.37,1.26,5.0,1.14
6,21/10/2023,11:00,ENGLAND - LEAGUE ONE,Shrewsbury,Derby,4.33,3.4,1.85,2.1,1.8,1.95,1.06,1.4,1.3,8.0,1.08
5,21/10/2023,11:00,ENGLAND - CHAMPIONSHIP,Swansea,Leicester,4.33,4.0,1.75,1.75,1.73,2.0,1.04,1.33,1.25,5.5,1.14
4,21/10/2023,12:30,POLAND - EKSTRAKLASA,Slask Wroclaw,Legia,3.8,3.4,1.95,2.03,1.8,1.95,1.06,1.4,1.3,7.0,1.1
3,21/10/2023,13:30,ITALY - SERIE C,Sorrento,Benevento,4.05,3.3,1.9,2.15,1.93,1.78,1.08,1.5,1.38,6.3,1.09
2,21/10/2023,13:30,QATAR - QSL,Umm-Salal,Al Rayyan,3.95,3.65,1.82,1.62,1.57,2.25,1.04,1.33,1.2,4.05,1.2
8,21/10/2023,14:00,SPAIN - PRIMERA RFEF,Sabadell,Dep. La Coruna,4.0,3.2,1.85,2.35,2.2,1.62,1.08,1.53,1.44,8.0,1.06
17,21/10/2023,15:15,SLOVENIA - PRVA LIGA,Domzale,O. Ljubljana,3.7,3.6,1.88,1.65,1.57,2.25,1.04,1.34,1.21,4.2,1.19
