Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/09/2023,09:00,BELARUS - VYSSHAYA LIGA,Shakhtyor Soligorsk,Energetik-BGU,1.68,3.82,5.0,1.95,1.89,1.87,1.02,1.4,1.28,6.15,1.08
16,03/09/2023,10:00,NORWAY - OBOS-LIGAEN,KFUM Oslo,Jerv,1.5,4.75,5.75,1.48,1.57,2.25,1.02,1.25,1.14,3.75,1.25
15,03/09/2023,10:00,ENGLAND - PREMIER LEAGUE,Liverpool,Aston Villa,1.65,4.5,4.5,1.44,1.5,2.5,1.01,1.22,1.13,3.4,1.33
14,03/09/2023,11:00,ICELAND - BESTA DEILD KARLA,Stjarnan,Keflavik,1.34,5.0,7.3,1.38,1.62,2.18,1.02,1.24,1.12,3.0,1.34
13,03/09/2023,11:00,BRAZIL - SERIE A,Gremio,Cuiaba,1.62,3.75,5.75,2.1,2.1,1.67,1.07,1.44,1.36,8.0,1.08
12,03/09/2023,12:00,AUSTRIA - BUNDESLIGA,LASK,A. Lustenau,1.33,5.0,9.0,1.44,1.7,2.05,1.02,1.22,1.13,3.4,1.3
11,03/09/2023,12:00,AUSTRIA - BUNDESLIGA,Salzburg,Rapid Vienna,1.5,4.2,7.0,1.6,1.7,2.05,1.03,1.29,1.17,4.33,1.2
10,03/09/2023,12:30,SLOVAKIA - NIKE LIGA,Trnava,Zilina,1.65,3.85,4.8,1.65,1.65,2.1,1.04,1.35,1.22,4.4,1.19
9,03/09/2023,12:30,SWEDEN - ALLSVENSKAN,Malmo FF,Goteborg,1.4,5.5,6.5,1.6,1.91,1.91,1.03,1.3,1.18,4.33,1.2
8,03/09/2023,13:00,BELARUS - VYSSHAYA LIGA,BATE,Dynamo Brest,1.5,4.35,6.25,1.7,1.8,1.96,1.01,1.32,1.19,4.65,1.14
7,03/09/2023,13:00,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Podbrezova,1.53,4.25,5.4,1.6,1.7,2.05,1.04,1.32,1.2,4.1,1.21
6,03/09/2023,13:30,CROATIA - HNL,Rijeka,Varazdin,1.45,4.33,5.5,1.65,1.8,1.91,1.03,1.3,1.2,4.5,1.18
5,03/09/2023,14:00,PORTUGAL - LIGA PORTUGAL,FC Porto,Arouca,1.25,6.0,10.0,1.57,2.0,1.75,1.03,1.29,1.17,4.0,1.22
4,03/09/2023,15:00,POLAND - EKSTRAKLASA,Rakow,Puszcza,1.25,5.25,12.0,1.7,2.2,1.62,1.03,1.3,1.22,5.0,1.17
3,03/09/2023,15:00,BELGIUM - CHALLENGER PRO LEAGUE,Beveren,St. Liege U23,1.25,5.0,9.5,1.44,1.8,1.91,1.02,1.22,1.13,3.5,1.29
2,03/09/2023,15:15,BULGARIA - PARVA LIGA,Levski Sofia,Hebar,1.36,5.25,8.0,1.8,2.2,1.62,1.04,1.33,1.25,6.0,1.13
17,03/09/2023,18:00,URUGUAY - PRIMERA DIVISION,Nacional,Plaza Colonia,1.33,4.75,7.5,1.75,2.1,1.67,1.04,1.33,1.22,5.5,1.14
18,03/09/2023,19:00,ARGENTINA - PRIMERA NACIONAL,San Martin S.J.,San Telmo,1.53,3.8,7.5,2.35,2.5,1.5,1.1,1.5,1.44,11.0,1.05
