,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-03-09,01:05:00,JAPAN - J2 LEAGUE,Hokkaido Consadole Sapporo,Chiba,3.05,2.32,3.55,14.5,1.2404765
2,2025-03-09,02:00:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Asan,3.95,1.96,3.6,11.0,1.2403191
3,2025-03-09,02:00:00,SOUTH KOREA - K LEAGUE 2,Seoul E-Land,Suwon Bluewings,2.92,2.5,3.3,13.0,1.2404228
4,2025-03-09,02:00:00,SOUTH KOREA - K LEAGUE 1,Ulsan HD,Jeju Utd,1.81,4.9,3.7,19.5,1.2403171
5,2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Toyama,Iwata,3.8,2.14,3.3,10.5,1.2404766
6,2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Montedio Yamagata,Blaublitz,2.24,3.45,3.35,12.0,1.2403157
7,2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Tokushima,Kumamoto,2.16,3.8,3.15,21.0,1.2403157
8,2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Oita Trinita,Mito,2.2,4.0,3.15,17.0,1.2403158
9,2025-03-09,02:00:00,JAPAN - J2 LEAGUE,Kofu,Fujieda MYFC,1.92,4.0,3.4,17.5,1.2403159
10,2025-03-09,03:00:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Auckland FC,3.95,1.94,3.95,15.0,1.240184
11,2025-03-09,04:30:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Pohang,1.54,3.3,1.81,1000.0,1.240266
12,2025-03-09,04:30:00,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Gangwon,2.26,3.7,3.3,12.5,1.240319
13,2025-03-09,04:30:00,SOUTH KOREA - K LEAGUE 2,Seongnam,Incheon,5.0,1.8,3.55,10.0,1.240423
14,2025-03-09,07:30:00,TURKEY - SUPER LIG,Sivasspor,Goztepe,3.8,2.22,3.35,8.4,1.24039
15,2025-03-09,08:00:00,POLAND - DIVISION 1,Polonia Warszawa,Kotwica Kolobrzeg,1.33,10.5,5.6,44.0,1.2403669
16,2025-03-09,08:15:00,NETHERLANDS - EREDIVISIE,Willem II,Utrecht,4.0,2.04,3.65,9.6,1.24004
17,2025-03-09,08:50:00,CROATIA - PRVA NL,Rudes,Zrinski Osjecko,1.47,5.4,2.68,1000.0,1.2405306
18,2025-03-09,09:00:00,ARMENIA - PREMIER LEAGUE,Pyunik Yerevan,Urartu,2.22,3.25,3.25,32.0,1.2406193
19,2025-03-09,09:30:00,GERMANY - 2. BUNDESLIGA,Regensburg,Paderborn,5.3,1.73,4.1,9.4,1.2403295
20,2025-03-09,09:30:00,GERMANY - 2. BUNDESLIGA,Preussen Munster,Nurnberg,2.82,2.74,3.5,12.0,1.2403287
21,2025-03-09,09:30:00,GERMANY - 2. BUNDESLIGA,Hannover,Braunschweig,1.73,5.5,3.85,19.0,1.2403287
22,2025-03-09,10:00:00,SERBIA - PRVA LIGA,Mladost GAT,Dubocica,1.64,6.0,3.05,40.0,1.2406145
23,2025-03-09,10:00:00,DENMARK - 1ST DIVISION,Esbjerg,Hvidovre IF,2.26,3.3,3.65,36.0,1.2406152
24,2025-03-09,10:00:00,DENMARK - 1ST DIVISION,Roskilde,Vendsyssel,3.15,2.28,3.6,14.0,1.2406154
25,2025-03-09,10:00:00,TURKEY - SUPER LIG,Eyupspor,Konyaspor,2.28,3.6,3.35,13.0,1.2403774
26,2025-03-09,10:00:00,SPAIN - LALIGA,Getafe,Atl. Madrid,5.4,1.91,3.4,6.2,1.240023
27,2025-03-09,10:00:00,DENMARK - SUPERLIGA,Aalborg,Midtjylland,4.8,1.73,4.4,12.5,1.2403435
28,2025-03-09,10:00:00,DENMARK - SUPERLIGA,Silkeborg,Lyngby,1.78,5.1,3.9,18.5,1.2403749
