Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,08/03/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Tapatio,Alebrijes Oaxaca,1.57,3.9,5.4,1.78,1.83,1.88,1.05,1.38,1.26,4.85,1.14
2,08/03/2024,05:00,INDONESIA - LIGA 1,Persik Kediri,RANS Nusantara,1.57,3.85,5.2,1.7,1.75,1.87,10.5,1.32,1.23,4.95,1.12
3,08/03/2024,05:00,INDONESIA - LIGA 1,PSM Makassar,PSS Sleman,1.57,3.8,5.3,1.87,1.87,1.75,1.01,1.38,1.27,5.8,1.09
4,08/03/2024,09:00,THAILAND - THAI LEAGUE 1,Prachuap,Police Tero,1.53,4.35,5.0,1.57,1.7,2.05,1.03,1.3,1.18,3.9,1.22
5,08/03/2024,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad,Al Akhdoud,1.45,4.5,5.75,1.57,1.8,1.91,1.03,1.31,1.17,4.33,1.2
6,08/03/2024,14:10,AUSTRIA - 2. LIGA,St. Polten,Kapfenberg,1.47,4.25,6.0,1.72,1.87,1.85,1.04,1.35,1.23,4.55,1.16
7,08/03/2024,14:30,SERBIA - SUPER LIGA,Vojvodina,Vozdovac,1.52,4.0,5.8,1.82,1.91,1.8,1.05,1.39,1.27,5.0,1.14
8,08/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Willem II,Eindhoven FC,1.36,4.5,8.0,1.65,1.83,1.83,1.04,1.33,1.2,4.5,1.18
9,08/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Groningen,Maastricht,1.2,6.5,12.0,1.4,1.83,1.83,1.02,1.24,1.11,3.25,1.33
10,08/03/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Beerschot VA,Lierse K.,1.4,5.0,6.5,1.48,1.67,2.1,1.02,1.26,1.14,3.75,1.25
11,08/03/2024,16:45,IRELAND - PREMIER DIVISION,Derry City,Waterford,1.5,4.0,6.5,2.0,2.05,1.7,1.06,1.44,1.3,7.0,1.1
12,08/03/2024,16:45,IRELAND - PREMIER DIVISION,Galway,Drogheda,1.62,3.8,5.5,1.95,1.95,1.8,1.05,1.42,1.29,6.5,1.11
13,08/03/2024,17:45,PORTUGAL - LIGA PORTUGAL 2,Leiria,Oliveirense,1.6,3.75,5.25,1.9,1.83,1.83,1.05,1.4,1.25,6.0,1.13
14,08/03/2024,20:00,DOMINICAN REPUBLIC - LDF,Cibao,Delfines Del Este,1.31,4.45,8.25,1.83,2.27,1.6,1.01,1.36,1.26,5.9,1.1
15,08/03/2024,22:20,COLOMBIA - PRIMERA A,La Equidad,Dep. Cali,1.7,3.4,5.25,2.2,2.1,1.67,1.08,1.5,1.36,9.0,1.07
