,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,21/10/2023,01:30,AUSTRALIA - A-LEAGUE,Macarthur FC,Brisbane Roar,2.55,3.6,2.63,1.62,1.53,2.38,1.03,1.3,1.2,4.5,1.2
2,21/10/2023,10:00,POLAND - EKSTRAKLASA,Puszcza,Cracovia,3.8,3.4,1.91,2.08,1.95,1.8,1.06,1.44,1.33,8.0,1.08
3,21/10/2023,10:00,NORWAY - OBOS-LIGAEN,Sandnes,Fredrikstad,4.0,3.8,1.85,1.67,1.62,2.2,1.03,1.3,1.2,5.0,1.17
4,21/10/2023,10:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,Quick Boys,2.45,3.7,2.45,1.39,1.36,2.67,1.01,1.21,1.11,2.95,1.3
5,21/10/2023,10:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Sutjeska,Jedinstvo,1.32,4.9,7.7,1.55,1.88,1.72,13.0,1.28,1.19,3.7,1.19
11,21/10/2023,11:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Loughgall,Newry City,1.82,3.75,3.8,1.78,1.72,2.0,1.05,1.37,1.25,4.85,1.15
15,21/10/2023,11:00,FINLAND - VEIKKAUSLIIGA,SJK,VPS,2.45,3.5,2.5,1.62,1.53,2.38,1.03,1.3,1.18,4.5,1.18
14,21/10/2023,11:00,ENGLAND - CHAMPIONSHIP,Swansea,Leicester,4.33,4.0,1.75,1.75,1.73,2.0,1.04,1.33,1.25,5.5,1.14
13,21/10/2023,11:00,ENGLAND - LEAGUE TWO,Bradford City,Wrexham,2.8,3.5,2.4,1.85,1.62,2.2,1.04,1.36,1.25,6.0,1.13
12,21/10/2023,11:00,ENGLAND - CHAMPIONSHIP,Blackburn,Cardiff,2.0,3.5,3.6,1.67,1.57,2.25,1.04,1.33,1.22,5.0,1.17
8,21/10/2023,11:00,ENGLAND - PREMIER LEAGUE,Brentford,Burnley,1.83,3.75,4.2,1.96,1.8,1.95,1.05,1.36,1.3,6.0,1.13
7,21/10/2023,11:00,ENGLAND - PREMIER LEAGUE,Manchester City,Brighton,1.4,5.25,6.5,1.4,1.57,2.25,1.02,1.22,1.13,3.4,1.33
6,21/10/2023,11:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Ards,Annagh,2.62,3.45,2.37,1.65,1.53,2.18,1.01,1.31,1.21,3.75,1.19
10,21/10/2023,11:00,SCOTLAND - CHAMPIONSHIP,Partick Thistle,Dundee Utd,2.63,3.4,2.38,1.85,1.67,2.1,1.02,1.36,1.25,5.5,1.13
9,21/10/2023,11:00,SCOTLAND - LEAGUE ONE,Stirling,Falkirk,5.25,4.2,1.5,1.62,1.73,2.0,1.01,1.3,1.17,4.33,1.2
16,21/10/2023,11:15,ITALY - SERIE C,Lumezzane,Giana Erminio,2.12,3.1,3.5,2.4,2.1,1.65,1.1,1.57,1.47,7.5,1.06
17,21/10/2023,11:30,PORTUGAL - TAÇA DE PORTUGAL,Vila Mea,Estrela,23.0,11.0,1.04,1.2,1.85,1.91,55.0,1.11,1.04,2.2,1.62
18,21/10/2023,12:00,AUSTRIA - BUNDESLIGA,Sturm Graz,Hartberg,1.5,4.5,6.0,1.67,1.75,2.0,1.03,1.3,1.2,5.0,1.17
19,21/10/2023,12:30,SWEDEN - ALLSVENSKAN,Sirius,Brommapojkarna,1.8,3.8,4.5,1.53,1.5,2.5,1.03,1.25,1.14,4.0,1.22
20,21/10/2023,13:00,RUSSIA - PREMIER LEAGUE,Baltika,Krasnodar,3.43,3.53,2.27,2.13,1.83,1.93,1.03,1.43,1.31,6.75,1.06
21,21/10/2023,13:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Lausanne,2.9,3.8,2.25,1.67,1.57,2.25,1.03,1.3,1.2,5.0,1.17
22,21/10/2023,13:00,SLOVAKIA - NIKE LIGA,Trencin,Skalica,1.44,4.15,7.4,1.82,1.93,1.78,1.05,1.4,1.26,5.1,1.15
23,21/10/2023,13:00,EGYPT - PREMIER LEAGUE,Zamalek,Smouha,1.65,3.6,4.9,1.8,1.75,1.85,1.01,1.39,1.26,5.55,1.1
24,21/10/2023,13:00,SWITZERLAND - SUPER LEAGUE,Young Boys,Zurich,1.75,4.0,4.33,1.57,1.53,2.38,1.03,1.29,1.17,4.33,1.2
25,21/10/2023,13:30,QATAR - QSL,Umm-Salal,Al Rayyan,3.95,3.65,1.82,1.62,1.57,2.25,1.04,1.33,1.2,4.05,1.2
26,21/10/2023,14:00,SERBIA - SUPER LIGA,Vozdovac,TSC,3.9,3.35,1.9,1.93,1.78,1.93,1.06,1.44,1.31,5.4,1.12
27,21/10/2023,15:00,NETHERLANDS - EREDIVISIE,Nijmegen,Almere City,1.8,3.8,4.0,1.7,1.67,2.1,1.03,1.33,1.22,5.0,1.17
28,21/10/2023,15:00,PORTUGAL - TAÇA DE PORTUGAL,Felgueiras,Arouca,6.0,4.0,1.44,1.53,1.6,2.07,1.01,1.27,1.14,3.4,1.23
29,21/10/2023,15:15,SLOVENIA - PRVA LIGA,Domzale,O. Ljubljana,3.7,3.6,1.88,1.65,1.57,2.25,1.04,1.34,1.21,4.2,1.19
30,21/10/2023,18:00,VENEZUELA - LIGA FUTVE,Caracas,Dep. Tachira,2.77,2.92,2.6,2.2,1.87,1.75,1.06,1.52,1.42,8.8,1.02
