,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,SWEDEN - ALLSVENSKAN,30/10/2023,15:00,Hammarby,Sirius,1.8,3.75,4.33,1.65,2.2,1.62,1.18,2.2,1.8,1.4,1.1,1.5,0.556,0.267,0.231,0.606,0.847,0.414,0.7,-0.1,1,0.6426
2,SWEDEN - SUPERETTAN,30/10/2023,15:00,Sundsvall,Orgryte,2.25,3.2,2.9,1.65,2.2,1.53,1.18,2.38,1.5,1.7,1.1,1.7,0.444,0.312,0.345,0.606,0.847,0.153,0.4,0.0,1,0.7223
3,SWEDEN - ALLSVENSKAN,30/10/2023,15:10,Goteborg,Elfsborg,3.4,3.4,2.15,1.85,2.0,1.67,1.13,2.1,1.8,0.8,1.9,1.0,0.294,0.294,0.465,0.541,0.885,0.23,-0.1,-0.2,1,0.5233
4,ARGENTINA - COPA DE LA LIGA PROFESIONAL,30/10/2023,16:00,Talleres Cordoba,Banfield,2.0,3.3,4.0,2.6,1.48,2.25,1.04,1.57,1.3,0.5,0.6,1.2,0.5,0.303,0.25,0.385,0.962,0.306,0.7,-0.7,1,0.5542
5,USA - MLS,30/10/2023,20:00,Orlando City,Nashville SC,2.0,3.6,3.6,1.83,2.03,1.75,1.13,2.0,2.3,1.0,0.8,1.4,0.5,0.278,0.278,0.546,0.885,0.297,1.5,-0.4,1,0.6831
