Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,26/08/2023,07:30,Resources Capital,Lee Man Warriors,12.9,7.1,1.16
2,BELARUS - VYSSHAYA LIGA,26/08/2023,09:00,Belshina,Isloch,4.28,3.92,1.76
3,GEORGIA - CRYSTALBET EROVNULI LIGA,26/08/2023,10:00,Samtredia,Saburtalo Tbilisi,5.67,4.4,1.48
4,UZBEKISTAN - SUPER LEAGUE,26/08/2023,11:30,Sogdiana,Navbahor Namangan,3.76,3.19,2.04
5,ARMENIA - PREMIER LEAGUE,26/08/2023,13:00,Shirak Gyumri,Urartu,6.58,4.2,1.45
6,PANAMA - LPF,26/08/2023,22:30,Chiriqui,Alianza,3.55,3.14,2.09
