,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,SERBIA - PRVA LIGA,2024-03-26,11:00,Smederevo,Graficar Beograd,2.07,3.0,3.4,2.2,1.98,1.79
2,COSTA RICA - PRIMERA DIVISION,2024-03-26,20:00,Zeledon,Sporting San Jose,2.15,3.3,3.4,1.83,1.67,2.1
3,MEXICO - LIGA DE EXPANSION MX,2024-03-26,22:05,Cancun,Tapatio,1.95,3.35,3.7,1.95,1.78,1.93
