,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,04/11/2023,01:30,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Brisbane Roar,2.6,3.6,2.55,1.67,1.57,2.25,1.04,1.33,1.22,5.0,1.17
2,04/11/2023,03:30,AUSTRALIA - A-LEAGUE,Macarthur FC,Western United,2.5,3.5,2.8,1.53,1.44,2.63,1.03,1.29,1.17,4.0,1.25
3,04/11/2023,04:30,CHINA - SUPER LEAGUE,Changchun Yatai,Wuhan Three Towns,2.9,3.75,2.25,1.53,1.44,2.63,1.03,1.25,1.14,3.75,1.25
4,04/11/2023,05:00,INDONESIA - LIGA 1,Persikabo 1973,RANS Nusantara,2.6,3.25,2.52,1.65,1.5,2.25,1.01,1.31,1.21,4.65,1.14
5,04/11/2023,05:45,AUSTRALIA - A-LEAGUE,Melbourne Victory,Adelaide United,2.15,3.75,3.25,1.57,1.5,2.5,1.03,1.29,1.17,4.33,1.22
6,04/11/2023,06:30,INDIA - I-LEAGUE,Real Kashmir,TRAU FC,2.05,3.4,3.25,1.78,1.62,2.02,1.01,1.36,1.25,5.4,1.1
7,04/11/2023,07:30,GEORGIA - CRYSTALBET EROVNULI LIGA,Shukura,Dila Gori,7.5,4.9,1.29,1.52,1.87,1.89,1.01,1.24,1.14,3.74,1.21
8,04/11/2023,07:45,AUSTRALIA - A-LEAGUE,Perth Glory,Central Coast Mariners,2.9,3.6,2.3,1.57,1.5,2.5,1.03,1.29,1.17,4.33,1.22
9,04/11/2023,08:30,IRAQ - SUPER LEAGUE,Al Naft,Al-Hudod,2.42,2.75,3.0,2.64,2.17,1.66,1.08,1.62,1.53,10.0,1.02
10,04/11/2023,09:00,SWEDEN - SUPERETTAN,Ostersund,Oster,5.5,3.8,1.62,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
11,04/11/2023,09:30,ENGLAND - PREMIER LEAGUE,Fulham,Manchester Utd,3.2,3.6,2.2,1.85,1.62,2.2,1.05,1.33,1.25,5.5,1.14
12,04/11/2023,10:30,AUSTRIA - 2. LIGA,Liefering,Amstetten,1.72,3.85,4.15,1.62,1.62,2.15,1.04,1.33,1.2,4.15,1.19
13,04/11/2023,10:30,ENGLAND - FA CUP,Northampton,Barrow,2.0,3.4,4.0,1.85,1.7,2.05,1.05,1.36,1.25,6.0,1.13
14,04/11/2023,11:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Knockbreda,Ballinamallard,4.65,4.15,1.57,1.45,1.52,2.22,1.01,1.23,1.14,3.2,1.25
15,04/11/2023,11:00,SLOVAKIA - NIKE LIGA,Banska Bystrica,Slovan Bratislava,4.25,3.75,1.75,1.6,1.55,2.3,1.04,1.33,1.19,4.0,1.22
16,04/11/2023,11:30,BELARUS - VYSSHAYA LIGA,Zhodino,FC Gomel,1.92,3.48,3.85,2.0,1.83,1.93,1.02,1.41,1.3,6.5,1.06
23,04/11/2023,12:00,ENGLAND - FA CUP,Marine,Harrogate,4.5,4.33,1.67,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
28,04/11/2023,12:00,ENGLAND - PREMIER LEAGUE,Brentford,West Ham,1.95,3.6,3.75,1.7,1.62,2.2,1.04,1.33,1.22,5.0,1.17
26,04/11/2023,12:00,BELGIUM - CHALLENGER PRO LEAGUE,Anderlecht U23,Lommel SK,3.3,3.4,2.05,1.7,1.57,2.25,1.04,1.33,1.2,5.0,1.17
25,04/11/2023,12:00,ENGLAND - FA CUP,Doncaster,Accrington,2.25,3.5,3.1,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
24,04/11/2023,12:00,ENGLAND - FA CUP,Exeter,Wigan,2.6,3.2,2.8,2.03,1.75,2.0,1.06,1.4,1.29,7.0,1.1
27,04/11/2023,12:00,ENGLAND - FA CUP,Bradford City,Wycombe,3.1,3.4,2.25,1.99,1.7,2.05,1.05,1.4,1.29,6.5,1.11
17,04/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Preston,Coventry,2.8,3.2,2.63,2.15,1.83,1.83,1.08,1.44,1.4,8.0,1.08
21,04/11/2023,12:00,SCOTLAND - LEAGUE ONE,Stirling,Alloa,2.1,3.5,2.8,1.8,1.62,2.2,1.04,1.33,1.25,5.0,1.14
20,04/11/2023,12:00,SCOTLAND - LEAGUE ONE,Edinburgh City,Montrose,3.2,3.8,1.85,1.57,1.57,2.25,1.03,1.29,1.17,4.0,1.22
19,04/11/2023,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Bangor FC,H&W Welders,2.05,3.55,3.15,1.52,1.47,2.35,1.01,1.26,1.14,3.5,1.21
22,04/11/2023,12:00,ENGLAND - FA CUP,Notts Co,Crawley,1.62,3.8,5.5,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
18,04/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Swansea,Sunderland,2.7,3.4,2.63,1.75,1.62,2.2,1.05,1.36,1.25,5.5,1.14
29,04/11/2023,12:30,PORTUGAL - LIGA PORTUGAL,Chaves,Benfica,8.5,5.75,1.29,1.44,1.8,1.95,1.02,1.22,1.13,3.5,1.29
30,04/11/2023,13:00,RUSSIA - PREMIER LEAGUE,Baltika,Zenit,5.91,4.02,1.67,1.92,1.81,1.95,1.01,1.36,1.24,5.55,1.1
31,04/11/2023,13:00,AUSTRIA - BUNDESLIGA,Wolfsberger AC,A. Klagenfurt,2.25,3.5,3.1,1.75,1.62,2.2,1.04,1.33,1.22,5.5,1.14
32,04/11/2023,14:00,SWITZERLAND - SUPER LEAGUE,Winterthur,Young Boys,3.4,3.8,2.0,1.57,1.5,2.5,1.03,1.29,1.17,4.33,1.2
33,04/11/2023,14:15,BELGIUM - JUPILER PRO LEAGUE,Leuven,Westerlo,2.1,3.6,3.25,1.53,1.44,2.63,1.03,1.29,1.14,4.0,1.22
34,04/11/2023,15:30,IRAQ - SUPER LEAGUE,Al Talaba,Naft Missan,1.88,3.15,3.85,2.32,2.12,1.69,1.08,1.53,1.46,9.2,1.03
35,04/11/2023,17:00,URUGUAY - PRIMERA DIVISION,Cerro Largo,Montevideo City,2.7,3.1,2.5,2.15,1.83,1.83,1.07,1.44,1.36,9.0,1.07
