Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,UZBEKISTAN - SUPER LEAGUE,01/11/2023,10:00,OKMK,Turon,1.36,4.6,7.3
2,ITALY - COPPA ITALIA,01/11/2023,11:00,Genoa,Reggiana,1.5,4.2,7.5
3,NIGERIA - NPFL,01/11/2023,12:00,Akwa United,Gombe,1.6,3.05,7.2
4,GHANA - PREMIER LEAGUE,01/11/2023,12:00,Bechem United,Great Olympics,1.47,3.5,6.8
5,SPAIN - COPA DEL REY,01/11/2023,13:00,Ursaria,Cayon,1.8,2.9,4.75
6,ESTONIA - MEISTRILIIGA,01/11/2023,13:00,Levadia,Parnu JK Vaprus,1.2,5.4,10.75
7,ITALY - COPPA ITALIA,01/11/2023,17:00,Udinese,Cagliari,1.91,3.4,4.5
8,BRAZIL - SERIE A,01/11/2023,19:00,Internacional,America MG,1.5,4.5,6.0
9,BRAZIL - SERIE B,01/11/2023,20:00,Atletico GO,Novorizontino,1.95,3.25,3.9
10,USA - MLS,01/11/2023,20:30,Columbus Crew,Atlanta Utd,1.62,4.2,5.0
11,BRAZIL - SERIE A,01/11/2023,21:30,Atletico-MG,Fortaleza,1.73,3.75,4.5
12,MEXICO - LIGA DE EXPANSION MX,01/11/2023,22:05,Cancun,Zacatecas Mineros,2.27,3.4,2.92
