Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA DE EXPANSION MX,24/08/2023,00:05,Cimarrones de Sonora,Alebrijes Oaxaca,1.61,4.05,4.98
2,NORTH MACEDONIA - 1. MFL,24/08/2023,11:30,Brera Strumica,Tikves,1.93,3.32,3.84
3,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,24/08/2023,15:00,Al Ettifaq,Al Khaleej,1.57,4.0,5.0
4,BOLIVIA - DIVISION PROFESIONAL,24/08/2023,16:00,Aurora,Tomayapo,1.39,4.65,8.2
5,COLOMBIA - PRIMERA A,24/08/2023,18:00,Chico,Huila,1.91,3.1,4.75
6,SOUTH AMERICA - COPA SUDAMERICANA,24/08/2023,19:00,America MG (Bra),Fortaleza (Bra),2.6,3.2,2.8
7,MEXICO - LIGA DE EXPANSION MX,24/08/2023,20:05,Tapatio,Tlaxcala,1.56,4.05,5.5
8,COLOMBIA - PRIMERA A,24/08/2023,20:20,Atl. Nacional,Dep. Pasto,1.7,3.6,5.25
9,SOUTH AMERICA - COPA LIBERTADORES,24/08/2023,21:30,Fluminense (Bra),Olimpia Asuncion (Par),1.4,4.2,9.5
10,MEXICO - LIGA DE EXPANSION MX,24/08/2023,22:05,Atl. Morelia,Dorados de Sinaloa,1.38,4.7,7.55
11,COLOMBIA - PRIMERA A,24/08/2023,22:30,Dep. Cali,Millonarios,2.15,3.5,3.3
