Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BANGLADESH - PREMIER LEAGUE,05/04/2024,06:15,Abahani Limited,Fortis,1.7,3.7,4.0
2,CHINA - SUPER LEAGUE,05/04/2024,08:00,Henan Songshan Longmen,Shenzhen Xinpengcheng,1.83,3.6,4.5
3,VIETNAM - V.LEAGUE 1,05/04/2024,09:15,Hai Phong,Thanh Hoa,2.47,3.25,2.67
4,CAMEROON - ELITE ONE,05/04/2024,11:00,UMS de Loum,Fortuna Mfou,1.95,2.9,3.95
5,UZBEKISTAN - SUPER LEAGUE,05/04/2024,11:15,Bunyodkor,Din. Samarkand,2.18,3.45,2.95
6,GHANA - PREMIER LEAGUE,05/04/2024,12:00,Nations FC,Great Olympics,1.65,3.1,5.4
7,BELARUS - VYSSHAYA LIGA,05/04/2024,13:00,FC Minsk,Smorgon,1.64,3.94,5.31
8,POLAND - EKSTRAKLASA,05/04/2024,13:00,Cracovia,LKS Lodz,1.5,4.33,6.5
9,AZERBAIJAN - PREMIER LEAGUE,05/04/2024,13:00,Araz,Kapaz,2.15,3.15,3.25
10,AUSTRIA - 2. LIGA,05/04/2024,13:10,Horn,Lafnitz,2.27,3.6,2.77
11,AUSTRIA - BUNDESLIGA,05/04/2024,14:30,Altach,Tirol,1.8,3.5,4.75
12,SWITZERLAND - CHALLENGE LEAGUE,05/04/2024,15:15,Stade Nyonnais,Baden,1.85,3.8,3.6
13,QATAR - QSL,05/04/2024,15:30,Al Wakra,Al Arabi,2.12,3.65,2.95
14,IRELAND - PREMIER DIVISION,05/04/2024,15:45,Derry City,Dundalk,1.44,4.5,6.5
15,PERU - LIGA 1,05/04/2024,16:30,Grau,Sport Boys,1.53,4.0,5.5
16,COLOMBIA - PRIMERA A,05/04/2024,20:10,Atl. Nacional,Fortaleza,1.67,3.5,6.0
