Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,28/12/2023,05:45,Melbourne City,Brisbane Roar,1.7,4.2,4.5
2,INDIA - ISL,28/12/2023,11:30,Mumbai City,Chennaiyin,1.5,4.5,5.75
3,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,28/12/2023,12:00,Al Ettifaq,Al Hazem,1.6,3.8,4.75
4,NIGERIA - NPFL,28/12/2023,12:00,Rivers United,Bendel,1.57,3.3,6.7
5,NIGERIA - NPFL,28/12/2023,12:00,Plateau United,Sporting Lagos,1.38,4.0,8.75
6,NIGERIA - NPFL,28/12/2023,12:00,Lobi Stars,Niger Tornadoes,1.31,4.25,11.0
7,NIGERIA - NPFL,28/12/2023,12:00,Kano Pillars,Kwara,1.7,3.05,5.8
8,NIGERIA - NPFL,28/12/2023,12:00,Heartland,Remo Stars,2.67,2.7,2.9
9,NIGERIA - NPFL,28/12/2023,12:00,Abia Warriors,Gombe,1.44,3.75,7.9
10,MOROCCO - BOTOLA PRO,28/12/2023,12:00,Raja Casablanca,IR Tanger,1.25,4.33,13.0
11,MOROCCO - BOTOLA PRO,28/12/2023,12:00,FUS Rabat,Youssoufia Berrechid,1.4,3.8,8.5
12,NIGERIA - NPFL,28/12/2023,12:00,Enugu Rangers,Shooting,1.5,3.55,7.3
