Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
30,04/11/2023,12:00,ENGLAND - FA CUP,Bristol Rovers,Whitby,1.18,7.5,13.0,1.36,2.0,1.75,1.01,1.2,1.11,3.25,1.33
31,04/11/2023,12:00,SCOTLAND - CHAMPIONSHIP,Dundee Utd,Inverness,1.36,4.75,6.0,1.7,2.0,1.73,1.03,1.33,1.22,4.5,1.17
32,04/11/2023,12:00,SPAIN - PRIMERA RFEF,Antequera,Granada CF B,1.65,3.4,4.75,2.2,2.2,1.62,1.07,1.5,1.36,7.5,1.07
33,04/11/2023,12:00,ENGLAND - FA CUP,Shrewsbury,Colchester,1.73,3.5,5.25,2.03,1.8,1.95,1.06,1.36,1.29,7.0,1.1
34,04/11/2023,12:00,ENGLAND - FA CUP,Peterborough,Salford,1.5,4.0,7.0,1.67,1.75,2.0,1.04,1.3,1.2,4.5,1.18
19,04/11/2023,12:00,ENGLAND - FA CUP,Oxford Utd,Maidenhead,1.33,5.5,9.0,1.53,1.95,1.8,1.03,1.25,1.17,4.0,1.22
18,04/11/2023,12:00,ENGLAND - FA CUP,Notts Co,Crawley,1.62,3.8,5.5,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
17,04/11/2023,12:00,ENGLAND - FA CUP,Lincoln,Morecambe,1.57,4.2,5.5,1.75,1.8,1.95,1.04,1.33,1.22,5.5,1.14
2,04/11/2023,12:00,ENGLAND - FA CUP,Swindon,Aldershot,1.5,4.5,6.0,1.5,1.67,2.1,1.03,1.25,1.14,3.75,1.25
3,04/11/2023,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Tbilisi,Telavi,1.37,4.55,6.2,1.5,1.75,2.03,1.01,1.23,1.13,3.84,1.2
8,04/11/2023,12:00,ENGLAND - FA CUP,Stockport County,Worksop,1.2,8.0,11.0,1.33,1.95,1.8,1.01,1.2,1.1,3.0,1.36
4,04/11/2023,12:30,IVORY COAST - LIGUE 1,ASEC Mimosas,Korhogo,1.5,3.55,6.1,2.15,2.23,1.62,1.05,1.5,1.36,7.3,1.06
5,04/11/2023,13:00,AUSTRIA - BUNDESLIGA,Austria Vienna,A. Lustenau,1.36,5.0,9.0,1.57,1.8,1.95,1.03,1.29,1.17,4.0,1.22
6,04/11/2023,13:30,SWEDEN - ALLSVENSKAN,Djurgarden,Sirius,1.53,4.33,6.0,1.67,1.8,1.95,1.03,1.3,1.2,5.0,1.17
7,04/11/2023,14:10,CROATIA - HNL,Hajduk Split,Rudes,1.17,8.0,12.0,1.48,2.2,1.62,1.02,1.22,1.14,3.75,1.25
9,04/11/2023,14:15,MOROCCO - BOTOLA PRO,Berkane,Hassania Agadir,1.44,3.75,7.0,2.4,2.75,1.4,1.08,1.53,1.44,11.0,1.05
16,04/11/2023,14:30,SPAIN - LALIGA2,Levante,Mirandes,1.73,3.6,5.0,1.95,1.8,1.91,1.05,1.36,1.29,6.5,1.11
10,04/11/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Nassr,Al Khaleej,1.13,7.0,15.0,1.36,2.2,1.62,19.0,1.2,1.1,3.0,1.36
11,04/11/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Raed,1.57,4.0,5.5,1.65,1.73,2.0,1.01,1.3,1.2,4.33,1.2
12,04/11/2023,16:00,POLAND - EKSTRAKLASA,Lech Poznan,Ruch Chorzow,1.36,4.75,8.0,1.67,1.95,1.8,1.04,1.3,1.2,5.0,1.17
13,04/11/2023,16:15,ROMANIA - LIGA 1,Univ. Craiova,U Craiova 1948,1.57,3.8,5.0,1.83,1.83,1.83,1.04,1.36,1.25,6.0,1.13
14,04/11/2023,16:30,MOROCCO - BOTOLA PRO,FAR Rabat,Youssoufia Berrechid,1.3,4.33,8.0,2.0,2.5,1.5,1.07,1.4,1.3,7.0,1.1
15,04/11/2023,17:30,PORTUGAL - LIGA PORTUGAL,Braga,Portimonense,1.2,6.5,12.0,1.44,1.95,1.8,1.02,1.22,1.13,3.5,1.29
35,04/11/2023,19:55,MEXICO - LIGA MX,U.A.N.L.- Tigres,Atl. San Luis,1.5,4.33,6.5,1.6,1.7,2.05,1.03,1.29,1.17,4.33,1.2
36,04/11/2023,21:30,BRAZIL - SERIE A,Palmeiras,Athletico-PR,1.6,4.0,5.5,2.05,2.05,1.7,1.06,1.4,1.36,7.0,1.1
