,League,Date,Time,Home,Away,Goals_H,Goals_A,Odd_H,Odd_D,Odd_A,Odd_CS_0x1_Lay_x,Lay_0x1,Predictions,Profit,Profit_acu
1,BRAZIL - SERIE B,2024-04-23,21:00:00,Brusque,Mirassol,3.0,1.0,2.96,3.0,2.86,8.6,1,1,0.94,0.94
