Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,16/12/2023,08:00,THAILAND - THAI LEAGUE 1,Khonkaen Utd.,Pathum United,4.55,3.9,1.65,1.57,1.6,2.22,1.04,1.31,1.19,3.85,1.22
2,16/12/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,Lisse,AFC,3.2,3.85,1.93,1.53,1.5,2.25,1.01,1.25,1.15,3.6,1.2
3,16/12/2023,11:00,POLAND - EKSTRAKLASA,Puszcza,Jagiellonia,4.0,3.6,1.85,1.7,1.62,2.2,1.04,1.33,1.2,5.0,1.17
4,16/12/2023,12:00,BELGIUM - JUPILER PRO LEAGUE,Leuven,Cercle Brugge KSV,4.0,4.0,1.8,1.6,1.57,2.25,1.03,1.29,1.18,4.33,1.2
5,16/12/2023,12:00,ENGLAND - LEAGUE ONE,Fleetwood,Peterborough,4.33,4.0,1.73,1.67,1.67,2.1,1.03,1.33,1.2,5.0,1.17
6,16/12/2023,12:00,ENGLAND - LEAGUE ONE,Shrewsbury,Portsmouth,5.0,3.3,1.8,2.08,1.95,1.8,1.07,1.44,1.33,8.0,1.08
7,16/12/2023,12:00,ENGLAND - LEAGUE TWO,Crawley,Mansfield,3.8,3.8,1.91,1.6,1.53,2.38,1.03,1.29,1.17,4.33,1.2
8,16/12/2023,12:00,ENGLAND - LEAGUE TWO,Harrogate,Notts Co,4.33,3.75,1.8,1.6,1.57,2.25,1.03,1.29,1.17,4.33,1.2
9,16/12/2023,12:00,ENGLAND - LEAGUE ONE,Cambridge Utd,Blackpool,4.2,3.6,1.85,2.05,1.91,1.91,1.06,1.4,1.3,7.0,1.1
10,16/12/2023,14:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Young Boys,3.4,4.0,1.95,1.53,1.53,2.38,1.03,1.29,1.17,4.0,1.22
11,16/12/2023,14:30,ITALY - SERIE C,Pro Sesto,Atalanta U23,3.9,3.1,1.98,2.42,2.15,1.62,1.11,1.6,1.5,7.6,1.05
12,16/12/2023,17:30,PORTUGAL - LIGA PORTUGAL,Boavista,Vitoria Guimaraes,3.8,3.5,1.95,1.98,1.8,1.95,1.05,1.4,1.29,6.5,1.11
