Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,28/10/2023,04:00,Asan,Cheonan City,1.8,3.4,4.0
2,ROMANIA - LIGA 2,28/10/2023,05:00,Chindia Targoviste,CSM Resita,1.57,3.8,5.7
3,INDIA - I-LEAGUE,28/10/2023,05:30,Real Kashmir,Rajasthan United,1.85,3.45,3.85
4,PORTUGAL - LIGA PORTUGAL 2,28/10/2023,07:00,Torreense,Pacos Ferreira,1.95,3.3,3.4
5,NORTH MACEDONIA - 1. MFL,28/10/2023,08:00,Sileks,Bregalnica Stip,2.02,3.1,3.65
6,ALBANIA - SUPERLIGA,28/10/2023,09:00,KF Tirana,Dinamo Tirana,1.6,3.95,4.4
7,SERBIA - PRVA LIGA,28/10/2023,09:00,Jedinstvo U.,Radnicki Beograd,1.57,3.65,5.1
8,POLAND - DIVISION 1,28/10/2023,10:00,Lechia Gdansk,S. Rzeszow,1.8,3.6,4.0
9,MONTENEGRO - PRVA CRNOGORSKA LIGA,28/10/2023,11:00,Petrovac,Jezero,2.12,3.1,3.35
10,ENGLAND - PREMIER LEAGUE,28/10/2023,11:00,Arsenal,Sheffield Utd,1.11,9.0,21.0
11,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,28/10/2023,11:00,Borac Banja Luka,Siroki Brijeg,1.42,4.0,7.6
12,ENGLAND - LEAGUE TWO,28/10/2023,11:00,Stockport County,Tranmere,1.33,5.0,10.0
13,INDIA - ISL,28/10/2023,11:30,Mohun Bagan,East Bengal,1.42,4.35,6.8
14,AUSTRIA - BUNDESLIGA,28/10/2023,12:00,Salzburg,Altach,1.25,7.0,10.0
15,SERBIA - PRVA LIGA,28/10/2023,12:00,Macva,Graficar Beograd,2.02,3.15,3.4
16,NIGERIA - NPFL,28/10/2023,12:00,Bendel,Akwa United,1.85,3.2,4.25
17,GHANA - PREMIER LEAGUE,28/10/2023,12:00,Great Olympics,Nations FC,1.7,3.0,5.3
18,CROATIA - HNL,28/10/2023,13:10,Osijek,Istra 1961,1.6,4.0,5.25
19,SENEGAL - LIGUE 1,28/10/2023,13:30,Teungueth,Jamono Fatick,1.83,3.0,4.4
20,ITALY - SERIE C,28/10/2023,13:30,Triestina,Fiorenzuola,1.47,3.95,7.0
21,ITALY - SERIE C,28/10/2023,13:30,Trento,Alessandria,1.88,3.25,4.2
22,PORTUGAL - LIGA PORTUGAL,28/10/2023,14:00,Vitoria Guimaraes,Chaves,1.6,4.0,5.5
23,IRELAND - PREMIER DIVISION,28/10/2023,14:00,Sligo Rovers,Drogheda,1.65,3.6,5.5
24,BELGIUM - CHALLENGER PRO LEAGUE,28/10/2023,15:00,Beveren,Francs Borains,1.6,4.0,4.5
25,SLOVENIA - PRVA LIGA,28/10/2023,15:15,Maribor,Rogaska,1.36,4.8,7.4
26,IRAQ - SUPER LEAGUE,28/10/2023,15:30,Al Talaba,Al Karkh,1.88,2.72,4.75
27,BRAZIL - SERIE B,28/10/2023,15:30,Criciuma,Sampaio Correa,1.62,3.3,6.1
28,SOUTH AMERICA - COPA SUDAMERICANA,28/10/2023,17:00,Fortaleza (Bra),LDU Quito (Ecu),1.95,3.25,4.33
29,PERU - LIGA 1,28/10/2023,17:15,Cesar Vallejo,Cusco,1.8,3.5,3.75
30,ARGENTINA - PRIMERA NACIONAL,28/10/2023,17:30,Chacarita Juniors,Temperley,1.73,3.5,5.5
31,USA - MLS,28/10/2023,18:00,Philadelphia Union,New England Revolution,1.67,4.2,4.75
32,BRAZIL - SERIE B,28/10/2023,19:00,Vila Nova FC,Atletico GO,2.32,3.0,3.15
33,PARAGUAY - PRIMERA DIVISION,28/10/2023,20:30,Guarani,Guairena,1.85,3.5,4.0
34,BRAZIL - SERIE A,28/10/2023,21:00,Atletico-MG,Fluminense,1.67,3.75,5.5
35,ARGENTINA - COPA DE LA LIGA PROFESIONAL,28/10/2023,21:30,Instituto,Velez Sarsfield,2.55,2.9,3.1
36,USA - MLS,28/10/2023,22:00,Los Angeles FC,Vancouver Whitecaps,1.55,4.5,5.5
