,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,INDONESIA - LIGA 1,07/08/2023,05:00,Persita,PSM Makassar,2.53,3.25,2.61,2.05,1.75,1.77,2.0,2.0,1.264911,1.282,1.9,1.1357816,0.808,0.3952569,0.30769232,0.38314176,0.4878049,0.5714286,0.107007094,0.1,2.401,1,0.5025
2,SOUTH KOREA - K LEAGUE 2,07/08/2023,07:30,Ansan Greeners,Cheongju,3.0,3.25,2.15,1.95,1.85,1.73,2.0,0.8,1.1661904,0.668,1.1111112,1.0999439,0.849,0.33333334,0.30769232,0.4651163,0.51282054,0.5405405,0.18704413,-0.311,2.266,1,0.7786
3,ARMENIA - PREMIER LEAGUE,07/08/2023,11:00,West Armenia,Alashkert,7.17,4.45,1.4,1.78,2.01,1.93,1.83,0.0,0.0,0.017,1.9,1.3747727,0.788,0.13947001,0.2247191,0.71428573,0.56179774,0.49751243,0.70454997,-1.9,1.375,1,0.5693
4,NORTH MACEDONIA - 1. MFL,07/08/2023,12:00,Rabotnicki,Shkupi,5.65,3.76,1.57,2.08,1.73,2.05,1.73,1.3,1.4177446,0.829,1.5,1.2845232,0.715,0.17699115,0.26595744,0.6369427,0.48076922,0.5780347,0.5533694,-0.2,2.702,1,0.9351
5,FINLAND - VEIKKAUSLIIGA,07/08/2023,12:00,Lahti,Honka,4.2,3.5,1.85,2.05,1.75,1.95,1.8,1.1,1.3,0.971,1.0,1.0954452,1.235,0.23809524,0.2857143,0.5405405,0.4878049,0.5714286,0.37425938,0.1,2.395,1,0.8642
6,FINLAND - VEIKKAUSLIIGA,07/08/2023,12:00,KTP,Inter Turku,3.3,3.5,2.15,1.88,1.98,1.7,2.05,1.5,1.2845232,1.303,0.8,1.1661904,0.629,0.3030303,0.2857143,0.4651163,0.5319149,0.5050505,0.23000948,0.7,2.451,1,0.8644
7,SLOVENIA - PRVA LIGA,07/08/2023,12:30,Bravo,Celje,2.84,3.34,2.45,2.06,1.76,1.79,1.98,0.9,1.1357816,1.286,2.0,1.264911,0.646,0.35211268,0.2994012,0.40816328,0.4854369,0.5681818,0.12572387,-1.1,2.401,1,0.9064
8,ICELAND - BESTA DEILD KARLA,07/08/2023,13:00,Valur,KA Akureyri,1.5,4.75,5.65,1.41,2.64,1.56,2.36,2.0,1.264911,0.916,1.3,1.4177446,1.139,0.6666667,0.21052632,0.17699115,0.7092199,0.37878788,0.63561267,0.7,2.683,1,0.6219
9,SERBIA - SUPER LIGA,07/08/2023,13:00,Radnik,Sp. Subotica,2.08,3.28,3.53,2.25,1.64,1.92,1.84,2.0,1.264911,0.76,1.0,1.0954452,0.951,0.48076922,0.30487806,0.28328612,0.44444445,0.6097561,0.24822554,1.0,2.36,1,0.6476
10,ARMENIA - PREMIER LEAGUE,07/08/2023,13:00,Urartu,Ararat-Armenia,2.72,3.18,2.48,2.18,1.67,1.84,1.92,2.2,1.2489996,0.804,1.9,1.3747727,0.807,0.36764705,0.3144654,0.4032258,0.4587156,0.5988024,0.10081568,0.3,2.624,1,0.5083
11,SWEDEN - ALLSVENSKAN,07/08/2023,14:00,Norrkoping,Goteborg,2.15,3.3,3.5,1.98,1.88,1.75,2.0,1.4,1.356466,0.889,0.7,0.9,1.122,0.4651163,0.3030303,0.2857143,0.5050505,0.5319149,0.23000948,0.7,2.256,1,0.524
12,POLAND - EKSTRAKLASA,07/08/2023,14:00,Puszcza,Stal Mielec,2.38,3.2,3.0,2.05,1.75,1.8,1.95,1.8,1.2489996,0.881,0.6,0.9165151,1.182,0.42016807,0.3125,0.33333334,0.4878049,0.5714286,0.13122034,1.2,2.166,1,0.5434
13,SWEDEN - ALLSVENSKAN,07/08/2023,14:00,Varberg,Mjallby,2.88,3.2,2.55,2.25,1.62,1.95,1.8,0.6,0.9165151,0.882,1.9,1.3747727,1.021,0.3472222,0.3125,0.39215687,0.44444445,0.61728394,0.093001395,-1.3,2.291,1,0.8839
14,SWEDEN - SUPERETTAN,07/08/2023,14:00,Trelleborg,Orebro,2.2,3.2,3.1,1.95,1.9,1.7,2.05,1.5,1.5,0.891,0.7,0.9,0.928,0.45454547,0.3125,0.32258064,0.51282054,0.5263158,0.17817807,0.8,2.4,1,0.6304
15,PERU - LIGA 1,07/08/2023,15:00,AD Cantolao,Sport Huancayo,4.5,3.5,1.83,2.03,1.83,1.83,1.83,1.1,1.3,0.898,0.9,1.1357816,1.125,0.22222222,0.2857143,0.5464481,0.49261084,0.5464481,0.3991665,0.2,2.436,1,0.8792
16,POLAND - DIVISION 1,07/08/2023,15:00,R. Rzeszow,Podbeskidzie,3.1,3.3,2.1,1.95,1.9,1.73,2.0,1.2,1.2489996,0.646,0.9,0.83066237,0.644,0.32258064,0.3030303,0.47619048,0.51282054,0.5263158,0.21083528,0.3,2.08,1,0.5722
17,SLOVENIA - PRVA LIGA,07/08/2023,15:15,Aluminij,Koper,3.26,3.25,2.07,1.95,1.85,1.8,1.96,0.7,0.9,1.056,1.3,1.1874342,0.603,0.30674848,0.30769232,0.4830918,0.51282054,0.5405405,0.22661962,-0.6,2.087,1,0.9286
18,ROMANIA - LIGA 1,07/08/2023,15:30,FC Voluntari,FC Rapid Bucuresti,3.3,3.25,2.1,2.25,1.62,2.0,1.73,1.6,1.2,0.68,1.2,1.2489996,1.11,0.3030303,0.30769232,0.47619048,0.44444445,0.61728394,0.22233276,0.4,2.449,1,0.8055
19,ARGENTINA - PRIMERA NACIONAL,07/08/2023,15:30,Agropecuario,Temperley,2.0,3.25,4.0,2.7,1.44,2.5,1.5,2.6,0.8,0.8,0.7,0.9,1.059,0.5,0.30769232,0.25,0.37037036,0.6944444,0.3031515,1.9,1.7,1,0.5647
20,ARGENTINA - PRIMERA NACIONAL,07/08/2023,15:30,Flandria,Estudiantes Rio Cuarto,3.0,3.0,2.6,2.88,1.4,2.25,1.57,1.6,1.4282857,0.69,0.9,1.1357816,1.255,0.33333334,0.33333334,0.3846154,0.3472222,0.71428573,0.06898603,0.7,2.564,1,0.7255
21,BRAZIL - SERIE B,07/08/2023,18:00,Juventude,Vila Nova FC,2.33,2.9,3.58,2.64,1.41,2.22,1.63,1.9,1.3747727,0.752,1.1,1.3,1.042,0.42918456,0.3448276,0.2793296,0.37878788,0.7092199,0.17469914,0.8,2.675,1,0.7952
22,ARGENTINA - PRIMERA NACIONAL,07/08/2023,18:00,Aldosivi,CA Estudiantes,2.5,3.1,3.1,2.4,1.53,2.0,1.73,1.4,1.356466,0.725,0.6,0.9165151,0.804,0.4,0.32258064,0.32258064,0.41666666,0.6535948,0.10475656,0.8,2.273,1,0.6568
23,BRAZIL - SERIE B,07/08/2023,20:00,Atletico GO,Tombense,1.72,3.7,4.96,2.13,1.73,2.02,1.75,1.7,1.1,0.853,0.7,1.1874342,1.692,0.5813953,0.27027026,0.2016129,0.46948355,0.5780347,0.47065338,1.0,2.287,1,0.6272
24,BRAZIL - SERIE B,07/08/2023,20:00,Londrina,Vitoria,3.33,2.96,2.41,2.4,1.49,2.06,1.73,1.1,1.3,0.499,1.4,1.356466,0.912,0.3003003,0.33783785,0.41493776,0.41666666,0.67114097,0.13594604,-0.3,2.656,1,0.6562
25,PARAGUAY - PRIMERA DIVISION,07/08/2023,20:00,Tacuary,Ameliano,2.9,3.3,2.15,1.93,1.88,1.73,2.0,1.1,1.3,1.138,1.7,1.3453624,0.848,0.3448276,0.3030303,0.4651163,0.5181347,0.5319149,0.18520355,-0.6,2.645,1,0.7624
26,ARGENTINA - PRIMERA NACIONAL,07/08/2023,21:00,Chaco For Ever,Racing Cordoba,2.3,3.1,3.4,2.7,1.44,2.25,1.57,1.6,1.2,0.96,0.4,0.48989794,0.635,0.4347826,0.32258064,0.29411766,0.37037036,0.6944444,0.17325127,1.2,1.69,1,0.6147
27,ARGENTINA - PRIMERA NACIONAL,07/08/2023,21:10,Gimnasia Mendoza,Almirante Brown,2.3,3.2,3.3,2.6,1.48,2.25,1.57,2.1,1.1357816,0.746,1.4,1.356466,0.754,0.4347826,0.3125,0.3030303,0.3846154,0.6756757,0.17138115,0.7,2.492,1,0.6845
28,COLOMBIA - PRIMERA A,07/08/2023,21:30,Millonarios,Deportes Tolima,1.91,3.2,4.75,2.2,1.65,1.91,1.8,2.4,0.9165151,0.814,0.5,0.5,1.001,0.5235602,0.3125,0.21052632,0.45454547,0.6060606,0.3736618,1.9,1.417,1,0.5938
