,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,14/04/2024,00:10,Monterrey,U.A.N.L.- Tigres,2.1,3.4,3.6,1.93,1.93,1.7,2.05,2.4,0.9165151,0.644,1.4,1.356466,0.792,0.47619048,0.29411766,0.2777778,0.5181347,0.5181347,0.2574094,1.0,2.273,1,0.8504
2,SOUTH KOREA - K LEAGUE 2,14/04/2024,02:00,Jeonnam,Ansan Greeners,1.57,3.6,4.75,1.7,2.1,1.73,2.0,2.3,1.1,0.59,1.4,1.356466,0.568,0.6369427,0.2777778,0.21052632,0.5882353,0.47619048,0.4990577,0.9,2.456,1,0.5198
3,SOUTH KOREA - K LEAGUE 2,14/04/2024,04:30,Suwon Bluewings,Gimpo FC,1.57,3.5,5.25,2.1,1.7,2.1,1.67,1.4,1.356466,1.371,1.0,1.0954452,1.3,0.6369427,0.2857143,0.1904762,0.47619048,0.5882353,0.51744896,0.4,2.452,1,0.5252
4,SOUTH KOREA - K LEAGUE 2,14/04/2024,04:30,Asan,Cheonan City,1.7,3.4,4.2,1.88,1.93,1.8,1.91,1.9,1.3747727,0.901,1.2,1.2489996,0.876,0.5882353,0.29411766,0.23809524,0.5319149,0.5181347,0.4111721,0.7,2.624,1,0.5047
5,SOUTH KOREA - K LEAGUE 1,14/04/2024,04:30,Incheon,Daegu,2.2,3.2,3.2,2.25,1.62,1.91,1.8,2.0,1.264911,0.638,1.0,1.3416408,1.083,0.45454547,0.3125,0.3125,0.44444445,0.61728394,0.18608074,1.0,2.607,1,0.5264
6,SPAIN - PRIMERA RFEF,14/04/2024,07:00,Osasuna B,Sabadell,2.15,2.9,3.25,2.25,1.62,1.91,1.8,1.0,1.0954452,0.831,0.9,1.1357816,0.789,0.4651163,0.3448276,0.30769232,0.44444445,0.61728394,0.1803544,0.1,2.231,1,0.6858
7,SPAIN - PRIMERA RFEF,14/04/2024,07:00,Ceuta,Linares,1.62,3.4,4.75,1.9,1.9,1.83,1.83,2.1,1.1357816,0.906,1.0,1.3416408,1.052,0.61728394,0.29411766,0.21052632,0.5263158,0.5263158,0.46900502,1.1,2.477,1,0.8247
8,SPAIN - PRIMERA RFEF,14/04/2024,07:00,Murcia,Melilla,1.62,3.1,5.75,2.5,1.5,2.5,1.5,1.5,1.2845232,0.78,0.7,1.1874342,1.566,0.61728394,0.32258064,0.17391305,0.4,0.6666667,0.49628177,0.8,2.472,1,0.8074
9,BELGIUM - JUPILER PRO LEAGUE,14/04/2024,08:30,Club Brugge KV,Antwerp,1.73,3.8,4.33,1.7,2.1,1.7,2.05,2.1,1.1357816,0.582,1.4,1.356466,1.122,0.5780347,0.2631579,0.23094688,0.5882353,0.47619048,0.43813252,0.7,2.492,1,0.7702
10,CHINA - SUPER LEAGUE,14/04/2024,08:35,Shanghai Port,Shandong Taishan,1.7,3.75,5.0,1.7,2.1,1.7,2.05,1.8,1.2489996,0.663,1.7,1.1,0.611,0.5882353,0.26666668,0.2,0.5882353,0.47619048,0.4820402,0.1,2.349,1,0.7595
