Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA DE EXPANSION MX,08/03/2024,00:05,Tapatio,Alebrijes Oaxaca,1.57,3.9,5.4
2,INDONESIA - LIGA 1,08/03/2024,05:00,PSM Makassar,PSS Sleman,1.57,3.8,5.3
3,VIETNAM - V.LEAGUE 1,08/03/2024,08:00,Nam Dinh,Thanh Hoa,2.05,3.4,3.25
4,CHINA - SUPER LEAGUE,08/03/2024,09:00,Shanghai Shenhua,Qingdao West Coast,1.25,6.5,9.0
5,VIETNAM - V.LEAGUE 1,08/03/2024,09:15,Hanoi FC,Quang Nam,1.45,4.2,6.0
6,INDIA - I-LEAGUE,08/03/2024,10:30,Inter Kashi,TRAU FC,1.4,4.5,6.4
7,AZERBAIJAN - PREMIER LEAGUE,08/03/2024,12:00,Sabail,Sumqayit,2.3,3.15,2.92
8,NIGERIA - NPFL,08/03/2024,12:00,Bendel,Gombe,1.25,4.35,16.5
9,SERBIA - SUPER LIGA,08/03/2024,14:30,Vojvodina,Vozdovac,1.52,4.0,5.8
10,IRELAND - PREMIER DIVISION,08/03/2024,16:45,St. Patricks,Dundalk,1.85,3.5,4.0
11,PERU - LIGA 1,08/03/2024,17:00,Cajamarca,Comerciantes Unidos,1.75,3.5,4.33
12,DOMINICAN REPUBLIC - LDF,08/03/2024,20:00,Cibao,Delfines Del Este,1.31,4.45,8.25
13,COLOMBIA - PRIMERA A,08/03/2024,20:10,Aguilas,Junior,2.3,3.2,3.2
14,PANAMA - LPF,08/03/2024,22:00,Miguelito,San Francisco,2.15,2.87,3.6
15,COLOMBIA - PRIMERA A,08/03/2024,22:20,La Equidad,Dep. Cali,1.7,3.4,5.25
16,COSTA RICA - PRIMERA DIVISION,08/03/2024,23:00,Liberia,Zeledon,1.62,3.8,5.0
