Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,06/03/2024,07:00,Rajasthan United,Namdhari,2.37,3.4,2.65
2,ITALY - SERIE C,06/03/2024,16:45,Giugliano,Turris,2.07,3.1,3.65
3,ENGLAND - CHAMPIONSHIP,06/03/2024,16:45,Middlesbrough,Norwich,2.3,3.5,3.0
4,ITALY - SERIE C,06/03/2024,16:45,Padova,L.R. Vicenza,1.88,3.15,4.3
5,ARGENTINA - COPA DE LA LIGA PROFESIONAL,06/03/2024,17:00,Argentinos Jrs,Gimnasia L.P.,1.91,3.4,4.2
6,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,19:00,Everton (Chi),Union La Calera (Chi),2.2,3.25,3.5
7,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,19:00,Universitario de Vinto (Bol),Nacional Potosi (Bol),2.3,3.3,3.2
8,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,21:30,Dep. Cuenca (Ecu),Delfin (Ecu),2.05,3.3,3.3
9,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,21:30,Guarani (Par),Sp. Luqueno (Par),2.15,3.4,3.1
10,SOUTH AMERICA - COPA LIBERTADORES,06/03/2024,21:30,Botafogo RJ (Bra),Bragantino (Bra),1.95,3.3,4.0
11,SOUTH AMERICA - COPA SUDAMERICANA,06/03/2024,21:30,Wanderers (Uru),Danubio (Uru),2.55,3.2,2.7
12,MEXICO - LIGA DE EXPANSION MX,06/03/2024,22:05,Correcaminos,Tepatitlan de Morelos,1.47,4.05,6.4
