,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,30/06/2023,15:45,IRELAND - PREMIER DIVISION,Cork City,Drogheda,2.3,3.3,3.1,1.95,1.7
2,30/06/2023,19:00,ARGENTINA - LIGA PROFESIONAL,Platense,Lanus,2.9,2.88,2.8,2.7,2.1
3,30/06/2023,22:00,MEXICO - LIGA MX,Mazatlan FC,Pachuca,4.5,4.0,1.65,1.57,1.62
