,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,ROMANIA - LIGA 1,29/04/2024,11:30,Petrolul,FC Botosani,2.1,3.2,3.0,2.35,1.57,2.0,1.73,1.4,1.356466,0.743,0.5,0.92195445,1.108,0.47619048,0.3125,0.33333334,0.42553192,0.6369427,0.19452214,0.9,2.278,1,0.7557
2,SWEDEN - ALLSVENSKAN,29/04/2024,14:00,Mjallby,Kalmar,2.0,3.4,3.8,2.15,1.67,2.0,1.75,1.0,1.3416408,0.874,1.0,1.3416408,1.117,0.5,0.29411766,0.2631579,0.4651163,0.5988024,0.29825854,0.0,2.683,1,0.7508
3,SWEDEN - ALLSVENSKAN,29/04/2024,14:00,Elfsborg,Sirius,1.83,3.8,4.0,1.7,2.1,1.67,2.1,2.1,1.1357816,0.708,1.6,1.4282857,0.899,0.5464481,0.2631579,0.25,0.5882353,0.47619048,0.38717553,0.5,2.564,1,0.8778
4,SWEDEN - ALLSVENSKAN,29/04/2024,14:10,Hammarby,Vasteras SK,1.91,3.8,3.6,1.75,2.05,1.7,2.05,1.9,1.1357816,0.449,1.7,1.3453624,0.897,0.5235602,0.2631579,0.2777778,0.5714286,0.4878049,0.336661,0.2,2.481,1,0.7355
5,ROMANIA - LIGA 1,29/04/2024,14:30,FC Rapid Bucuresti,Univ. Craiova,2.2,3.2,2.88,2.0,1.85,1.73,2.0,1.8,1.4696939,0.785,1.7,1.3453624,0.744,0.45454547,0.3125,0.3472222,0.5,0.5405405,0.16278479,0.1,2.815,1,0.9239
6,NETHERLANDS - EERSTE DIVISIE,29/04/2024,15:00,FC Emmen,Helmond,1.91,4.0,3.6,1.67,2.15,1.62,2.2,1.6,1.4282857,0.97,0.5,0.92195445,1.125,0.5235602,0.25,0.2777778,0.5988024,0.4651163,0.35079414,1.1,2.35,1,0.6913
7,SPAIN - LALIGA2,29/04/2024,15:30,Ferrol,Mirandes,2.0,3.2,4.33,2.4,1.53,2.1,1.67,1.6,1.2,0.651,0.3,0.45825756,3.0,0.5,0.3125,0.23094688,0.41666666,0.6535948,0.3238594,1.3,1.658,1,1.0
8,PORTUGAL - LIGA PORTUGAL,29/04/2024,16:15,Estrela,SC Farense,2.2,3.25,3.5,1.95,1.9,1.7,2.05,1.4,1.356466,0.549,0.8,1.1661904,0.758,0.45454547,0.30769232,0.2857143,0.51282054,0.5263158,0.21455142,0.6,2.523,1,0.7047
9,PARAGUAY - PRIMERA DIVISION,29/04/2024,20:30,Olimpia Asuncion,Ameliano,1.91,3.4,4.2,1.98,1.83,1.83,1.83,1.5,1.024695,0.48,1.1,1.0440307,0.57,0.5235602,0.29411766,0.23809524,0.5050505,0.5464481,0.35093075,0.4,2.069,1,0.7251
10,CHILE - PRIMERA DIVISION,29/04/2024,21:30,A. Italiano,Cobresal,2.05,3.6,3.4,1.88,1.98,1.73,2.0,1.0,1.3416408,1.144,1.2,1.2489996,0.935,0.4878049,0.2777778,0.29411766,0.5319149,0.5050505,0.2700478,-0.2,2.591,1,0.8961
