,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-11-06,10:00:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,West Armenia,1.15,17.5,8.4,80.0,1.2356099
2,2024-11-06,12:00:00,ARMENIA - PREMIER LEAGUE,Urartu,BKMA,1.48,6.4,4.4,29.0,1.2356116
3,2024-11-06,14:45:00,EUROPE - CHAMPIONS LEAGUE,Shakhtar Donetsk,Young Boys,2.04,3.9,3.85,17.5,1.2349324
4,2024-11-06,14:45:00,EUROPE - CHAMPIONS LEAGUE,Club Brugge KV,Aston Villa,3.4,2.26,3.7,11.5,1.2349321
5,2024-11-06,17:00:00,EUROPE - CHAMPIONS LEAGUE,Stuttgart,Atalanta,2.48,2.94,3.8,16.0,1.234934
6,2024-11-06,17:00:00,EUROPE - CHAMPIONS LEAGUE,Slavia Prague,Brest,2.46,3.25,3.45,13.0,1.2349341
7,2024-11-06,17:00:00,EUROPE - CHAMPIONS LEAGUE,Feyenoord,Salzburg,1.58,6.2,4.7,28.0,1.2349342
8,2024-11-06,17:00:00,EUROPE - CHAMPIONS LEAGUE,PSG,Atl. Madrid,1.65,6.2,4.2,25.0,1.2349346
9,2024-11-06,17:00:00,EUROPE - CHAMPIONS LEAGUE,Inter,Arsenal,2.78,2.98,3.2,11.0,1.2349325
10,2024-11-06,17:00:00,EUROPE - CHAMPIONS LEAGUE,Crvena zvezda,Barcelona,13.5,1.26,7.4,12.5,1.2349328
11,2024-11-06,17:00:00,EUROPE - CHAMPIONS LEAGUE,Bayern Munich,Benfica,1.3,10.5,7.0,65.0,1.2349327
12,2024-11-06,21:00:00,BRAZIL - SERIE A,Cruzeiro,Flamengo RJ,2.2,3.7,3.45,11.5,1.2349268
13,2024-11-06,21:00:00,BRAZIL - SERIE A,Atletico GO,Atletico-MG,2.36,3.45,3.25,11.5,1.234926
