,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MONGOLIA - PREMIER LEAGUE,12/04/2024,08:15,Brera Ilch,Tuv Azarganuud,2.65,4.33,2.02
2,INDIA - ISL,12/04/2024,11:00,Hyderabad,Kerala Blasters,5.0,3.8,1.65
3,BULGARIA - PARVA LIGA,12/04/2024,11:45,Botev Plovdiv,Botev Vratsa,1.44,4.5,8.0
4,GEORGIA - CRYSTALBET EROVNULI LIGA,12/04/2024,12:00,Dinamo Tbilisi,Kolkheti 1913,1.6,3.8,4.6
5,FINLAND - YKKONEN,12/04/2024,13:00,Atlantis,Vaajakoski,1.45,4.0,5.75
6,AUSTRIA - 2. LIGA,12/04/2024,13:10,Kapfenberg,Stripfing,2.07,3.35,3.35
7,GEORGIA - CRYSTALBET EROVNULI LIGA,12/04/2024,14:00,Dila Gori,Dinamo Batumi,2.87,3.2,2.22
8,BULGARIA - PARVA LIGA,12/04/2024,14:15,CSKA Sofia,Pirin Blagoevgrad,1.2,7.5,13.0
9,ENGLAND - CHAMPIONSHIP,12/04/2024,16:00,Plymouth,Leicester,6.0,4.5,1.5
10,BRAZIL - BRASILEIRO WOMEN,12/04/2024,20:00,Palmeiras W,Avai Kindermann W,1.13,7.0,12.5
