Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,NIGERIA - NPFL,17/04/2024,11:00,Doma United,Remo Stars,2.1,3.0,3.6
2,ARMENIA - PREMIER LEAGUE,17/04/2024,12:00,Ararat-Armenia,Urartu,1.65,3.6,4.4
3,EGYPT - PREMIER LEAGUE,17/04/2024,14:00,National Bank Egypt,El Gaish,2.6,2.67,3.0
4,EGYPT - PREMIER LEAGUE,17/04/2024,14:00,Enppi,El Daklyeh,1.72,2.95,5.8
5,ARGENTINA - PRIMERA NACIONAL,17/04/2024,16:40,Almirante Brown,Estudiantes Rio Cuarto,2.25,3.0,3.6
6,BRAZIL - SERIE A,17/04/2024,17:00,Cuiaba,Vitoria,2.0,3.3,4.0
7,COSTA RICA - PRIMERA DIVISION,17/04/2024,18:00,Puntarenas FC,Zeledon,1.65,3.6,4.75
8,COLOMBIA - PRIMERA A,17/04/2024,18:00,Aguilas,Alianza,1.73,3.4,5.5
9,ECUADOR - LIGA PRO,17/04/2024,18:30,Cumbaya,Libertad,2.45,2.9,3.2
10,DOMINICAN REPUBLIC - LDF,17/04/2024,19:00,Moca,San Cristobal,1.3,4.65,8.0
11,DOMINICAN REPUBLIC - LDF,17/04/2024,19:00,Atletico Pantoja,Delfines Del Este,1.65,3.4,4.75
12,BRAZIL - SERIE A,17/04/2024,19:00,Bragantino,Vasco,1.91,3.4,4.2
13,BRAZIL - SERIE A,17/04/2024,20:00,Palmeiras,Internacional,1.7,3.6,5.5
14,BRAZIL - SERIE A,17/04/2024,20:00,Atletico-MG,Criciuma,1.4,4.5,8.5
15,COLOMBIA - PRIMERA A,17/04/2024,20:10,Millonarios,Junior,1.67,3.5,5.0
16,PANAMA - LPF,17/04/2024,20:15,Herrera,UMECIT,2.2,3.0,3.3
17,BRAZIL - SERIE A,17/04/2024,21:30,Flamengo RJ,Sao Paulo,1.57,3.8,7.0
18,COSTA RICA - PRIMERA DIVISION,17/04/2024,23:00,Alajuelense,Grecia,1.17,7.0,13.0
