Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,30/06/2023,19:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Forge,2.72,3.25,2.43,2.03,1.75,2.03,1.75
