,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,FINLAND - YKKONEN,27/09/2023,10:00,SalPa,KPV Kokkola,2.0,3.5,3.25
2,SERBIA - PRVA LIGA,27/09/2023,10:00,OFK Beograd,Tekstilac Odzaci,1.5,3.85,5.4
3,SERBIA - PRVA LIGA,27/09/2023,12:00,Dubocica,Smederevo,1.9,3.2,3.7
4,MALTA - PREMIER LEAGUE,27/09/2023,13:00,Marsaxlokk,Sirens,2.35,3.2,2.82
5,MONTENEGRO - PRVA CRNOGORSKA LIGA,27/09/2023,13:00,Sutjeska,Jezero,1.53,3.75,5.9
6,EGYPT - PREMIER LEAGUE,27/09/2023,13:00,El Gouna,ZED,2.45,2.95,2.92
7,MALTA - PREMIER LEAGUE,27/09/2023,13:00,Hamrun,Gudja,1.36,4.3,8.0
8,SWEDEN - SUPERETTAN,27/09/2023,14:00,Oster,Helsingborg,1.44,4.33,7.0
9,NETHERLANDS - EREDIVISIE,27/09/2023,15:00,Twente,Vitesse,1.36,4.75,8.5
10,ITALY - SERIE C,27/09/2023,15:45,Casertana,Monopoli,2.1,3.05,3.65
11,NETHERLANDS - EREDIVISIE,27/09/2023,16:00,Ajax,FC Volendam,1.13,8.5,15.0
12,SOUTH AMERICA - COPA SUDAMERICANA,27/09/2023,19:00,LDU Quito (Ecu),Defensa y Justicia (Arg),1.65,3.6,6.0
13,USA - MLS,27/09/2023,20:30,Philadelphia Union,FC Dallas,1.73,3.75,5.0
14,SOUTH AMERICA - COPA LIBERTADORES,27/09/2023,21:30,Fluminense (Bra),Internacional (Bra),1.85,3.5,4.33
