,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,25/05/2024,11:00,FINLAND - VEIKKAUSLIIGA,HJK Helsinki,Ilves,2.05,3.5,3.0,1.7,2.1,1.62,2.2,H,H,D
2,Lay Away New,25/05/2024,11:00,ENGLAND - FA CUP,Man City,Man Utd,1.33,5.5,8.5,1.44,2.75,1.75,2.0,A,H,H
3,Lay Away New,25/05/2024,12:30,POLAND - EKSTRAKLASA,Puszcza,Piast Gliwice,2.3,3.1,3.0,2.1,1.7,1.8,1.95,H,D,D
4,Lay Away New,25/05/2024,12:30,POLAND - EKSTRAKLASA,Jagiellonia Bialystock,Warta Poznan,1.44,4.5,5.5,1.6,2.3,1.8,1.95,H,D,D
5,Lay Away New,25/05/2024,14:00,SPAIN - PRIMERA RFEF,Merida AD,Ceuta,2.9,3.25,2.15,2.05,1.75,1.83,1.87,H,H,D
6,Lay Away New,25/05/2024,14:00,SPAIN - PRIMERA RFEF,Cordoba,Algeciras,1.4,4.1,6.5,1.9,1.9,2.12,1.65,H,H,D
7,Lay Away New,25/05/2024,14:00,SPAIN - PRIMERA RFEF,Lugo,Sabadell,3.5,3.4,1.9,2.08,1.73,1.93,1.78,H,H,D
8,Lay Away New,25/05/2024,14:00,SPAIN - PRIMERA RFEF,Dep. La Coruna,R. Union,1.62,3.25,5.25,2.05,1.75,1.95,1.75,H,H,D
9,Lay Away New,25/05/2024,14:30,BULGARIA - PARVA LIGA,Botev Vratsa,Beroe Stara Za,1.6,3.7,6.0,1.98,1.88,1.91,1.8,H,H,D
10,Lay Away New,25/05/2024,15:30,BELGIUM - JUPILER PRO LEAGUE,Leuven,Westerlo,2.05,3.7,3.2,1.48,2.6,1.44,2.63,H,A,H
11,Lay Away New,25/05/2024,15:30,SWITZERLAND - SUPER LEAGUE,Lugano,Servette,2.5,3.6,2.6,1.57,2.35,1.5,2.5,H,A,D
12,Lay Away New,25/05/2024,17:00,PERU - LIGA 1,Comerciantes Unidos,Sporting Cristal,5.5,4.5,1.53,1.53,2.4,1.67,2.1,A,H,H
13,Lay Away New,25/05/2024,18:00,ARGENTINA - PRIMERA NACIONAL,Atletico Rafaela,Almirante Brown,1.9,3.7,3.9,2.35,1.57,2.2,1.62,H,D,A
14,Lay Away New,25/05/2024,18:30,CHILE - PRIMERA DIVISION,Univ Catolica (Chile),Cobreloa,1.6,3.9,5.5,1.8,2.0,1.8,1.91,A,H,D
15,Lay Away New,25/05/2024,19:00,COLOMBIA - PRIMERA A,Deportivo Pereira,Millonarios,2.6,3.2,2.7,2.5,1.5,2.1,1.67,H,D,A
16,Lay Away New,25/05/2024,20:30,USA - MLS,Atlanta Utd,Los Angeles FC,2.7,3.8,2.4,1.5,2.5,1.44,2.63,A,H,A
17,Lay Away New,25/05/2024,22:00,ECUADOR - LIGA PRO,Barcelona (ECU),Tecnico Universitario,1.57,3.7,5.75,2.03,1.78,2.0,1.73,H,H,H
18,Lay Away New,25/05/2024,22:00,ECUADOR - LIGA PRO,Macara,Independiente (Ecu),3.5,3.4,1.95,2.08,1.73,1.91,1.8,H,H,H
19,Lay Away New,25/05/2024,22:00,ECUADOR - LIGA PRO,LDU,Univ Catolica (Chile),2.0,3.4,3.4,1.83,1.98,1.67,2.1,H,H,H
20,Lay Away New,25/05/2024,23:30,USA - MLS,Portland Timbers,Kansas City,1.91,3.6,3.8,1.5,2.5,1.5,2.5,A,H,A
