Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,GHANA - PREMIER LEAGUE,20/09/2023,12:00,Medeama,Accra Lions,1.6,3.3,5.4
2,GHANA - PREMIER LEAGUE,20/09/2023,12:00,Dreams,Nations FC,2.05,2.95,3.55
3,EGYPT - PREMIER LEAGUE,20/09/2023,13:00,Smouha,El Gouna,2.6,2.82,2.85
4,ITALY - SERIE C,20/09/2023,13:30,Arzignano,Alessandria,2.02,3.1,3.75
5,ITALY - SERIE C,20/09/2023,13:30,AlbinoLeffe,Pro Patria,2.18,3.05,3.4
6,ITALY - SERIE C,20/09/2023,13:30,Lumezzane,Fiorenzuola,2.37,3.0,3.1
7,MOROCCO - BOTOLA PRO,20/09/2023,15:15,FAR Rabat,Renaissance Zemamra,1.22,5.5,10.0
8,ARGENTINA - PRIMERA NACIONAL,20/09/2023,15:30,Almagro,San Martin S.J.,2.6,2.9,3.0
9,PERU - LIGA 1,20/09/2023,20:30,Cienciano,ADT Tarma,2.0,3.3,3.5
10,USA - MLS,20/09/2023,20:30,New York City,Orlando City,1.91,3.75,3.8
11,USA - MLS,20/09/2023,20:30,Columbus Crew,Chicago Fire,1.5,4.75,5.5
12,USA - MLS,20/09/2023,21:30,Houston Dynamo,Vancouver Whitecaps,1.85,3.8,4.0
13,MEXICO - LIGA DE EXPANSION MX,20/09/2023,22:05,Correcaminos,Leones Negros,1.95,3.45,3.65
14,USA - USL CHAMPIONSHIP,20/09/2023,23:00,Sacramento Republic,New Mexico,1.6,4.05,4.75
